sample	location	feature	profile	id.accession	investigation.study.comment.project type	investigation.study assays.study assay technology type	source_profile_index	condition_inferred	official_sample_name	official_source_name	official_material_type	official_tissue_type	official_tissue	sample_name_tissue_inferred	official_vs_inferred_match	tissue_final	tissue_source	official_sample_match_method	official_study_url	official_api_url	h5_accession	h5_sample_name	h5_accession_sample_name	project_identifier	project_type	assay_technology	source_name	material_type	tissue_type	spaceflight_factor	sex	strain	genotype	age_at_launch	age	duration	sample_preservation_method	library_selection	library_layout	sequencing_instrument	condition_label	accession_order	muscle_mean_log2	muscle_median_log2	muscle_markers_over_100	muscle_marker_fraction_percent	liver_mean_log2	liver_markers_over_100	muscle_liver_mean_log2_delta	high_muscle_abundance	collection_inferred	age_label_inferred	accession_group_size	accession_condition_group_size	muscle_mean_log2_robust_z_within_accession	muscle_mean_log2_robust_z_within_accession_condition	stratum_group_size	muscle_mean_log2_robust_z_within_stratum	relative_stratum_outlier	relative_accession_outlier	relative_accession_condition_outlier	candidate_muscle_outlier	candidate_small_group_warning	broad_review_muscle_outlier	review_high_abundance_not_relative
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI6	FLT	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI6	RR8_LVR_FLT_ISS-T_YNG_FI6	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1674	flight	RR8_LVR_FLT_ISS-T_YNG_FI6	FL_ISS_06	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_ISS-T_YNG_FI6	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI6	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_ISS_06	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	3.7245828968203396	3.925874520708029	0	0.0009513127480916414	18.129868384415026	7	-14.405285487594686	False	ISS-T	YNG	62	31	1.6363386244262317	0.8596690648499172	8	2.8844913028946144	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI11	GC	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI11	RR8_LVR_GC_ISS-T_OLD_GI11	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1693	ground_control	RR8_LVR_GC_ISS-T_OLD_GI11	HC_ISS_11	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI11	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI11	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_11	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	3.3999932914966067	3.245926548164837	0	0.0008981938376484457	17.117423749654115	7	-13.717430458157509	False	ISS-T	OLD	62	31	1.2227566928532854	1.7426122764026029	10	3.027080611224909	False	False	False	False	False	False	False
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep5_F5	FLT	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep5_F5	Mmus_BAL-TAL_LVR_FLT_Rep5_F5	OSD-137	Spaceflight Study	RNA Sequencing (RNA-Seq)	137	flight	Mmus_BAL-TAL_LVR_FLT_Rep5_F5	RR3_FLT_F5	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-137	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-137	OSD-137	Mmus_BAL-TAL_LVR_FLT_Rep5_F5	OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep5_F5	RR-3	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR3_FLT_F5	Liver		Space Flight	Female	BALB/c		12 {week}		40 {day}	Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	FLT	4	3.4899781344895215	3.511183906514227	0	0.000884647891499445	17.536279651302173	7	-14.046301516812651	False	unknown	12 {WEEK}	11	5	1.2917933826385393	1.0661238932955153	5	1.0661238932955153	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI18	GC	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI18	RR8_LVR_GC_ISS-T_OLD_GI18	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1700	ground_control	RR8_LVR_GC_ISS-T_OLD_GI18	HC_ISS_18	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI18	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI18	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_18	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	2.7795342121468662	2.69615871138938	0	0.000865782726240364	17.428534691817422	7	-14.649000479670555	False	ISS-T	OLD	62	31	0.4321871234935265	0.6716078049049741	10	1.2048471202591688	False	False	False	False	False	False	False
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	GC	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	892	ground_control	Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	LAR GC 2	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	LAR GC 2	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6005	GC	1	2.228559023957599	1.584962500721156	0	0.0008576706518849153	16.877254910885892	7	-14.648695886928293	False	LAR	36 {WEEK}	37	19	-0.16856715134361205	0.0	9	0.0	False	False	False	False	False	False	False
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3	FLT	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3	Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	868	flight	Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3	LAR Flight 3	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	LAR Flight 3	Liver		Space Flight	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	1	3.442258359835479	3.633393270347451	0	0.0007782876311951726	17.25199686350859	7	-13.809738503673112	False	LAR	36 {WEEK}	37	18	3.3757627918412374	1.3998421021883105	10	4.194945342059662	True	False	False	False	False	False	False
OSD-137_Mmus_BAL-TAL_LVR_GC_Rep4_G5	GC	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep4_G5	Mmus_BAL-TAL_LVR_GC_Rep4_G5	OSD-137	Spaceflight Study	RNA Sequencing (RNA-Seq)	142	ground_control	Mmus_BAL-TAL_LVR_GC_Rep4_G5	RR3_GC_G5	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-137	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-137	OSD-137	Mmus_BAL-TAL_LVR_GC_Rep4_G5	OSD-137_Mmus_BAL-TAL_LVR_GC_Rep4_G5	RR-3	Spaceflight Study	RNA Sequencing (RNA-Seq)	RR3_GC_G5	Liver		Ground Control	Female	BALB/c		12 {week}		40 {day}	Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina HiSeq 4000	GC	4	3.558270103951544	3.633393270347451	0	0.0007518590621165123	18.11294902869063	7	-14.554678924739084	False	unknown	12 {WEEK}	11	6	1.3879737350870613	2.3303582187609657	6	2.3303582187609657	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI7	GC	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI7	RR8_LVR_GC_ISS-T_YNG_GI7	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1710	ground_control	RR8_LVR_GC_ISS-T_YNG_GI7	HC_ISS_07	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_YNG_GI7	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI7	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_07	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	3.3489611923236344	3.292481250360578	0	0.0007480336724408969	17.651224830200242	7	-14.302263637876607	False	ISS-T	YNG	62	31	1.1577331868567522	1.6545232980586249	9	0.67448975	False	False	False	False	False	False	False
OSD-379_RR8_LVR_FLT_LAR_YNG_FL5	FLT	OSD-379_RR8_LVR_FLT_LAR_YNG_FL5	RR8_LVR_FLT_LAR_YNG_FL5	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1691	flight	RR8_LVR_FLT_LAR_YNG_FL5	FL_LAR_05	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_LAR_YNG_FL5	OSD-379_RR8_LVR_FLT_LAR_YNG_FL5	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_LAR_05	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	1.9319102061589124	1.792481250360578	0	0.0007383491988611862	16.586203905757802	7	-14.65429369959889	False	LAR	YNG	62	31	-0.6478288964109304	-0.6417980039440799	8	-0.6692486675617094	False	False	False	False	False	False	False
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	FLT	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	874	flight	Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	LAR Flight 4	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	LAR Flight 4	Liver		Space Flight	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	1	2.0436059979194616	1.292481250360578	0	0.0007348393714617921	16.65210105838859	7	-14.608495060469126	False	LAR	36 {WEEK}	37	18	-0.7086799526705271	-0.8275433158115678	10	-0.6283843730662408	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_LAR_YNG_GL2	GC	OSD-379_RR8_LVR_GC_LAR_YNG_GL2	RR8_LVR_GC_LAR_YNG_GL2	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1725	ground_control	RR8_LVR_GC_LAR_YNG_GL2	HC_LAR_02	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_YNG_GL2	OSD-379_RR8_LVR_GC_LAR_YNG_GL2	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_02	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	2.5514097308983628	2.321928094887362	0	0.0007315368048827751	16.800944461490865	7	-14.2495347305925	False	LAR	YNG	62	31	0.14151803845078986	0.27783108762124725	6	0.5191686046644286	False	False	False	False	False	False	False
OSD-379_RR8_LVR_FLT_LAR_OLD_FL3	FLT	OSD-379_RR8_LVR_FLT_LAR_OLD_FL3	RR8_LVR_FLT_LAR_OLD_FL3	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1681	flight	RR8_LVR_FLT_LAR_OLD_FL3	FL_LAR_03	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_LAR_OLD_FL3	OSD-379_RR8_LVR_FLT_LAR_OLD_FL3	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_LAR_03	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	2.0224011098095582	1.792481250360578	0	0.0007025325126192403	16.39774549342194	7	-14.375344383612383	False	LAR	OLD	62	31	-0.5325282148493973	-0.5660066380329247	7	-0.6421847299598212	False	False	False	False	False	False	False
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	GC	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	882	ground_control	Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	ISS-T GC 2	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	ISS-T GC 2	Liver		Ground Control	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	1	2.134630342788674	1.792481250360578	0	0.0006880107342015535	17.28245120832928	7	-15.147820865540607	False	ISS-T	36 {WEEK}	37	19	-0.44286427530972583	-0.5948935023076634	10	-0.7614975243310306	False	False	False	False	False	False	False
OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	FLT	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	861	flight	Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	ISS-T Flight 1	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	ISS-T Flight 1	Liver		Space Flight	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	1	3.0072522465504306	3.39067985676233	0	0.0006703929111285429	17.2162252302734	7	-14.208972983722967	False	ISS-T	36 {WEEK}	37	18	2.1054274235933375	0.7070850598703857	8	0.14258150871144468	False	False	False	False	False	False	False
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI3	FLT	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI3	RR8_LVR_FLT_ISS-T_YNG_FI3	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1671	flight	RR8_LVR_FLT_ISS-T_YNG_FI3	FL_ISS_03	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_ISS-T_YNG_FI3	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI3	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_ISS_03	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	2.698183259030924	2.453445297804259	0	0.000667102284458418	17.41900403818706	7	-14.720820779156139	False	ISS-T	YNG	62	31	0.3285322812768908	0.0	8	0.9316994910244795	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI15	GC	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI15	RR8_LVR_GC_ISS-T_OLD_GI15	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1697	ground_control	RR8_LVR_GC_ISS-T_OLD_GI15	HC_ISS_15	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI15	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI15	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_15	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	2.3175577536179723	2.292481250360578	0	0.0006623263618632312	16.98980585767277	7	-14.672248104054798	False	ISS-T	OLD	62	31	-0.1564488430496665	-0.12583213799928178	10	-0.15193691721733613	False	False	False	False	False	False	False
OSD-379_RR8_LVR_FLT_LAR_OLD_FL16	FLT	OSD-379_RR8_LVR_FLT_LAR_OLD_FL16	RR8_LVR_FLT_LAR_OLD_FL16	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1680	flight	RR8_LVR_FLT_LAR_OLD_FL16	FL_LAR_16	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_LAR_OLD_FL16	OSD-379_RR8_LVR_FLT_LAR_OLD_FL16	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_LAR_16	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	2.5316529597329565	2.453445297804259	0	0.000655209384970324	16.70707097508934	7	-14.175418015356385	False	LAR	OLD	62	31	0.1163445780373427	-0.1394787579767567	7	-0.45024522153402047	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_LAR_OLD_GL12	GC	OSD-379_RR8_LVR_GC_LAR_OLD_GL12	RR8_LVR_GC_LAR_OLD_GL12	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1714	ground_control	RR8_LVR_GC_LAR_OLD_GL12	HC_LAR_12	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_LAR_OLD_GL12	OSD-379_RR8_LVR_GC_LAR_OLD_GL12	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_LAR_12	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	2.3424278471827664	2.160964047443681	0	0.000652207863942957	17.458669007819278	7	-15.116241160636513	False	LAR	OLD	62	31	-0.1247601470279046	-0.08290266480602274	6	-0.4226569296882363	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI20	GC	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI20	RR8_LVR_GC_ISS-T_OLD_GI20	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1702	ground_control	RR8_LVR_GC_ISS-T_OLD_GI20	HC_ISS_20	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI20	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI20	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_20	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	2.421024889134119	2.69615871138938	0	0.0006501404815537111	17.259039217906793	7	-14.838014328772674	False	ISS-T	OLD	62	31	-0.024614252356571234	0.05276749649551864	10	0.1519369172173374	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI17	GC	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI17	RR8_LVR_GC_ISS-T_OLD_GI17	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1699	ground_control	RR8_LVR_GC_ISS-T_OLD_GI17	HC_ISS_17	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_OLD_GI17	OSD-379_RR8_LVR_GC_ISS-T_OLD_GI17	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_17	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	2.299454321408853	1.584962500721156	0	0.000638429552236957	17.75541323075493	7	-15.455958909346077	False	ISS-T	OLD	62	31	-0.17951567063239177	-0.15708134925385941	10	-0.20510509795772905	False	False	False	False	False	False	False
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI2	GC	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI2	RR8_LVR_GC_ISS-T_YNG_GI2	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1705	ground_control	RR8_LVR_GC_ISS-T_YNG_GI2	HC_ISS_02	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_GC_ISS-T_YNG_GI2	OSD-379_RR8_LVR_GC_ISS-T_YNG_GI2	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	HC_ISS_02	Left Lobe of the Liver		Ground Control	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	GC	0	2.6988506797938245	2.807354922057604	0	0.0006279645077542251	17.143499098448466	7	-14.44464841865464	False	ISS-T	YNG	62	31	0.3293826879558631	0.5323360514528462	9	0.0	False	False	False	False	False	False	False
OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	FLT	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	OSD-245	Spaceflight Study	RNA Sequencing (RNA-Seq)	862	flight	Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	ISS-T Flight 2	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-245	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-245	OSD-245	Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	RR-6	Spaceflight Study	RNA Sequencing (RNA-Seq)	ISS-T Flight 2	Liver		Space Flight	Female	C57BL/6NTac		36 {week}			Liquid Nitrogen	Ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	1	3.4212892253849128	3.700439718141092	0	0.0006254158201953862	18.08921451194221	7	-14.667925286557297	False	ISS-T	36 {WEEK}	37	18	3.314527254407204	1.3664482828411735	8	0.9095653894411688	False	False	False	False	False	False	False
OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI8	FLT	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI8	RR8_LVR_FLT_ISS-T_YNG_FI8	OSD-379	Spaceflight Study	RNA Sequencing (RNA-Seq)	1676	flight	RR8_LVR_FLT_ISS-T_YNG_FI8	FL_ISS_08	Left Lobe of the Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-379	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-379	OSD-379	RR8_LVR_FLT_ISS-T_YNG_FI8	OSD-379_RR8_LVR_FLT_ISS-T_YNG_FI8	RRRM-1 (RR-8)	Spaceflight Study	RNA Sequencing (RNA-Seq)	FL_ISS_08	Left Lobe of the Liver		Space Flight	Female	BALB/cAnNTac	Wild Type				Liquid Nitrogen	ribo-depletion	PAIRED	Illumina NovaSeq 6000	FLT	0	2.0751441146890572	2.0	0	0.0006242712978010452	17.192493776213855	7	-15.117349661524798	False	ISS-T	YNG	62	31	-0.46532472626796667	-0.5218313207269026	8	-0.2536728481218382	False	False	False	False	False	False	False
