profile	id.accession	investigation.study.comment.project type	investigation.study assays.study assay technology type	dataset.study person.first name	dataset.study person.last name	dataset.study person.middle initials	dataset.study publication author list	id.accession_sample name	id.assay name	id.sample name	investigation.study.comment.data source accession	investigation.study.comment.doi	investigation.study.comment.project identifier	study.characteristics.organism	study.source name	condition_inferred	flight_status_inferred	tissue_inferred	tissue_inference_rule	tissue_inference_confidence
GSM8421715	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421715	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421715	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421715	unknown	unknown	unknown		unassigned
GSM8421716	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421716	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421716	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421716	unknown	unknown	unknown		unassigned
GSM8421717	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421717	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421717	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421717	unknown	unknown	unknown		unassigned
GSM8421718	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421718	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421718	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421718	unknown	unknown	unknown		unassigned
GSM8421719	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421719	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421719	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421719	unknown	unknown	unknown		unassigned
GSM8421720	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421720	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421720	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421720	unknown	unknown	unknown		unassigned
GSM8421721	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421721	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421721	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421721	unknown	unknown	unknown		unassigned
GSM8421722	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421722	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421722	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421722	unknown	unknown	unknown		unassigned
GSM8421723	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421723	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421723	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421723	unknown	unknown	unknown		unassigned
GSM8421724	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421724	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421724	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421724	unknown	unknown	unknown		unassigned
GSM8421725	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421725	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421725	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421725	unknown	unknown	unknown		unassigned
GSM8421726	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421726	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421726	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421726	unknown	unknown	unknown		unassigned
GSM8421727	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421727	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421727	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421727	unknown	unknown	unknown		unassigned
GSM8421728	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421728	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421728	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421728	unknown	unknown	unknown		unassigned
GSM8421729	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421729	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421729	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421729	unknown	unknown	unknown		unassigned
GSM8421730	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421730	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421730	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421730	unknown	unknown	unknown		unassigned
GSM8421731	OSD-880	Ground Study	RNA Sequencing (RNA-Seq)	Jorge C. Paulo R. Maya L. Igor Serge Stine M. José M. Kyle D. Zhengye Qishan Daniel Olof Paul Håkan Tomas Marius Sigitas Johanna T. Ana I. Gene W. Jorge	Correia Jannig Gosztyla Cervenka Ducommun Præstholm Dias Dumont Liu Liang Edsgärd Emanuelsson Gregorevic Westerblad Venckunas Brazaitis Kamandulis Lanner Teixeira Yeo Ruas	 L.	"[""Correia JC"",""Jannig PR"",""Gosztyla ML"",""Cervenka I"",""Ducommun S"",""Pr\u00e6stholm SM"",""Dias JM"",""Dumont KD"",""Liu Z"",""Liang Q"",""Edsg\u00e4rd D"",""Emanuelsson O"",""Gregorevic P"",""Westerblad H"",""Venckunas T"",""Brazaitis M"",""Kamandulis S"",""Lanner JT"",""Teixeira AI"",""Yeo GW"",""Ruas JL.""]"	OSD-880_GSM8421731	OSD-880_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM8421731	GSE273092	10.26030/aah9-bh77	Hindlimb_Unloading	Mus musculus	GSM8421731	unknown	unknown	unknown		unassigned
GSM9055343	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055343	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055343	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M1	unknown	unknown	unknown		unassigned
GSM9055344	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055344	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055344	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M4	unknown	unknown	unknown		unassigned
GSM9055345	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055345	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055345	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M5	unknown	unknown	unknown		unassigned
GSM9055346	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055346	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055346	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M6	unknown	unknown	unknown		unassigned
GSM9055347	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055347	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055347	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M7	unknown	unknown	unknown		unassigned
GSM9055348	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055348	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055348	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M8	unknown	unknown	unknown		unassigned
GSM9055349	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055349	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055349	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M9	unknown	unknown	unknown		unassigned
GSM9055350	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055350	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055350	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M10	unknown	unknown	unknown		unassigned
GSM9055351	OSD-881	Ground Study	RNA Sequencing (RNA-Seq)	David	Goukassian	A.	"[""Zakharyan Roksana"",""Hakobyan Siras"",""Brojakowska Agnieszka"",""Bisserier Malik"",""Zhang Shihong"",""Khlgatian Mary K."",""Rai Amit Kumar"",""Davitavyan Suren"",""Stepanyan Ani"",""Sirunyan Tamara"",""Khachatryan Gisane"",""Sahoo Susmita"",""Garikipati Venkata Naga Srikanth"",""Arakelyan Arsen"",""Goukassian David A.""]"	OSD-881_GSM9055351	OSD-881_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	GSM9055351	GSE300189	10.26030/bpmt-vd19	Simplified_Galactic_Cosmic_Ray_Simulation_Irradiation, Gamma_Irradiation, Multiple_Radiation_Types, High_Dose_Irradiation, High_LET_Irradiation, Low_LET_Irradiation	Mus musculus	M11	unknown	unknown	unknown		unassigned
