gene_id	gene_symbol	studies_tested	meta_log2_fold_change	meta_se	meta_z	meta_p_value	direction_up_studies	direction_down_studies	q_heterogeneity	i2_percent	heterogeneity_p_value	meta_fdr_bh	eligible_meta	significant_fdr05_abs_log2fc1	consistent_direction
ENSMUSG00000036078	Sigmar1	6	0.349538806473646	0.065675362371943	5.32222120822239	1.0250781215746e-07	5	1	22.4198928365489	77.6983768992463	0.000435593434148482	1.61757529702152e-05	TRUE	FALSE	mixed
ENSMUSG00000024679	Ms4a6d	6	-0.421980147339861	0.0792943373192762	-5.3216933466607	1.02805766108141e-07	1	5	7.10451467339	29.6222158745406	0.212982747447586	1.61757529702152e-05	TRUE	FALSE	mixed
ENSMUSG00000050445	Cyp8b1	6	0.383844816716254	0.0725116586399987	5.29356001387229	1.19957849893486e-07	4	2	109.178143500511	95.4203287950426	6.1117797216847e-22	1.8696449415946e-05	TRUE	FALSE	mixed
ENSMUSG00000069792	Wfdc17	6	-0.618755923496974	0.117694938669441	-5.25728574645691	1.46197063120847e-07	1	5	28.3166768658957	82.3425608037293	3.15607336985048e-05	2.25730998113974e-05	TRUE	FALSE	mixed
ENSMUSG00000004341	Gpx6	6	-0.611442112321946	0.116426129752019	-5.25176018153556	1.50652534026498e-07	2	4	25.1961143559392	80.15567031739	0.000127694736684823	2.30412588327233e-05	TRUE	FALSE	mixed
ENSMUSG00000052712	BC004004	6	0.218526940051364	0.0416234036350585	5.25009780476731	1.52018474230787e-07	4	2	15.9214475882779	68.5958203720041	0.00707196001476681	2.30412588327233e-05	TRUE	FALSE	mixed
ENSMUSG00000003033	Ap1m1	6	0.261627447501145	0.050025446472259	5.22988730637771	1.69613401646583e-07	6	0	9.64319788327287	48.1499803226789	0.0859998573496892	2.54743909873019e-05	TRUE	FALSE	all_up
ENSMUSG00000054580	Pla2r1	6	-0.248404529563498	0.0475690246975853	-5.22198071418746	1.7701940890392e-07	1	5	4.60802200459584	0	0.465561819448591	2.63471860765915e-05	TRUE	FALSE	mixed
ENSMUSG00000036334	Igsf10	6	-0.311083447370623	0.059752427137568	-5.20620604506016	1.92740626645649e-07	0	6	11.7391605596643	57.4075167079665	0.0385420655560418	2.84309633286854e-05	TRUE	FALSE	all_down
ENSMUSG00000026380	Tfcp2l1	6	0.352545973968258	0.0677849707469044	5.20094602215872	1.98276685665956e-07	5	1	17.6598390166329	71.6871711271504	0.00340436900275498	2.89887533087368e-05	TRUE	FALSE	mixed
ENSMUSG00000030244	Gys2	6	-0.381738846825529	0.0734795964826835	-5.19516797993701	2.04535069740442e-07	2	4	20.1902068135892	75.2355186543472	0.00115106400072483	2.96414376068583e-05	TRUE	FALSE	mixed
ENSMUSG00000020182	Ddc	6	0.391798201610726	0.0754466698912294	5.19304831048974	2.06878473597314e-07	5	1	15.2896457323256	67.2981304633571	0.00919383488703887	2.9720341411315e-05	TRUE	FALSE	mixed
ENSMUSG00000074874	Ctla2b	6	-0.44308996281088	0.0854648657007409	-5.18446918716727	2.16630955022029e-07	0	6	5.5433412663422	9.80169252146228	0.353216756756909	3.08531035165427e-05	TRUE	FALSE	all_down
ENSMUSG00000033542	Arhgef5	6	0.209724207871912	0.0404860758110812	5.18015647776141	2.21699847946274e-07	3	3	15.1273184466558	66.947215280542	0.00983195574240765	3.13051554523111e-05	TRUE	FALSE	mixed
ENSMUSG00000026890	Lhx6	6	0.394066146034229	0.0761794988696189	5.17286345908723	2.30533479383858e-07	3	3	52.8465229992346	90.5386395996716	3.61642795934829e-10	3.22766407872942e-05	TRUE	FALSE	mixed
ENSMUSG00000023044	Csad	6	0.4734296231723	0.0916345766055812	5.16649545083908	2.38524005322866e-07	4	2	116.425882723713	95.7054222969773	1.79256840158486e-23	3.31147486717569e-05	TRUE	FALSE	mixed
