Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0055002,striated muscle cell development,19_GO:0032502 developmental process,-17,9.7,14,17423,154,291,25,8.6,1.6,11459|11472|14200|16669|17929|17930|18175|20190|20474|21393|21916|21956|21957|24052|24131|50876|68760|68794|93689|109272|116904|233199|237611|415115|433766,Acta1|Actn2|Fhl2|Krt19|Myom1|Myom2|Nrap|Ryr1|Six4|Tcap|Tmod1|Tnnt2|Tnnt3|Sgcd|Ldb3|Tmod2|Synpo2l|Flnc|Lmod1|Mybpc1|Alpk3|Mybpc2|Stac3|Neurl2|Trim63,-14,FLT_cluster_13_muscle_contractile
Reactome Gene Sets,6,R-MMU-390522,Striated Muscle Contraction,,-16,26,19,17423,32,291,14,4.8,1.3,11459|11472|17885|17897|17901|21393|21916|21924|21925|21953|21956|21957|50876|233199,Acta1|Actn2|Myh8|Myl3|Myl1|Tcap|Tmod1|Tnnc1|Tnnc2|Tnni2|Tnnt2|Tnnt3|Tmod2|Mybpc2,-13,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0055001,muscle cell development,19_GO:0032502 developmental process,-16,8.4,13,17423,185,291,26,8.9,1.7,11443|11459|11472|14200|16669|17929|17930|18175|20190|20474|21393|21916|21956|21957|24052|24131|50876|68760|68794|93689|109272|116904|233199|237611|415115|433766,Chrnb1|Acta1|Actn2|Fhl2|Krt19|Myom1|Myom2|Nrap|Ryr1|Six4|Tcap|Tmod1|Tnnt2|Tnnt3|Sgcd|Ldb3|Tmod2|Synpo2l|Flnc|Lmod1|Mybpc1|Alpk3|Mybpc2|Stac3|Neurl2|Trim63,-13,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0031032,actomyosin structure organization,19_GO:0009987 cellular process,-15,11,13,17423,113,291,20,6.9,1.5,11459|11472|12797|16669|17929|17930|18175|20474|21393|21916|21956|21957|24131|50876|68760|68794|93689|109272|233199|415115,Acta1|Actn2|Cnn1|Krt19|Myom1|Myom2|Nrap|Six4|Tcap|Tmod1|Tnnt2|Tnnt3|Ldb3|Tmod2|Synpo2l|Flnc|Lmod1|Mybpc1|Mybpc2|Neurl2,-11,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0045214,sarcomere organization,19_GO:0032502 developmental process,-14,20,16,17423,42,291,14,4.8,1.3,11472|16669|17929|17930|20474|21393|21956|21957|24131|68760|68794|109272|233199|415115,Actn2|Krt19|Myom1|Myom2|Six4|Tcap|Tnnt2|Tnnt3|Ldb3|Synpo2l|Flnc|Mybpc1|Mybpc2|Neurl2,-11,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0030029,actin filament-based process,19_GO:0009987 cellular process,-14,4.2,10,17423,578,291,41,14,2,11459|11472|12775|12797|14201|14726|16669|17885|17897|17901|17929|17930|18175|20377|20474|21393|21916|21924|21956|21957|22351|23969|24052|24131|50876|53318|54418|57028|57442|68760|68794|93689|109042|109272|140781|216459|223513|233199|241431|276829|415115,Acta1|Actn2|Ccr7|Cnn1|Fhl3|Pdpn|Krt19|Myh8|Myl3|Myl1|Myom1|Myom2|Nrap|Sfrp1|Six4|Tcap|Tmod1|Tnnc1|Tnnt2|Tnnt3|Vill|Pacsin1|Sgcd|Ldb3|Tmod2|Pdlim3|Fmn2|Pdxp|Kcne3|Synpo2l|Flnc|Lmod1|Cavin3|Mybpc1|Myh7|Myl6b|Abra|Mybpc2|Xirp2|Smtnl2|Neurl2,-11,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-14,4.3,10,17423,524,291,38,13,2,11443|11459|11472|11537|12224|14200|16669|17897|17907|17929|17930|18175|20190|20474|21393|21916|21924|21956|21957|24052|24131|50876|53318|56312|56642|68760|68794|78688|93689|109272|116904|140781|216459|233199|237611|241431|415115|433766,Chrnb1|Acta1|Actn2|Cfd|Klf5|Fhl2|Krt19|Myl3|Mylpf|Myom1|Myom2|Nrap|Ryr1|Six4|Tcap|Tmod1|Tnnc1|Tnnt2|Tnnt3|Sgcd|Ldb3|Tmod2|Pdlim3|Nupr1|Ankrd2|Synpo2l|Flnc|Nol3|Lmod1|Mybpc1|Alpk3|Myh7|Myl6b|Mybpc2|Stac3|Xirp2|Neurl2|Trim63,-11,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0010927,cellular component assembly involved in morphogenesis,19_GO:0032502 developmental process,-13,9.2,12,17423,130,291,20,6.9,1.5,11459|11472|16147|16669|17929|17930|18175|20474|21393|21916|21956|21957|24131|50876|68760|68794|93689|109272|233199|415115,Acta1|Actn2|Ihh|Krt19|Myom1|Myom2|Nrap|Six4|Tcap|Tmod1|Tnnt2|Tnnt3|Ldb3|Tmod2|Synpo2l|Flnc|Lmod1|Mybpc1|Mybpc2|Neurl2,-10,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0032989,cellular anatomical entity morphogenesis,19_GO:0009987 cellular process,-13,9.2,12,17423,130,291,20,6.9,1.5,11459|11472|16147|16669|17929|17930|18175|20474|21393|21916|21956|21957|24131|50876|68760|68794|93689|109272|233199|415115,Acta1|Actn2|Ihh|Krt19|Myom1|Myom2|Nrap|Six4|Tcap|Tmod1|Tnnt2|Tnnt3|Ldb3|Tmod2|Synpo2l|Flnc|Lmod1|Mybpc1|Mybpc2|Neurl2,-10,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0051146,striated muscle cell differentiation,19_GO:0032502 developmental process,-13,6.4,11,17423,245,291,26,8.9,1.7,11459|11472|12224|14200|16669|17929|17930|18175|20190|20474|21393|21916|21956|21957|24052|24131|50876|68760|68794|93689|109272|116904|233199|237611|415115|433766,Acta1|Actn2|Klf5|Fhl2|Krt19|Myom1|Myom2|Nrap|Ryr1|Six4|Tcap|Tmod1|Tnnt2|Tnnt3|Sgcd|Ldb3|Tmod2|Synpo2l|Flnc|Lmod1|Mybpc1|Alpk3|Mybpc2|Stac3|Neurl2|Trim63,-10,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0042692,muscle cell differentiation,19_GO:0032502 developmental process,-12,5.2,10,17423,320,291,28,9.6,1.7,11443|11459|11472|11537|12224|14200|16669|17929|17930|18175|20190|20474|21393|21916|21956|21957|24052|24131|50876|68760|68794|93689|109272|116904|233199|237611|415115|433766,Chrnb1|Acta1|Actn2|Cfd|Klf5|Fhl2|Krt19|Myom1|Myom2|Nrap|Ryr1|Six4|Tcap|Tmod1|Tnnt2|Tnnt3|Sgcd|Ldb3|Tmod2|Synpo2l|Flnc|Lmod1|Mybpc1|Alpk3|Mybpc2|Stac3|Neurl2|Trim63,-9.3,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0006941,striated muscle contraction,19_GO:0032501 multicellular organismal process,-12,7.6,11,17423,157,291,20,6.9,1.5,11443|11847|17189|17885|17897|17901|18125|20190|21393|21924|21925|21953|21956|21957|24052|56012|57442|109272|140781|237611,Chrnb1|Arg2|Mb|Myh8|Myl3|Myl1|Nos1|Ryr1|Tcap|Tnnc1|Tnnc2|Tnni2|Tnnt2|Tnnt3|Sgcd|Pgam2|Kcne3|Mybpc1|Myh7|Stac3,-9,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0097435,supramolecular fiber organization,19_GO:0009987 cellular process,-11,3.8,8.6,17423,536,291,34,12,1.9,11459|11472|12797|14580|16663|16669|17929|17930|18175|18772|20474|21393|21916|21956|21957|22351|23969|24131|50876|53318|54418|57028|67971|68760|68794|76293|78785|93689|99681|109272|233199|241431|380969|415115,Acta1|Actn2|Cnn1|Gfap|Krt13|Krt19|Myom1|Myom2|Nrap|Pkp1|Six4|Tcap|Tmod1|Tnnt2|Tnnt3|Vill|Pacsin1|Ldb3|Tmod2|Pdlim3|Fmn2|Pdxp|Tppp3|Synpo2l|Flnc|Mfap4|Clip4|Lmod1|Tchh|Mybpc1|Mybpc2|Xirp2|Nckap5l|Neurl2,-8.1,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0003009,skeletal muscle contraction,19_GO:0032501 multicellular organismal process,-10,18,13,17423,33,291,10,3.4,1.1,11443|17189|17885|21393|21924|21925|21953|21957|140781|237611,Chrnb1|Mb|Myh8|Tcap|Tnnc1|Tnnc2|Tnni2|Tnnt3|Myh7|Stac3,-7.6,FLT_cluster_13_muscle_contractile
KEGG Pathway,24,mmu04814,Motor proteins - Mus musculus (house mouse),,-10,6.5,9.6,17423,174,291,19,6.5,1.4,11459|11468|16560|17879|17882|17884|17885|17897|17901|17907|21924|21925|21953|21956|21957|140781|213575|216459|242253,Acta1|Actg2|Kif1a|Myh1|Myh2|Myh4|Myh8|Myl3|Myl1|Mylpf|Tnnc1|Tnnc2|Tnni2|Tnnt2|Tnnt3|Myh7|Dync2li1|Myl6b|Dnai3,-7.5,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0030036,actin cytoskeleton organization,19_GO:0009987 cellular process,-9.7,3.7,8.1,17423,517,291,32,11,1.8,11459|11472|12775|12797|14201|16669|17929|17930|18175|20377|20474|21393|21916|21956|21957|22351|23969|24131|50876|53318|54418|57028|68760|68794|93689|109042|109272|223513|233199|241431|276829|415115,Acta1|Actn2|Ccr7|Cnn1|Fhl3|Krt19|Myom1|Myom2|Nrap|Sfrp1|Six4|Tcap|Tmod1|Tnnt2|Tnnt3|Vill|Pacsin1|Ldb3|Tmod2|Pdlim3|Fmn2|Pdxp|Synpo2l|Flnc|Lmod1|Cavin3|Mybpc1|Abra|Mybpc2|Xirp2|Smtnl2|Neurl2,-7.3,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0030049,muscle filament sliding,19_GO:0032501 multicellular organismal process,-9.6,35,15,17423,12,291,7,2.4,0.9,17885|17897|17901|21924|21956|140781|216459,Myh8|Myl3|Myl1|Tnnc1|Tnnt2|Myh7|Myl6b,-7.2,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0033275,actin-myosin filament sliding,19_GO:0009987 cellular process,-9,30,14,17423,14,291,7,2.4,0.9,17885|17897|17901|21924|21956|140781|216459,Myh8|Myl3|Myl1|Tnnc1|Tnnt2|Myh7|Myl6b,-6.6,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0050881,musculoskeletal movement,19_GO:0032501 multicellular organismal process,-8.3,12,10,17423,48,291,10,3.4,1.1,11443|17189|17885|21393|21924|21925|21953|21957|140781|237611,Chrnb1|Mb|Myh8|Tcap|Tnnc1|Tnnc2|Tnni2|Tnnt3|Myh7|Stac3,-6,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0050879,multicellular organismal movement,19_GO:0032501 multicellular organismal process,-7.8,11,9.8,17423,53,291,10,3.4,1.1,11443|17189|17885|21393|21924|21925|21953|21957|140781|237611,Chrnb1|Mb|Myh8|Tcap|Tnnc1|Tnnc2|Tnni2|Tnnt3|Myh7|Stac3,-5.5,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0060537,muscle tissue development,19_GO:0032502 developmental process,-7.5,3.8,7.1,17423,382,291,24,8.2,1.6,11459|11472|12224|14200|16147|17897|17907|17929|17930|18175|20190|20474|21393|21924|21956|24052|24053|56312|56642|116904|140781|216459|237611|241431,Acta1|Actn2|Klf5|Fhl2|Ihh|Myl3|Mylpf|Myom1|Myom2|Nrap|Ryr1|Six4|Tcap|Tnnc1|Tnnt2|Sgcd|Sgcg|Nupr1|Ankrd2|Alpk3|Myh7|Myl6b|Stac3|Xirp2,-5.3,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0014706,striated muscle tissue development,19_GO:0032502 developmental process,-7.4,3.9,7.1,17423,357,291,23,7.9,1.6,11459|11472|12224|14200|17897|17907|17929|17930|18175|20190|20474|21393|21924|21956|24052|24053|56312|56642|116904|140781|216459|237611|241431,Acta1|Actn2|Klf5|Fhl2|Myl3|Mylpf|Myom1|Myom2|Nrap|Ryr1|Six4|Tcap|Tnnc1|Tnnt2|Sgcd|Sgcg|Nupr1|Ankrd2|Alpk3|Myh7|Myl6b|Stac3|Xirp2,-5.2,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0090257,regulation of muscle system process,19_GO:0032501 multicellular organismal process,-7.4,4.4,7.3,17423,275,291,20,6.9,1.5,11847|11937|12295|16600|17897|20190|21924|21925|21956|21957|30937|66402|70008|76469|78688|110893|140781|238161|271639|433766,Arg2|Atp2a1|Cacnb1|Klf4|Myl3|Ryr1|Tnnc1|Tnnc2|Tnnt2|Tnnt3|Lmcd1|Sln|Ace2|Cmya5|Nol3|Slc8a3|Myh7|Akap6|Adcy10|Trim63,-5.1,FLT_cluster_13_muscle_contractile
KEGG Pathway,24,mmu05414,Dilated cardiomyopathy - Mus musculus (house mouse),,-7,7.2,8.1,17423,100,291,12,4.1,1.2,11937|12295|13527|17897|18125|21924|21956|24052|24053|110893|140781|210044,Atp2a1|Cacnb1|Dtna|Myl3|Nos1|Tnnc1|Tnnt2|Sgcd|Sgcg|Slc8a3|Myh7|Adcy2,-4.8,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0070252,actin-mediated cell contraction,19_GO:0009987 cellular process,-6.7,8.7,8.3,17423,69,291,10,3.4,1.1,14726|17885|17897|17901|21924|21956|24052|57442|140781|216459,Pdpn|Myh8|Myl3|Myl1|Tnnc1|Tnnt2|Sgcd|Kcne3|Myh7|Myl6b,-4.5,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0060047,heart contraction,19_GO:0032501 multicellular organismal process,-6.4,7.2,7.7,17423,92,291,11,3.8,1.1,17897|17901|21393|21924|21953|21956|24052|24053|57442|109272|140781,Myl3|Myl1|Tcap|Tnnc1|Tnni2|Tnnt2|Sgcd|Sgcg|Kcne3|Mybpc1|Myh7,-4.3,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0060048,cardiac muscle contraction,19_GO:0032501 multicellular organismal process,-6.3,8,7.9,17423,75,291,10,3.4,1.1,17897|17901|21393|21924|21953|21956|24052|57442|109272|140781,Myl3|Myl1|Tcap|Tnnc1|Tnni2|Tnnt2|Sgcd|Kcne3|Mybpc1|Myh7,-4.2,FLT_cluster_13_muscle_contractile
KEGG Pathway,24,mmu05410,Hypertrophic cardiomyopathy - Mus musculus (house mouse),,-6.3,6.9,7.6,17423,95,291,11,3.8,1.1,11937|12295|13527|17897|18125|21924|21956|24052|24053|110893|140781,Atp2a1|Cacnb1|Dtna|Myl3|Nos1|Tnnc1|Tnnt2|Sgcd|Sgcg|Slc8a3|Myh7,-4.2,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0140694,membraneless organelle assembly,19_GO:0009987 cellular process,-6.1,3.5,6.2,17423,360,291,21,7.2,1.5,11459|11472|16669|17929|17930|18175|20474|21393|21916|21956|21957|24131|50876|68760|68794|93689|107995|109272|233199|415115|432995,Acta1|Actn2|Krt19|Myom1|Myom2|Nrap|Six4|Tcap|Tmod1|Tnnt2|Tnnt3|Ldb3|Tmod2|Synpo2l|Flnc|Lmod1|Cdc20|Mybpc1|Mybpc2|Neurl2|Smim22,-4.1,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0003015,heart process,19_GO:0032501 multicellular organismal process,-6,6.5,7.2,17423,102,291,11,3.8,1.1,17897|17901|21393|21924|21953|21956|24052|24053|57442|109272|140781,Myl3|Myl1|Tcap|Tnnc1|Tnni2|Tnnt2|Sgcd|Sgcg|Kcne3|Mybpc1|Myh7,-3.9,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0006937,regulation of muscle contraction,19_GO:0032501 multicellular organismal process,-5.9,4.9,6.7,17423,172,291,14,4.8,1.3,11847|11937|12295|17897|20190|21924|21925|21956|21957|70008|110893|140781|238161|271639,Arg2|Atp2a1|Cacnb1|Myl3|Ryr1|Tnnc1|Tnnc2|Tnnt2|Tnnt3|Ace2|Slc8a3|Myh7|Akap6|Adcy10,-3.9,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0030048,actin filament-based movement,19_GO:0009987 cellular process,-5.5,6.4,6.9,17423,93,291,10,3.4,1.1,14726|17885|17897|17901|21924|21956|24052|57442|140781|216459,Pdpn|Myh8|Myl3|Myl1|Tnnc1|Tnnt2|Sgcd|Kcne3|Myh7|Myl6b,-3.5,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0007517,muscle organ development,19_GO:0032502 developmental process,-5.4,3.7,5.9,17423,276,291,17,5.8,1.4,11459|12224|17897|17907|17929|17930|20190|20474|21393|21924|21956|56312|56642|140781|216459|237611|241431,Acta1|Klf5|Myl3|Mylpf|Myom1|Myom2|Ryr1|Six4|Tcap|Tnnc1|Tnnt2|Nupr1|Ankrd2|Myh7|Myl6b|Stac3|Xirp2,-3.4,FLT_cluster_13_muscle_contractile
KEGG Pathway,24,mmu04972,Pancreatic secretion - Mus musculus (house mouse),,-5,5.7,6.3,17423,105,291,10,3.4,1.1,11937|12613|13706|18946|67373|67868|69060|109660|109959|210044,Atp2a1|Cel|Cela2a|Pnliprp1|Prss3b|Cela3b|Pnlip|Ctrl|Amy2a5|Adcy2,-3.1,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0032970,regulation of actin filament-based process,19_GO:0050789 regulation of biological process,-5,3,5.3,17423,394,291,20,6.9,1.5,11472|11937|14726|18125|21916|21924|21956|22351|50876|57028|58804|68760|93689|230824|238161|241431|242253|242553|271639|432995,Actn2|Atp2a1|Pdpn|Nos1|Tmod1|Tnnc1|Tnnt2|Vill|Tmod2|Pdxp|Cdc42ep5|Synpo2l|Lmod1|Grhl3|Akap6|Xirp2|Dnai3|Kank4|Adcy10|Smim22,-3,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:1903115,regulation of actin filament-based movement,19_GO:0050789 regulation of biological process,-4.6,8.1,6.6,17423,52,291,7,2.4,0.9,11937|14726|18125|21924|21956|238161|271639,Atp2a1|Pdpn|Nos1|Tnnc1|Tnnt2|Akap6|Adcy10,-2.8,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0006942,regulation of striated muscle contraction,19_GO:0032501 multicellular organismal process,-4.5,5.6,5.9,17423,97,291,9,3.1,1,11847|11937|17897|21957|70008|110893|140781|238161|271639,Arg2|Atp2a1|Myl3|Tnnt3|Ace2|Slc8a3|Myh7|Akap6|Adcy10,-2.6,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0044057,regulation of system process,19_GO:0032501 multicellular organismal process,-4.4,2.4,4.7,17423,650,291,26,8.9,1.7,11450|11847|11937|12295|16600|16846|17897|18125|20190|21924|21925|21956|21957|30937|57264|57442|66402|67888|70008|76469|78688|110893|140781|238161|271639|433766,Adipoq|Arg2|Atp2a1|Cacnb1|Klf4|Lep|Myl3|Nos1|Ryr1|Tnnc1|Tnnc2|Tnnt2|Tnnt3|Lmcd1|Retn|Kcne3|Sln|Tmem100|Ace2|Cmya5|Nol3|Slc8a3|Myh7|Akap6|Adcy10|Trim63,-2.6,FLT_cluster_13_muscle_contractile
Reactome Gene Sets,6,R-MMU-9913351,Formation of the dystrophin-glycoprotein complex (DGC),,-4.4,12,7.3,17423,24,291,5,1.7,0.76,11459|11468|13527|24052|24053,Acta1|Actg2|Dtna|Sgcd|Sgcg,-2.6,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0051694,pointed-end actin filament capping,19_GO:0048519 negative regulation of biological process,-4.3,36,10,17423,5,291,3,1,0.59,21916|50876|93689,Tmod1|Tmod2|Lmod1,-2.5,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0070296,sarcoplasmic reticulum calcium ion transport,19_GO:0051179 localization,-4.3,18,8.2,17423,13,291,4,1.4,0.68,11937|20190|66402|78688,Atp2a1|Ryr1|Sln|Nol3,-2.5,FLT_cluster_13_muscle_contractile
Reactome Gene Sets,6,R-MMU-8935690,Digestion,,-4.2,17,7.9,17423,14,291,4,1.4,0.68,12613|18946|69060|109959,Cel|Pnliprp1|Pnlip|Amy2a5,-2.4,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0007519,skeletal muscle tissue development,19_GO:0032502 developmental process,-4.1,4.2,5.2,17423,158,291,11,3.8,1.1,11459|12224|17907|17929|17930|20190|20474|56312|56642|216459|237611,Acta1|Klf5|Mylpf|Myom1|Myom2|Ryr1|Six4|Nupr1|Ankrd2|Myl6b|Stac3,-2.3,FLT_cluster_13_muscle_contractile
KEGG Pathway,24,mmu05412,Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse),,-4.1,5.8,5.7,17423,83,291,8,2.7,0.96,11472|11937|12295|13527|18125|24052|24053|110893,Actn2|Atp2a1|Cacnb1|Dtna|Nos1|Sgcd|Sgcg|Slc8a3,-2.3,FLT_cluster_13_muscle_contractile
Reactome Gene Sets,6,R-MMU-192456,Digestion of dietary lipid,,-4.1,30,9.2,17423,6,291,3,1,0.59,12613|18946|69060,Cel|Pnliprp1|Pnlip,-2.3,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0007507,heart development,19_GO:0032502 developmental process,-3.9,2.3,4.4,17423,618,291,24,8.2,1.6,11472|13003|14200|14726|14734|16147|17189|17897|18175|18510|20190|21393|21924|21956|24052|24053|24131|53318|67888|68760|116904|140781|241431|666794,Actn2|Vcan|Fhl2|Pdpn|Gpc3|Ihh|Mb|Myl3|Nrap|Pax8|Ryr1|Tcap|Tnnc1|Tnnt2|Sgcd|Sgcg|Ldb3|Pdlim3|Tmem100|Synpo2l|Alpk3|Myh7|Xirp2|Rbm24,-2.2,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0030834,regulation of actin filament depolymerization,19_GO:0050789 regulation of biological process,-3.9,7.6,5.9,17423,47,291,6,2.1,0.83,11472|21916|22351|50876|57028|93689,Actn2|Tmod1|Vill|Tmod2|Pdxp|Lmod1,-2.1,FLT_cluster_13_muscle_contractile
Reactome Gene Sets,6,R-MMU-5576891,Cardiac conduction,,-3.9,5.3,5.4,17423,90,291,8,2.7,0.96,11937|12295|17178|18125|20190|57442|59095|110893,Atp2a1|Cacnb1|Fxyd3|Nos1|Ryr1|Kcne3|Fxyd6|Slc8a3,-2.1,FLT_cluster_13_muscle_contractile
Reactome Gene Sets,6,R-MMU-5578775,Ion homeostasis,,-3.9,7.5,5.9,17423,48,291,6,2.1,0.83,11937|17178|18125|20190|59095|110893,Atp2a1|Fxyd3|Nos1|Ryr1|Fxyd6|Slc8a3,-2.1,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0043502,regulation of muscle adaptation,19_GO:0032501 multicellular organismal process,-3.8,4.6,5.1,17423,116,291,9,3.1,1,16600|21924|30937|76469|78688|140781|238161|271639|433766,Klf4|Tnnc1|Lmcd1|Cmya5|Nol3|Myh7|Akap6|Adcy10|Trim63,-2.1,FLT_cluster_13_muscle_contractile
Reactome Gene Sets,6,R-MMU-8963743,Digestion and absorption,,-3.8,14,7,17423,17,291,4,1.4,0.68,12613|18946|69060|109959,Cel|Pnliprp1|Pnlip|Amy2a5,-2.1,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0050905,neuromuscular process,19_GO:0032501 multicellular organismal process,-3.8,3.6,4.8,17423,202,291,12,4.1,1.2,11443|16498|17189|17885|21393|21924|21925|21953|21957|56847|140781|237611,Chrnb1|Kcnab2|Mb|Myh8|Tcap|Tnnc1|Tnnc2|Tnni2|Tnnt3|Aldh1a3|Myh7|Stac3,-2.1,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0060538,skeletal muscle organ development,19_GO:0032502 developmental process,-3.8,3.8,4.8,17423,173,291,11,3.8,1.1,11459|12224|17907|17929|17930|20190|20474|56312|56642|216459|237611,Acta1|Klf5|Mylpf|Myom1|Myom2|Ryr1|Six4|Nupr1|Ankrd2|Myl6b|Stac3,-2,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0007015,actin filament organization,19_GO:0009987 cellular process,-3.7,3.1,4.5,17423,271,291,14,4.8,1.3,11459|12797|18175|21393|21916|21956|22351|23969|50876|53318|54418|57028|93689|241431,Acta1|Cnn1|Nrap|Tcap|Tmod1|Tnnt2|Vill|Pacsin1|Tmod2|Pdlim3|Fmn2|Pdxp|Lmod1|Xirp2,-2,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0048738,cardiac muscle tissue development,19_GO:0032502 developmental process,-3.6,3.4,4.6,17423,211,291,12,4.1,1.2,11472|14200|17897|18175|21393|21924|21956|24052|24053|116904|140781|241431,Actn2|Fhl2|Myl3|Nrap|Tcap|Tnnc1|Tnnt2|Sgcd|Sgcg|Alpk3|Myh7|Xirp2,-1.9,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0014850,response to muscle activity,19_GO:0050896 response to stimulus,-3.6,8.8,5.9,17423,34,291,5,1.7,0.76,17189|17882|17884|74183|384061,Mb|Myh2|Myh4|Perm1|Fndc5,-1.9,FLT_cluster_13_muscle_contractile
CORUM,33,CORUM:349,Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex,,-3.6,22,7.9,17423,8,291,3,1,0.59,13527|24052|24053,Dtna|Sgcd|Sgcg,-1.9,FLT_cluster_13_muscle_contractile
KEGG Pathway,24,mmu04974,Protein digestion and absorption - Mus musculus (house mouse),,-3.5,4.7,4.9,17423,101,291,8,2.7,0.96,12821|13706|57442|67373|67868|70008|109660|110893,Col17a1|Cela2a|Kcne3|Prss3b|Cela3b|Ace2|Ctrl|Slc8a3,-1.8,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0002407,dendritic cell chemotaxis,19_GO:0040011 locomotion,-3.4,20,7.4,17423,9,291,3,1,0.59,12775|24047|98365,Ccr7|Ccl19|Slamf9,-1.8,FLT_cluster_13_muscle_contractile
KEGG Pathway,24,mmu04260,Cardiac muscle contraction - Mus musculus (house mouse),,-3.4,5.2,4.9,17423,81,291,7,2.4,0.9,11937|12295|17897|21924|21956|110893|140781,Atp2a1|Cacnb1|Myl3|Tnnc1|Tnnt2|Slc8a3|Myh7,-1.7,FLT_cluster_13_muscle_contractile
KEGG Pathway,24,mmu05416,Viral myocarditis - Mus musculus (house mouse),,-3.4,5.2,4.9,17423,81,291,7,2.4,0.9,13527|18125|24052|24053|140781|630294|667977,Dtna|Nos1|Sgcd|Sgcg|Myh7|H2-T25|H2-T26,-1.7,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0045988,negative regulation of striated muscle contraction,19_GO:0048519 negative regulation of biological process,-3.3,18,7,17423,10,291,3,1,0.59,11847|11937|271639,Arg2|Atp2a1|Adcy10,-1.7,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:1902307,positive regulation of sodium ion transmembrane transport,19_GO:0051179 localization,-3.3,10,5.9,17423,23,291,4,1.4,0.68,17178|18125|59095|75607,Fxyd3|Nos1|Fxyd6|Wnk2,-1.6,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0043462,regulation of ATP-dependent activity,19_GO:0065007 biological regulation,-3.2,7.1,5.2,17423,42,291,5,1.7,0.76,11937|21924|21956|21957|66402,Atp2a1|Tnnc1|Tnnt2|Tnnt3|Sln,-1.6,FLT_cluster_13_muscle_contractile
GO Biological Processes,19,GO:0071872,cellular response to epinephrine stimulus,19_GO:0050896 response to stimulus,-3.2,16,6.6,17423,11,291,3,1,0.59,11450|18125|238161,Adipoq|Nos1|Akap6,-1.5,FLT_cluster_13_muscle_contractile
