tissue	method	accession	term	effect	project
thymus	expimap	OSD-244	R-MMU-8953854_METABOLISM_OF_RNA	-0.2306170789473685	RR-6
thymus	expimap	OSD-244	R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	0.37960389210526313	RR-6
thymus	expimap	OSD-244	R-MMU-8957275_POST_TRANSLATIONAL_PROTEIN_PHOSPHORYLATION	0.35255263157894734	RR-6
thymus	expimap	OSD-244	R-MMU-8957322_METABOLISM_OF_STEROIDS	-0.6559954144736841	RR-6
thymus	expimap	OSD-244	R-MMU-8978868_FATTY_ACID_METABOLISM	-0.07074127052631568	RR-6
thymus	expimap	OSD-244	R-MMU-8980692_RHOA_GTPASE_CYCLE	-0.47931773884210527	RR-6
thymus	expimap	OSD-244	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	0.4236185816842104	RR-6
thymus	expimap	OSD-244	R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	-0.10050280052631566	RR-6
thymus	expimap	OSD-244	R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	0.2472685499999998	RR-6
thymus	expimap	OSD-244	R-MMU-9006936_SIGNALING_BY_TGFB_FAMILY_MEMBERS	0.0030727222886315787	RR-6
thymus	expimap	OSD-244	R-MMU-9007101_RAB_REGULATION_OF_TRAFFICKING	0.1865962040526316	RR-6
thymus	expimap	OSD-244	R-MMU-9009391_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	0.011892361459999999	RR-6
thymus	expimap	OSD-244	R-MMU-9012999_RHO_GTPASE_CYCLE	-0.6340897759473685	RR-6
thymus	expimap	OSD-244	R-MMU-9013026_RHOB_GTPASE_CYCLE	0.030632458273684215	RR-6
thymus	expimap	OSD-244	R-MMU-9013106_RHOC_GTPASE_CYCLE	0.004063133464736841	RR-6
thymus	expimap	OSD-244	R-MMU-9013148_CDC42_GTPASE_CYCLE	0.008040647524210527	RR-6
thymus	expimap	OSD-244	R-MMU-9013149_RAC1_GTPASE_CYCLE	-0.09987847284210516	RR-6
thymus	expimap	OSD-244	R-MMU-9013404_RAC2_GTPASE_CYCLE	-0.011685983075263157	RR-6
thymus	expimap	OSD-244	R-MMU-9013406_RHOQ_GTPASE_CYCLE	0.006490583361473689	RR-6
thymus	expimap	OSD-244	R-MMU-9013423_RAC3_GTPASE_CYCLE	-0.009422891763157894	RR-6
thymus	expimap	OSD-244	R-MMU-913531_INTERFERON_SIGNALING	0.0044618769473684095	RR-6
thymus	expimap	OSD-244	R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.012394484289473692	RR-6
thymus	expimap	OSD-244	R-MMU-937061_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	-0.009149532676842103	RR-6
thymus	expimap	OSD-244	R-MMU-9612973_AUTOPHAGY	-0.0783227007368421	RR-6
thymus	expimap	OSD-244	R-MMU-9648025_EML4_AND_NUDC_IN_MITOTIC_SPINDLE_FORMATION	0.005220695859473686	RR-6
thymus	expimap	OSD-244	R-MMU-9670095_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	0.002603315644736842	RR-6
thymus	expimap	OSD-244	R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	0.09508232578947395	RR-6
thymus	expimap	OSD-244	R-MMU-9696270_RND2_GTPASE_CYCLE	0.002155486968657895	RR-6
thymus	expimap	OSD-244	R-MMU-9696273_RND1_GTPASE_CYCLE	0.006334200578947369	RR-6
thymus	expimap	OSD-244	R-MMU-9709957_SENSORY_PERCEPTION	-0.13847868584736844	RR-6
thymus	expimap	OSD-244	R-MMU-9711123_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	-0.03422818444	RR-6
thymus	expimap	OSD-244	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	-0.06605565906315794	RR-6
thymus	expimap	OSD-244	R-MMU-9748784_DRUG_ADME	0.263443295789474	RR-6
thymus	expimap	OSD-244	R-MMU-975138_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	-0.007105495347368419	RR-6
thymus	expimap	OSD-244	R-MMU-975155_MYD88_DEPENDENT_CASCADE_INITIATED_ON_ENDOSOME	0.0032541492057894727	RR-6
thymus	expimap	OSD-244	R-MMU-975871_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.0008452545078947364	RR-6
thymus	expimap	OSD-244	R-MMU-9759476_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	0.010653967726894737	RR-6
thymus	expimap	OSD-244	R-MMU-9764265_REGULATION_OF_CDH1_EXPRESSION_AND_FUNCTION	0.009498341478947368	RR-6
thymus	expimap	OSD-244	R-MMU-9764274_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_I_CLASSICAL_CADHERINS	-0.01221357221052631	RR-6
thymus	expimap	OSD-244	R-MMU-9764560_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	-0.016604524568421052	RR-6
thymus	expimap	OSD-244	R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.04667483321052629	RR-6
thymus	expimap	OSD-244	R-MMU-9769739_REGULATION_OF_CLOTTING_CASCADE	0.23796522431578926	RR-6
thymus	expimap	OSD-244	R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	0.8488910578947366	RR-6
thymus	expimap	OSD-244	R-MMU-9818564_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	0.0029588671047368446	RR-6
thymus	expimap	OSD-244	R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	-0.01686729334210524	RR-6
thymus	expimap	OSD-244	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.11504655578947365	RR-6
thymus	expimap	OSD-244	R-MMU-983189_KINESINS	-0.003066964224210526	RR-6
thymus	expimap	OSD-244	R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.1191370405263158	RR-6
thymus	expimap	OSD-244	R-MMU-983695_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	-0.00816650404736842	RR-6
thymus	expimap	OSD-244	R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	-0.04529949419473686	RR-6
thymus	expimap	OSD-244	R-MMU-983712_ION_CHANNEL_TRANSPORT	0.14061648368421042	RR-6
thymus	expimap	OSD-244	R-MMU-9841922_MLL4_AND_MLL3_COMPLEXES_REGULATE_EXPRESSION_OF_PPARG_TARGET_GENES_IN_ADIPOGENESIS_AND_HEPATIC_STEATOSIS	-0.02464475022631579	RR-6
thymus	expimap	OSD-244	R-MMU-9842860_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	0.014555263248947367	RR-6
thymus	expimap	OSD-244	R-MMU-9843940_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	-0.0009186591263157899	RR-6
thymus	expimap	OSD-244	R-MMU-9851695_EPIGENETIC_REGULATION_OF_ADIPOGENESIS_GENES_BY_MLL3_AND_MLL4_COMPLEXES	-0.1888664568947369	RR-6
thymus	expimap	OSD-244	R-MMU-9855142_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI	-0.0031898867255789475	RR-6
thymus	expimap	OSD-244	R-MMU-9860931_RESPONSE_OF_ENDOTHELIAL_CELLS_TO_SHEAR_STRESS	0.002421428732631579	RR-6
thymus	expimap	OSD-244	R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	-0.00940324414736842	RR-6
thymus	expimap	OSD-244	R-MMU-9909649_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION	0.00987469455263158	RR-6
thymus	expimap	OSD-244	R-MMU-9917777_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	-0.0075957258168421055	RR-6
thymus	expimap	OSD-244	R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	0.024363103578947366	RR-6
thymus	expimap	OSD-244	R-MMU-9937848_CHD_CHROMATIN_REMODELERS	-0.007877120589473685	RR-6
thymus	expimap	OSD-244	R-MMU-9937850_NURD_COMPLEX_ASSEMBLY	0.007083579390526316	RR-6
thymus	expimap	OSD-244	R-MMU-9940951_INTERACTION_OF_NURD_COMPLEXES_WITH_TRANSCRIPTION_FACTORS	-0.2209954207894736	RR-6
thymus	expimap	OSD-244	R-MMU-9943965_CHD3_CHD4_CHD5_SUBFAMILY	-0.028218676721052632	RR-6
thymus	expimap	OSD-244	R-MMU-9958825_ACTIVATION_OF_STAT3_BY_CADHERIN_ENGAGEMENT	-0.007737227745473682	RR-6
thymus	expimap	OSD-244	R-MMU-9958863_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS	-0.21981300031578946	RR-6
thymus	expimap	OSD-244	R-MMU-9975921_ASSEMBLY_OF_THE_9_0_PRIMARY_CILIUM	-0.20783148421052577	RR-6
thymus	expimap	OSD-289	R-MMU-109581_APOPTOSIS	-0.31140636666666666	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-109582_HEMOSTASIS	0.5291041666666669	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-110330_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	-0.0036944143499999995	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-110331_CLEAVAGE_OF_THE_DAMAGED_PURINE	0.0010936278825833335	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-111885_OPIOID_SIGNALLING	-0.004751524398333335	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-112314_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	-0.5032552425083333	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-112315_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.10684657583333335	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-112316_NEURONAL_SYSTEM	0.38837206666666635	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-114608_PLATELET_DEGRANULATION	0.07153904250000001	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1169410_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES	0.4616054946416668	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1236975_ANTIGEN_PROCESSING_CROSS_PRESENTATION	-0.030646434983333335	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	-0.19809317971666668	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	0.3043322416666663	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.3948355333333333	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	-0.27819101666666657	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1296071_POTASSIUM_CHANNELS	-0.39053822466666666	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-141424_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES	0.016343123983333332	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-141444_AMPLIFICATION_OF_SIGNAL_FROM_UNATTACHED_KINETOCHORES_VIA_A_MAD2_INHIBITORY_SIGNAL	-0.005508847916666669	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1428517_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.39313448233333337	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1430728_METABOLISM	0.6529755416666663	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1433557_SIGNALING_BY_SCF_KIT	0.03950915741666666	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	-0.29035112499999993	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	0.5372096608333334	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1474290_COLLAGEN_FORMATION	-0.3886023125	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1483257_PHOSPHOLIPID_METABOLISM	-0.0695201966666667	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1500931_CELL_CELL_COMMUNICATION	-0.21266974500000002	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1566948_ELASTIC_FIBRE_FORMATION	-0.29151380099999996	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-157118_SIGNALING_BY_NOTCH	0.1589752317266667	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-157579_TELOMERE_MAINTENANCE	-0.4445737269166667	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-157858_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	0.00023894272499999994	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	-0.9311216520416666	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-162582_SIGNAL_TRANSDUCTION	0.5992402750000001	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	-0.1435505574999999	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.20500356666666664	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-1640170_CELL_CYCLE	-0.46534969166666673	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-166016_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	0.009665166500000003	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-166058_MYD88_MAL_TIRAP_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	-0.009772548522499999	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-166166_MYD88_INDEPENDENT_TLR4_CASCADE	0.3647833671666667	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-166520_SIGNALING_BY_NTRKS	-0.003961332366666666	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-166658_COMPLEMENT_CASCADE	0.09803416999999998	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-168138_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	0.36189155950000007	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-168142_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE	-0.010663957133333332	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-168164_TOLL_LIKE_RECEPTOR_3_TLR3_CASCADE	0.010045145741666666	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-168176_TOLL_LIKE_RECEPTOR_5_TLR5_CASCADE	-0.003985904158333332	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-168179_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	0.01026300855	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-168181_TOLL_LIKE_RECEPTOR_7_8_TLR7_8_CASCADE	0.013962914416666663	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-168188_TOLL_LIKE_RECEPTOR_TLR6_TLR2_CASCADE	-0.04484515439166667	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-168249_INNATE_IMMUNE_SYSTEM	0.1412958308333333	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-168256_IMMUNE_SYSTEM	0.5078434166666677	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-168643_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.03222386258333333	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-168898_TOLL_LIKE_RECEPTOR_CASCADES	0.1927553475	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.41056478416666664	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-174824_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	0.120903555	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-177929_SIGNALING_BY_EGFR	-0.10585725066666668	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-181438_TOLL_LIKE_RECEPTOR_2_TLR2_CASCADE	0.013201580175000002	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-193648_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.009101495338333331	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-193704_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.0012474927416666658	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-194138_SIGNALING_BY_VEGF	-0.03227418449999999	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-194315_SIGNALING_BY_RHO_GTPASES	-0.025214258333333017	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-195258_RHO_GTPASE_EFFECTORS	-0.20931639999999999	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-195721_SIGNALING_BY_WNT	-0.17210229916666658	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-196849_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	-0.3969575858333333	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS	-0.285896575	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	-0.3772447633333331	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-199418_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	-0.09544990141666668	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-199977_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	0.0031704264750000003	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-199991_MEMBRANE_TRAFFICKING	-0.21484381666666663	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	-0.3464415795	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2022090_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	-0.12390409999999985	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-202403_TCR_SIGNALING	-0.2528467000000001	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-202427_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	-0.16930822250000002	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.054952333608333334	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2029485_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	-0.06509794972499999	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-204998_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.015485745749999988	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-211859_BIOLOGICAL_OXIDATIONS	0.21042571750000005	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-211945_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	-0.03339376583333331	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-212300_PRC2_METHYLATES_HISTONES_AND_DNA	0.001063209208333334	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	-0.5895946508333334	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.49962341500000007	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2142753_ARACHIDONATE_METABOLISM	-0.013104532499999988	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.2964252555833334	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2168880_SCAVENGING_OF_HEME_FROM_PLASMA	0.055553999166666646	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2172127_DAP12_INTERACTIONS	0.30535687666666667	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2173782_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	0.32472848433333334	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2173789_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.004754667626666665	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2187338_VISUAL_PHOTOTRANSDUCTION	0.07916559749999996	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	-0.4547120916666665	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2299718_CONDENSATION_OF_PROPHASE_CHROMOSOMES	0.03244616025000001	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2454202_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	0.11986450583333336	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2467813_SEPARATION_OF_SISTER_CHROMATIDS	3.912644166666635e-05	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2500257_RESOLUTION_OF_SISTER_CHROMATID_COHESION	0.007732748019166665	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2555396_MITOTIC_METAPHASE_AND_ANAPHASE	-0.100509725	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2559583_CELLULAR_SENESCENCE	-0.02298346750000002	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	-0.9964143999999999	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2565942_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	-0.0009455984916666681	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2672351_STIMULI_SENSING_CHANNELS	0.20025007250000004	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	0.4433184841666669	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-2990846_SUMOYLATION	0.009869169	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-3000171_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	0.20465439166666655	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-3108232_SUMO_E3_LIGASES_SUMOYLATE_TARGET_PROTEINS	0.007923601466666666	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-3214842_HDMS_DEMETHYLATE_HISTONES	0.0007783615166666668	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-3214847_HATS_ACETYLATE_HISTONES	0.03952190825000001	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-3214858_RMTS_METHYLATE_HISTONE_ARGININES	-0.0059432620750000005	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	-1.0215218666666666	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-3700989_TRANSCRIPTIONAL_REGULATION_BY_TP53	0.00040677733333331634	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-372790_SIGNALING_BY_GPCR	0.5396719856666665	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	0.38683834289999997	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-375165_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.006119883345	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	-0.046471040833333366	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-380108_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	-0.23827478833333338	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-380320_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0.0033896548833333338	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.32368302083333333	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	0.4565562666666665	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-383280_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.17522755054166667	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	-0.17087413333333368	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-388841_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	0.09965986916666647	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-389948_CO_INHIBITION_BY_PD_1	0.18336057499999997	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-392499_METABOLISM_OF_PROTEINS	-0.42755531666666613	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-397014_MUSCLE_CONTRACTION	0.5293861333333332	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-416476_G_ALPHA_Q_SIGNALLING_EVENTS	0.05817237666666675	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-416482_G_ALPHA_12_13_SIGNALLING_EVENTS	0.03200608866666664	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-418555_G_ALPHA_S_SIGNALLING_EVENTS	-2.968458333332813e-05	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	0.21666415858333332	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-418990_ADHERENS_JUNCTIONS_INTERACTIONS	0.08763118166666661	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	0.4226509941666666	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-422356_REGULATION_OF_INSULIN_SECRETION	-0.3100950926166667	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-422475_AXON_GUIDANCE	-0.30766687333333337	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-425407_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.4779675449999999	MHU-1, MHU-2
thymus	expimap	OSD-289	R-MMU-4420097_VEGFA_VEGFR2_PATHWAY	0.018501019525000002	MHU-1, MHU-2
