sample	strain	sex	condition	location	project_identifier	h5_accession	z_0	z_1	z_2	z_3	z_4	z_5	z_6	z_7	z_8	z_9	z_10	z_11	z_12	z_13	z_14	z_15	z_16	z_17	z_18	z_19	z_20	z_21	z_22	z_23	z_24	z_25	z_26	z_27	z_28	z_29	z_30	z_31	z_32	z_33	z_34	z_35	z_36	z_37	z_38	z_39	z_40	z_41	z_42	z_43	z_44	z_45	z_46	z_47	z_48	z_49	z_50	z_51	z_52	z_53	z_54	z_55	z_56	z_57	z_58	z_59	z_60	z_61	z_62	z_63
OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep1_F5	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	0.0413	-0.4725	-3.6693	-0.2229	0.775	0.4723	0.5496	0.1342	-0.6994	-0.6726	2.962	-1.2124	2.3603	-3.4868	0.6725	-1.4859	2.0706	3.5112	2.953	-2.5934	-2.593	2.3109	0.9513	0.594	-1.1295	4.453	-0.0025	0.8062	-5.2097	-0.3518	1.4179	0.1551	-1.3491	-0.7875	-0.9041	-2.8813	-1.0427	3.1283	-2.1556	2.053	3.315	-0.0016	-1.1202	0.6733	0.9197	-3.4025	-1.0839	2.2303	1.6916	-1.847	0.5359	-2.1792	3.3105	-0.6715	-0.1696	1.1818	-0.2537	4.8675	-4.7731	-2.924	1.4171	3.8222	0.685	2.9044
OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep2_F8	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	1.7383	-0.4166	-2.4511	-1.1628	-1.2717	0.6568	0.3163	-0.5805	-0.1972	-0.7712	1.9965	-0.5759	0.2367	-1.4497	0.3197	0.5139	1.0747	2.8355	2.5179	-1.2069	-0.422	1.7101	-0.6435	0.0079	1.1701	2.9922	-0.4564	1.0105	-4.0679	-0.3837	0.1973	0.5007	0.1644	0.0484	-1.4232	-1.5639	0.1591	2.4097	-2.1799	2.1369	2.4948	-0.1456	-0.1867	1.5528	1.9082	-2.5272	-0.8367	1.8512	0.8434	-1.2398	-1.3422	-0.5112	3.2458	-1.6923	0.3464	0.9886	-1.1264	2.6073	-4.8518	-2.8715	1.6827	1.6959	0.4987	2.5134
OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep3_F9	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	0.6945	-0.9768	-2.4403	-0.8657	-1.5046	0.419	0.6824	-0.2781	-0.1728	-0.1273	1.833	-0.8721	4.2356	-3.0973	-2.2799	-1.7701	3.84	1.5113	2.3111	-1.705	-4.8848	0.7043	-0.9719	0.5675	0.0622	3.638	-1.6975	1.8802	-5.6396	-0.7493	0.7225	0.1633	-2.5256	0.5626	0.3615	-2.526	-2.5195	1.499	-3.162	1.8004	3.5912	0.0695	0.3281	1.0471	1.9329	-4.0312	1.939	2.7831	2.0351	-2.1262	-0.2056	-1.8981	3.06	-1.9335	-0.078	0.9404	-1.5342	2.1249	-5.3716	-3.2365	-0.2429	3.0881	-0.369	2.7429
OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep4_F10	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	-0.7728	-0.536	-3.5622	0.7918	-2.0849	-0.3758	0.1746	-0.19	-0.1116	0.4883	2.487	0.542	0.5987	-1.664	-0.2677	0.0716	2.8028	2.8975	3.0539	-0.9229	-2.1898	1.3188	1.4195	1.9711	2.7675	2.7525	-1.1489	0.7046	-3.9516	-0.8521	0.2766	-0.2525	-1.905	0.4677	0.7064	-0.9132	-0.546	0.6382	-2.2061	3.5685	2.1913	0.1498	-0.3106	0.8914	0.9725	-2.7757	-0.2145	1.9079	1.818	-2.8792	0.7869	-1.4337	2.3941	0.4339	0.5031	0.2805	-1.392	0.9236	-5.5284	-2.0958	2.4499	1.2062	0.6491	1.1738
OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep5_F7	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	0.8334	-0.5504	-2.7815	-1.3107	0.7768	-0.1759	1.4557	0.2158	-2.6082	-0.6669	1.6678	-0.155	2.6474	-2.955	-0.209	-2.8231	1.0641	1.792	1.6527	-2.2961	-1.9532	1.4565	1.0911	-1.3401	-1.6599	3.6949	-1.2524	1.3204	-3.8795	1.116	0.7411	-0.0675	-1.536	0.3197	-0.8023	-2.356	-1.9732	0.8906	-2.224	1.8366	2.8604	-1.5841	-0.3044	2.647	0.0912	-1.1803	0.0965	1.3825	0.0019	-1.479	2.1742	-1.4916	2.2391	-1.4193	0.0013	0.6409	0.2231	2.6793	-2.2265	-3.1965	2.2285	0.8529	-1.4573	1.4153
OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	1.9635	-2.3479	1.0005	6.6036	-8.5863	-0.017	7.0412	-1.2248	5.7839	2.301	-0.2081	2.6827	-8.2393	7.3884	5.2024	7.8757	-0.3845	-2.074	0.3112	6.2313	3.5356	2.2882	-3.8785	4.4356	5.4353	-5.5802	0.8611	-2.4085	5.5889	-5.4464	-3.2771	-1.4262	13.2841	-4.5209	1.5127	10.5914	4.6479	5.4132	3.1941	-4.4348	-1.7274	6.2929	-3.6112	-7.7647	-1.1014	0.036	-3.0361	-4.0761	2.468	3.9577	-6.2267	5.9813	-5.1923	-0.7166	-2.7027	-2.2803	1.9507	-6.9467	-5.4207	2.8419	-5.9038	-7.0398	1.4546	-3.6303
OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	0.6794	-1.3852	1.0437	8.1388	-8.3344	-3.694	7.6273	-1.4968	5.8499	-0.3504	0.0462	3.5581	-8.7888	7.0227	5.8199	7.2778	0.9452	-2.3371	0.6808	4.8155	4.8676	-1.2108	1.0817	2.3027	1.3813	-4.6763	-1.9156	-4.3679	6.8103	-6.1603	-2.127	-3.7166	10.5169	3.118	0.8999	10.6529	3.0937	5.0246	2.34	-4.6505	-1.7257	6.9991	-3.387	-5.3485	-0.6411	2.7002	-4.3573	-3.0077	3.487	2.5088	-5.4576	6.2369	-4.828	3.6827	-3.9417	-1.2419	3.2394	-7.9521	-5.3382	2.3917	-7.7096	-4.1899	2.0433	-5.4254
OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep8_F3	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	-0.94	-2.5508	1.402	8.538	-6.5067	-5.6804	7.7809	-1.8122	5.3545	-0.2958	-1.2324	3.3633	-8.9189	8.4372	6.1303	6.6341	0.0903	1.3415	1.0505	5.195	3.6359	1.9048	-0.8533	3.5387	3.1878	-7.2887	-0.6215	-5.1043	5.634	-6.4552	-2.6641	-3.3828	9.9701	-1.5548	3.055	11.0204	4.3558	3.873	3.283	-3.7673	-0.1467	7.1402	-3.7213	-5.897	-0.8219	-0.3429	-4.4543	-3.0165	3.2938	2.6597	-5.7833	6.6907	-3.2394	3.184	-4.2799	0.0509	1.9503	-8.1207	-4.6985	2.8125	-6.6269	-3.5731	3.6281	-2.3437
OSD-245_Mmus_C57-6T_LVR_FLT_ISS-T_Rep9_F4	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	1.853	-2.4814	1.5191	6.603	-6.8392	1.6963	6.0391	-1.1363	5.6065	0.0665	3.5055	3.2182	-7.849	7.4483	5.2658	5.5641	0.0204	0.2337	1.0636	2.8359	5.4814	-1.1711	-1.6982	3.8252	3.0177	-5.2739	-1.926	-4.338	6.1628	-4.5321	-3.187	-2.89	7.8306	0.7372	1.4349	10.0112	1.4328	3.9743	2.8733	-3.9541	-1.6501	6.1487	-3.2158	-4.3561	-1.5289	0.8095	-3.9519	-4.9604	2.0007	2.778	-5.9457	4.6755	-3.8245	1.2049	-0.0553	-1.3901	0.7014	-7.0882	-5.073	3.0829	-7.2136	-3.5476	2.6495	-1.3197
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	0.9157	-3.1629	1.6066	8.9196	-9.1534	-1.0116	7.0528	-1.5953	6.6704	1.2166	-1.4718	2.6295	-9.0285	7.2418	6.3676	8.346	1.8027	-3.0294	0.6045	5.7557	3.7009	-1.4752	-3.1494	3.4882	0.6195	-2.0664	4.7216	-3.9631	5.9462	-5.1916	-1.6469	-2.7174	11.2924	-2.0328	1.4329	12.9136	5.3224	3.5727	3.7164	-4.5849	-1.0038	7.2678	-3.6562	-6.3137	-0.8165	1.8778	-3.432	-5.5747	2.8423	3.5556	-6.0834	6.6233	-7.658	0.8747	-5.7714	-1.6574	1.8501	-9.1815	-7.0749	2.4611	-7.7136	-4.3382	7.3943	-1.7042
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep1_F1	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	0.0363	-2.1737	-4.8869	0.2346	-1.5212	0.2411	1.5064	-0.5845	2.2325	1.1407	4.492	-0.5729	3.9015	-2.9618	-0.2048	-2.0307	0.5511	6.017	2.6123	-2.4174	-2.5333	2.7828	1.054	0.1488	1.2329	4.9443	-1.339	0.0817	-5.5961	-0.682	1.0656	0.2452	-1.632	1.5857	0.0187	-2.5819	-0.1477	2.7526	-2.3104	3.1084	4.1759	0.0036	0.1289	0.9336	0.6861	-3.9445	0.2774	3.163	2.8993	-0.021	-2.0441	-1.1966	3.9445	-1.336	-1.4338	0.9219	-0.1474	3.0377	-6.3966	-5.1107	4.58	3.8392	1.1611	3.3343
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep2_F2	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	0.6917	-2.1498	-4.7584	0.9243	-1.9991	0.179	2.0976	-1.1697	2.0281	-2.1636	4.3848	0.5717	1.8583	-2.672	2.2184	-1.8974	3.3398	4.3095	2.02	-0.9465	-1.5425	3.5428	1.8833	2.5468	-0.7495	4.5145	-1.654	1.0006	-5.3697	-0.0504	1.2174	0.0867	-3.8954	0.1528	-0.7062	-2.5049	-0.8459	3.3896	-2.2222	2.8918	4.9135	0.5066	-0.0412	0.4558	0.1131	-4.381	-1.6681	1.3758	3.319	-0.9086	-0.3013	-1.4574	3.0479	-1.1416	0.3036	1.1656	-0.8519	2.4687	-7.015	-4.5957	0.4034	2.7313	1.0367	3.7896
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	1.3846	-1.9706	-5.5107	0.0784	-0.6058	0.4281	1.2443	-1.1394	0.152	-0.5647	5.2049	-0.88	2.4825	-3.4406	1.5056	-0.2545	3.4729	5.8326	3.0791	-2.2065	-3.4073	3.5451	2.2581	0.0337	0.8513	4.6901	-1.1719	0.0951	-5.3529	-0.3426	0.9382	0.946	-2.7329	1.9264	-1.689	-2.0952	-0.0096	1.5403	-2.7318	4.8978	5.8019	0.1044	1.4128	-0.642	-0.3174	-4.8393	-0.9685	3.0978	3.2601	-2.6218	-0.9427	-0.2659	2.0751	0.0417	-0.6064	2.2111	-1.4106	2.6326	-7.1595	-4.7744	3.6306	1.2435	0.6987	3.3503
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep4_F6	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	0.8638	-1.2169	-5.0032	-0.8126	-0.7175	0.9773	1.8616	-0.7699	0.2928	-0.7581	4.3801	0.3654	3.5754	-3.9781	-1.1424	-2.9322	3.0064	3.0982	2.2811	-2.2036	-3.047	2.5423	1.7467	0.6366	0.3017	5.0101	-3.4196	1.0957	-5.8734	-0.3837	1.9488	0.5457	-1.9084	0.432	-0.4688	-2.8429	-1.3645	2.6927	-2.1544	3.8023	4.498	-0.3498	-0.9552	0.4742	-0.411	-4.2571	-3.2162	3.3805	2.2572	-1.4192	-0.9871	-2.6536	3.7755	-1.8208	0.1983	0.6949	-1.3208	4.4089	-7.7211	-4.4327	1.8925	2.4785	0.047	2.3403
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep5_F7	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	0.0433	-2.2094	-5.0318	-0.4815	-0.9725	0.1825	-0.2721	-0.9302	-0.6338	1.2379	3.7673	0.1704	1.0971	-3.0648	0.9619	-0.4474	3.4725	3.9946	3.1573	-2.4154	-2.84	3.2905	2.2903	-0.1664	0.2067	5.2383	-0.5978	1.1983	-4.5343	-0.7469	0.376	0.0334	-2.2577	1.2759	-3.4584	-2.2314	-1.1039	3.3818	-2.367	2.8482	4.7658	-1.1047	3.1562	1.3913	0.9114	-5.0247	-2.0773	2.2564	4.2046	-1.4335	0.998	-0.5548	2.8779	-0.9714	-0.4873	2.2385	-0.278	5.0538	-6.3798	-4.4565	3.0474	2.8516	0.7401	2.1661
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep6_F10	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	1.1149	-3.6639	-5.9341	-0.4352	0.0033	1.4385	0.9719	-0.8161	1.1681	1.2741	5.1977	-0.1325	3.4659	-3.3405	-2.4084	-1.467	2.5914	5.421	3.1401	-3.2439	-4.227	3.3916	0.4475	2.1432	0.3349	5.9273	-1.213	0.3353	-5.1527	-0.112	1.4494	0.4608	-2.6521	0.3904	-1.0607	-2.6453	0.3568	3.5464	-3.1747	4.3739	3.3048	0.1907	2.3231	1.1525	1.2736	-3.3686	-1.1137	5.3181	1.9727	-2.6164	-0.0268	-1.2877	3.0015	-0.9508	0.6828	1.3074	-1.7872	4.7026	-7.8704	-4.4282	4.8086	3.2659	1.1103	3.4821
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep7_F8	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	-0.3333	-1.8331	-4.2801	-1.0484	0.9403	-0.2282	-1.0185	-0.7076	-1.0027	-0.8159	4.1415	2.4895	3.1941	-3.8565	1.3143	-2.7891	3.345	5.2213	2.7283	-2.5683	-1.3714	4.1705	2.7673	-1.4198	-0.7686	5.4162	0.0466	-0.5373	-4.5425	0.4752	0.1881	0.0606	-2.5637	0.4832	-1.4306	-4.2731	0.5335	1.2669	-1.973	4.4897	3.4951	-1.1262	0.2601	1.4672	1.9368	-1.4842	-1.9192	2.9612	2.8632	-3.4039	4.6672	-2.5874	4.2817	0.256	2.2654	1.8457	-1.1252	4.0414	-3.8728	-3.9506	2.8572	2.948	-0.4157	3.3775
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep8_F9	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	-1.3553	-3.5394	-5.3778	-0.1053	-1.3779	0.2567	1.5877	-0.9487	1.1607	-0.0288	4.1138	1.3503	1.0149	-2.2911	-0.1093	-1.3144	2.2307	5.9221	2.3792	-1.5936	-3.9341	3.7105	2.062	-0.2477	1.1428	5.9267	-1.1658	0.3024	-4.6483	0.0516	0.4038	0.1228	-0.3843	0.5218	-3.2505	-1.778	0.2657	2.3647	-2.1719	4.7735	6.031	0.0519	1.0777	0.9557	0.8569	-2.8774	-3.4536	2.9307	4.0471	-0.2138	0.7472	-1.5731	1.9603	0.672	2.9217	1.0321	0.4679	2.3736	-7.5011	-5.0165	1.1765	0.8968	2.0498	2.4329
OSD-245_Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4	C57BL/6NTac	Female	FLT	FLT	RR-6	OSD-245	-1.0861	-2.5349	0.6521	9.2501	-7.4358	-3.4329	7.805	-1.9685	6.4177	-1.3464	-3.8626	1.1526	-8.0797	7.204	7.1449	9.6784	0.0793	-1.2664	0.8962	4.7859	3.4989	0.7694	-2.606	4.9066	2.83	-0.0279	1.4162	-3.6302	3.5733	-5.563	-4.7375	-4.0241	7.4035	-4.8776	1.8074	11.5526	3.283	4.3027	2.9547	-3.378	0.1267	4.5644	-3.6316	-7.4325	1.027	1.1764	-5.282	-4.261	3.1865	3.0846	-8.2763	6.104	-5.1345	0.4791	-5.4179	-0.9364	1.3086	-8.1968	-7.7712	0.8979	-6.6741	-6.2483	4.6915	-3.9983
OSD-463_RR23_LVR_FLT_F1	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	5.7973	-4.7335	-4.4998	-0.3775	3.4904	-0.1485	5.0116	-2.5978	5.7662	8.2653	4.6043	1.4558	0.5635	3.012	9.0282	8.2895	-6.3628	2.4812	0.1906	2.5741	-3.268	5.5866	5.6621	-0.6955	-2.9028	-7.8873	4.2928	4.5791	6.6454	2.7263	0.7675	4.6211	6.3478	2.4406	-5.6125	3.7597	4.1415	-0.398	5.6313	2.7868	3.5343	1.1811	6.6661	-7.9232	-6.152	0.9823	-6.6383	-6.9769	6.9301	4.4232	1.6455	7.9455	-3.81	5.6598	-4.3667	2.9861	6.8481	-0.6243	-7.6103	-2.7321	-2.689	-4.2631	7.0447	-3.5036
OSD-463_RR23_LVR_FLT_F2	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	6.1646	-4.7689	-5.37	-2.1748	5.5041	3.7734	4.3673	-4.3194	8.2911	8.8137	7.5868	0.5916	1.8873	2.7939	8.6075	7.1926	-7.3494	5.2722	4.9168	0.6624	-3.5943	6.4458	7.0103	-0.8262	-3.5471	-5.8096	4.6558	3.7556	6.4907	5.9356	0.457	3.8802	5.198	4.0332	-7.3284	2.5245	4.2591	-1.2995	7.4226	3.2372	3.6623	0.2289	5.4837	-8.184	-7.8983	2.6461	-7.3001	-6.3916	7.6836	7.6078	2.9949	7.9141	-3.1666	7.3821	-1.9148	2.1446	6.9394	-0.3495	-6.2628	-3.7788	0.6166	-5.2685	5.7603	-3.1325
OSD-463_RR23_LVR_FLT_F3	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	7.2227	-4.8615	-4.4672	-2.9177	4.5016	3.0904	4.5425	-2.0178	5.7989	7.1044	5.8469	-0.199	0.8386	2.7527	9.3985	7.4585	-7.2347	5.3228	2.1725	0.811	-2.8678	6.8219	5.7719	-1.2679	-2.5447	-7.2627	6.0165	3.5455	8.0207	5.1287	-0.1886	4.0905	5.6841	2.8561	-5.5074	2.5769	4.7995	-2.7696	4.9038	3.2472	3.863	1.5951	7.0297	-7.1058	-7.5113	5.3572	-6.6243	-7.1798	7.3752	4.8669	2.1795	10.0341	-3.5152	7.2769	-1.2456	2.4105	7.7797	0.1512	-5.372	-1.1058	0.9305	-5.0424	4.9834	-2.6442
OSD-463_RR23_LVR_FLT_F4	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	6.0661	-5.5731	-4.4624	-3.0041	4.4199	7.7129	3.8391	-5.0966	7.0169	8.8436	5.29	-0.9295	1.3572	4.2248	12.0691	8.6621	-7.3959	4.9001	7.7777	-1.5503	-5.4853	7.5723	7.4394	-0.0546	-2.2825	-8.4748	5.3439	4.5621	6.8095	3.7516	1.2039	4.9775	5.6912	2.9159	-5.9972	4.3252	3.5662	-4.4005	8.0812	2.2357	3.8225	2.3472	6.1703	-8.2278	-6.8813	0.9161	-7.2021	-6.1363	7.6709	8.8636	2.0824	6.2584	-5.0488	7.0859	-3.9461	3.0174	8.2514	-0.4832	-7.6682	-1.8379	-3.2327	-5.1353	8.0402	-4.3373
OSD-463_RR23_LVR_FLT_F5	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	5.5378	-5.7144	-5.1572	-0.8337	2.3342	3.0569	5.169	-4.2534	5.2806	7.0353	4.7374	-0.3311	1.9169	2.7868	9.0604	7.7634	-4.3909	2.6818	3.7191	-2.4076	-5.3558	6.2871	4.0271	-1.4488	-3.074	-4.4083	4.1717	5.2119	4.148	4.6333	1.5149	4.9085	3.3844	2.9635	-7.55	2.306	3.1078	-0.2162	3.6621	0.4732	5.2971	1.8163	4.2142	-7.8796	-5.431	-1.9673	-6.2735	-6.0066	6.9214	4.9717	1.4937	7.8383	-3.0721	5.7616	-2.4589	2.9428	6.3077	0.2974	-7.8048	-4.7406	-0.4394	-2.1778	7.9983	-2.3612
OSD-463_RR23_LVR_FLT_F6	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	5.516	-5.2174	-4.1787	-3.0049	3.9176	6.4297	3.8595	-4.4659	5.9821	8.2868	5.1894	0.9714	1.03	3.6767	7.5002	7.6171	-7.3592	3.9945	3.3584	0.0918	-4.2107	5.0594	5.5344	-0.1263	-3.4539	-7.3396	5.9145	4.4087	7.1331	5.6438	0.5544	5.5047	6.3345	0.4546	-7.8283	3.4079	4.0641	-2.8939	7.0804	2.4561	4.3879	2.5481	4.2845	-7.3722	-7.2763	4.7727	-6.979	-8.0506	6.9227	5.5979	2.4075	10.4517	-4.9277	6.938	-4.0996	3.7014	7.5708	-0.3461	-5.1589	-2.2972	-1.9048	-4.735	7.0439	-3.4627
OSD-463_RR23_LVR_FLT_F7_techrep1	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	3.1615	-5.8953	-5.0576	0.0604	5.5835	7.4788	2.9418	-3.938	3.6776	9.4734	6.9442	0.2325	0.4973	3.5894	9.9721	7.573	-6.7238	5.4325	2.6401	0.4889	-3.7976	6.9389	6.1827	-0.4696	-2.0477	-6.6591	5.2818	3.7485	6.8973	5.5977	0.0216	3.865	4.5903	5.0329	-7.121	3.4102	3.362	-2.4207	5.9965	4.0201	5.1871	4.1234	6.7802	-8.4312	-5.8012	3.8357	-8.0852	-5.7158	8.3744	7.1752	2.3118	11.5837	-2.6419	7.0932	-4.2893	2.401	6.7338	-1.2542	-7.0963	-3.6647	-1.1495	-4.1297	6.948	-2.9248
OSD-463_RR23_LVR_FLT_F7_techrep2	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	7.1224	-6.0612	-5.3557	-1.431	3.848	3.2234	5.3682	-4.0934	9.2051	9.0986	6.1987	0.1286	0.8535	1.7164	9.1139	7.7366	-7.2602	6.146	2.4147	-0.6009	-2.9981	8.0698	6.5529	-0.9591	-2.7652	-4.8166	5.273	3.0546	7.0456	4.9178	0.0498	6.0197	4.8668	3.5901	-6.6563	2.4895	5.8313	-1.0642	5.3428	4.36	5.1747	2.026	6.4133	-6.3692	-7.5282	2.6069	-6.4235	-5.7151	7.6185	5.0246	1.3839	7.81	-2.919	6.8037	-3.34	3.0677	6.7174	-1.2341	-6.8475	-2.8411	-0.5245	-4.8962	3.223	-3.1704
OSD-463_RR23_LVR_FLT_F8_techrep1	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	3.3141	-4.6249	-5.2227	-0.9895	1.9989	4.583	3.8713	-5.5249	4.8277	7.4003	3.8303	2.7649	1.227	2.1827	8.3827	6.7715	-6.7434	5.8	4.3613	-1.614	-3.2233	7.4876	5.3397	-3.3818	-1.864	-6.9846	6.0407	3.5921	6.0681	5.0975	0.908	6.9829	4.1295	3.2395	-5.3949	2.669	4.5134	-1.4933	6.2959	3.0643	4.7821	3.5957	7.9854	-6.4935	-5.9992	0.1689	-8.144	-7.2413	6.7555	4.1451	0.715	7.1823	-2.6133	5.4853	-2.2579	2.4329	7.5325	0.8529	-7.6648	-2.5061	-1.0436	-4.1526	7.6456	-2.8042
OSD-463_RR23_LVR_FLT_F8_techrep2	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	5.9606	-6.3682	-5.72	-2.1119	4.3404	2.0041	3.1877	-3.6661	6.8129	7.4256	7.7998	-0.0633	1.9173	0.1005	4.9479	6.4683	-5.0955	3.775	5.2269	-1.7807	-3.6924	6.1905	4.4376	-1.9127	-3.0261	-5.169	3.815	4.8978	4.1313	4.2015	1.7024	5.1318	4.5125	2.596	-5.7723	0.5788	2.6268	-1.7615	3.5682	3.2004	6.0415	1.8012	5.3863	-6.1529	-4.8986	-1.1906	-4.6098	-6.4779	6.7316	3.1515	1.533	6.744	-3.3043	6.626	-0.5345	1.5538	4.9532	1.4015	-7.7961	-4.3934	1.0838	-2.3093	5.2739	-2.0328
OSD-463_RR23_LVR_FLT_F8_techrep3	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	4.4416	-6.1044	-6.6807	-2.3057	3.6576	4.6078	3.847	-3.6147	4.8943	7.3473	7.3784	-0.2481	4.0249	-0.3577	4.4173	4.2825	-3.3867	6.3171	5.2506	-2.089	-5.541	7.1091	4.8087	1.5689	-2.5077	-1.7292	2.765	2.8034	0.4405	3.3013	2.254	2.7316	-0.4475	2.6414	-7.7336	-0.0891	2.0122	-1.5377	2.8775	3.6805	7.0912	0.8077	7.3615	-4.5999	-3.737	-2.2178	-3.8475	-2.6659	5.5946	2.7911	3.0091	6.6042	-0.479	4.6343	-1.3575	3.7538	3.7027	1.7295	-7.907	-5.2034	2.3193	-0.9511	4.2762	-0.2773
OSD-463_RR23_LVR_FLT_F9	C57BL/6J	Male	FLT	FLT	RR-23	OSD-463	4.4508	-4.7349	-6.3032	-2.2508	3.5572	1.8894	3.0078	-4.42	5.8261	6.6175	4.9954	1.6691	3.1445	0.0182	5.43	6.1628	-4.7621	4.7841	3.0621	-0.6594	-5.1196	7.3316	5.5069	-1.5461	-1.7122	-2.7366	3.1663	3.4492	2.6372	3.6429	2.1914	4.0752	4.2125	2.653	-7.5721	0.7213	1.529	-2.3044	5.2079	2.0134	5.9995	1.3606	5.4561	-4.3524	-3.9586	-1.6481	-5.4323	-3.0021	7.0621	2.3739	1.8129	5.3492	-2.4487	4.8855	-2.7599	1.9944	4.5556	2.4883	-9.5371	-4.1877	-0.4718	-1.5291	3.3031	-1.1248
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep1_F1	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	1.8687	-3.1626	-5.6679	0.6846	-0.701	0.9812	2.6608	-1.783	2.2472	1.9528	5.6993	2.5162	0.7141	-1.1914	6.1396	0.2926	-0.4017	7.3994	3.2105	-1.2992	-1.9466	6.2811	3.9767	1.0784	1.4432	2.8711	0.6027	-0.9803	-2.2828	0.8888	0.9543	0.3486	-1.0184	0.388	-1.9296	-0.908	-1.2688	1.4151	1.3681	5.7333	3.6053	2.4881	2.5549	-1.4123	-0.5784	-1.0094	-4.2891	1.2407	5.2073	-0.2718	0.1352	1.1409	4.3684	1.041	2.4227	3.3312	1.4229	3.7064	-8.0859	-4.1261	1.72	1.0248	2.7789	2.348
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep2_F2	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	1.1705	-3.2193	-6.4025	-0.3848	-0.1314	1.1155	2.2813	-1.4811	2.0687	2.0901	5.6877	2.7195	1.9334	-1.8489	2.2465	-0.3156	2.0156	6.9842	2.933	-2.1331	-2.7731	5.5046	2.9189	1.1026	0.6995	3.3219	-0.2066	-0.4779	-2.7499	1.5721	0.462	0.4795	-1.618	0.1514	-1.9688	-1.4746	0.3024	2.5734	-0.9279	6.0275	7.5068	1.0836	2.5011	-2.3669	-0.5905	-1.6704	-4.1404	0.0221	5.1986	-0.3401	0.5385	0.1728	2.745	1.786	1.2038	1.2058	0.9293	2.9897	-9.4449	-3.8957	4.1905	1.488	1.0214	1.5772
