FLT_cluster_02,FLT_cluster_03,FLT_cluster_04,FLT_cluster_05,FLT_cluster_06,FLT_cluster_07,FLT_cluster_08,FLT_cluster_09,FLT_cluster_10,FLT_cluster_11,FLT_cluster_12,FLT_cluster_13,FLT_cluster_14
ENSMUSG00000022043,ENSMUSG00000029313,ENSMUSG00000032560,,,,,,,,,,
ENSMUSG00000038279,ENSMUSG00000027881,ENSMUSG00000045427,,,,,,,,,,
ENSMUSG00000054199,ENSMUSG00000045095,ENSMUSG00000025162,,,,,,,,,,
ENSMUSG00000042590,ENSMUSG00000034903,ENSMUSG00000020376,,,,,,,,,,
ENSMUSG00000020238,ENSMUSG00000047496,ENSMUSG00000027746,,,,,,,,,,
ENSMUSG00000031490,ENSMUSG00000042444,ENSMUSG00000021595,,,,,,,,,,
ENSMUSG00000015095,ENSMUSG00000038212,ENSMUSG00000029456,,,,,,,,,,
ENSMUSG00000036632,ENSMUSG00000010453,ENSMUSG00000031451,,,,,,,,,,
ENSMUSG00000023923,ENSMUSG00000030536,ENSMUSG00000015002,,,,,,,,,,
ENSMUSG00000060681,ENSMUSG00000032386,ENSMUSG00000024610,,,,,,,,,,
ENSMUSG00000089774,ENSMUSG00000027947,ENSMUSG00000116207,,,,,,,,,,
ENSMUSG00000023272,ENSMUSG00000009654,ENSMUSG00000038704,,,,,,,,,,
ENSMUSG00000028029,ENSMUSG00000022788,ENSMUSG00000035493,,,,,,,,,,
ENSMUSG00000038909,ENSMUSG00000021967,ENSMUSG00000019210,,,,,,,,,,
ENSMUSG00000001910,ENSMUSG00000048277,ENSMUSG00000038594,,,,,,,,,,
ENSMUSG00000028086,ENSMUSG00000030556,ENSMUSG00000027822,,,,,,,,,,
ENSMUSG00000005320,ENSMUSG00000024208,ENSMUSG00000004096,,,,,,,,,,
ENSMUSG00000024639,ENSMUSG00000020109,ENSMUSG00000025743,,,,,,,,,,
ENSMUSG00000027466,ENSMUSG00000004937,ENSMUSG00000030259,,,,,,,,,,
ENSMUSG00000031527,ENSMUSG00000023262,ENSMUSG00000036813,,,,,,,,,,
ENSMUSG00000035478,ENSMUSG00000021185,ENSMUSG00000034312,,,,,,,,,,
ENSMUSG00000031807,ENSMUSG00000051355,ENSMUSG00000024083,,,,,,,,,,
ENSMUSG00000029415,ENSMUSG00000006058,ENSMUSG00000035941,,,,,,,,,,
ENSMUSG00000103711,ENSMUSG00000029634,ENSMUSG00000027884,,,,,,,,,,
ENSMUSG00000070002,ENSMUSG00000019302,ENSMUSG00000002103,,,,,,,,,,
ENSMUSG00000063382,ENSMUSG00000022962,ENSMUSG00000091896,,,,,,,,,,
ENSMUSG00000029470,ENSMUSG00000024098,ENSMUSG00000053617,,,,,,,,,,
ENSMUSG00000028911,ENSMUSG00000029992,ENSMUSG00000018171,,,,,,,,,,
ENSMUSG00000039318,ENSMUSG00000014905,ENSMUSG00000028522,,,,,,,,,,
ENSMUSG00000035357,ENSMUSG00000062929,ENSMUSG00000026021,,,,,,,,,,
ENSMUSG00000027404,ENSMUSG00000062014,ENSMUSG00000034563,,,,,,,,,,
ENSMUSG00000116875,ENSMUSG00000039047,ENSMUSG00000032381,,,,,,,,,,
ENSMUSG00000001138,ENSMUSG00000054252,ENSMUSG00000031029,,,,,,,,,,
ENSMUSG00000030621,ENSMUSG00000024190,ENSMUSG00000024835,,,,,,,,,,
ENSMUSG00000031533,ENSMUSG00000028945,ENSMUSG00000030779,,,,,,,,,,
ENSMUSG00000071454,ENSMUSG00000051510,ENSMUSG00000028434,,,,,,,,,,
ENSMUSG00000028433,ENSMUSG00000019861,ENSMUSG00000022228,,,,,,,,,,
ENSMUSG00000028295,ENSMUSG00000024902,ENSMUSG00000021193,,,,,,,,,,
ENSMUSG00000031796,ENSMUSG00000037822,ENSMUSG00000026571,,,,,,,,,,
ENSMUSG00000014767,ENSMUSG00000024387,ENSMUSG00000025404,,,,,,,,,,
ENSMUSG00000039148,ENSMUSG00000015750,ENSMUSG00000041341,,,,,,,,,,
ENSMUSG00000020288,ENSMUSG00000037935,ENSMUSG00000030946,,,,,,,,,,
ENSMUSG00000022332,ENSMUSG00000038582,ENSMUSG00000026688,,,,,,,,,,
ENSMUSG00000109901,ENSMUSG00000045316,ENSMUSG00000025228,,,,,,,,,,
ENSMUSG00000035847,ENSMUSG00000040865,ENSMUSG00000027637,,,,,,,,,,
ENSMUSG00000063268,ENSMUSG00000029269,ENSMUSG00000005951,,,,,,,,,,
ENSMUSG00000101970,ENSMUSG00000006301,ENSMUSG00000015363,,,,,,,,,,
ENSMUSG00000066613,ENSMUSG00000030545,ENSMUSG00000025246,,,,,,,,,,
ENSMUSG00000043284,ENSMUSG00000021244,ENSMUSG00000024308,,,,,,,,,,
ENSMUSG00000050890,ENSMUSG00000026755,ENSMUSG00000038712,,,,,,,,,,
ENSMUSG00000028218,ENSMUSG00000038250,ENSMUSG00000070985,,,,,,,,,,
ENSMUSG00000027411,ENSMUSG00000019961,ENSMUSG00000036591,,,,,,,,,,
ENSMUSG00000024422,ENSMUSG00000026361,ENSMUSG00000026721,,,,,,,,,,
ENSMUSG00000041278,ENSMUSG00000024754,ENSMUSG00000019055,,,,,,,,,,
ENSMUSG00000021906,ENSMUSG00000043411,ENSMUSG00000032562,,,,,,,,,,
ENSMUSG00000046020,ENSMUSG00000029227,ENSMUSG00000024887,,,,,,,,,,
ENSMUSG00000003269,ENSMUSG00000004221,ENSMUSG00000041997,,,,,,,,,,
ENSMUSG00000039206,ENSMUSG00000038894,ENSMUSG00000071646,,,,,,,,,,
ENSMUSG00000028057,ENSMUSG00000032737,ENSMUSG00000048489,,,,,,,,,,
ENSMUSG00000048758,ENSMUSG00000041258,ENSMUSG00000026198,,,,,,,,,,
ENSMUSG00000038781,ENSMUSG00000091803,ENSMUSG00000024687,,,,,,,,,,
ENSMUSG00000024276,ENSMUSG00000022412,ENSMUSG00000027665,,,,,,,,,,
ENSMUSG00000029815,ENSMUSG00000066037,ENSMUSG00000006676,,,,,,,,,,
ENSMUSG00000024844,ENSMUSG00000025197,ENSMUSG00000025103,,,,,,,,,,
ENSMUSG00000033060,ENSMUSG00000005566,ENSMUSG00000032575,,,,,,,,,,
ENSMUSG00000020032,ENSMUSG00000026150,ENSMUSG00000031561,,,,,,,,,,
ENSMUSG00000020657,ENSMUSG00000029434,ENSMUSG00000001783,,,,,,,,,,
ENSMUSG00000002500,ENSMUSG00000023967,ENSMUSG00000024383,,,,,,,,,,
ENSMUSG00000014498,ENSMUSG00000020829,ENSMUSG00000079111,,,,,,,,,,
ENSMUSG00000012123,ENSMUSG00000058587,ENSMUSG00000027006,,,,,,,,,,
ENSMUSG00000021973,ENSMUSG00000028085,ENSMUSG00000028675,,,,,,,,,,
ENSMUSG00000068391,ENSMUSG00000038872,ENSMUSG00000030555,,,,,,,,,,
ENSMUSG00000029322,ENSMUSG00000020780,ENSMUSG00000026201,,,,,,,,,,
ENSMUSG00000021959,ENSMUSG00000027035,ENSMUSG00000034290,,,,,,,,,,
ENSMUSG00000070284,ENSMUSG00000020132,ENSMUSG00000035901,,,,,,,,,,
ENSMUSG00000045078,ENSMUSG00000051403,ENSMUSG00000022314,,,,,,,,,,
ENSMUSG00000029344,ENSMUSG00000029004,ENSMUSG00000084128,,,,,,,,,,
ENSMUSG00000071267,ENSMUSG00000015937,ENSMUSG00000005034,,,,,,,,,,
ENSMUSG00000063576,ENSMUSG00000021890,ENSMUSG00000030603,,,,,,,,,,
ENSMUSG00000030802,ENSMUSG00000031683,ENSMUSG00000074063,,,,,,,,,,
ENSMUSG00000042686,ENSMUSG00000039473,ENSMUSG00000053641,,,,,,,,,,
ENSMUSG00000015478,ENSMUSG00000025509,ENSMUSG00000022564,,,,,,,,,,
ENSMUSG00000007041,ENSMUSG00000042473,ENSMUSG00000021474,,,,,,,,,,
ENSMUSG00000020836,ENSMUSG00000037851,ENSMUSG00000020021,,,,,,,,,,
ENSMUSG00000112449,ENSMUSG00000029710,ENSMUSG00000027957,,,,,,,,,,
ENSMUSG00000060860,ENSMUSG00000043991,ENSMUSG00000031782,,,,,,,,,,
ENSMUSG00000021944,ENSMUSG00000026116,ENSMUSG00000079316,,,,,,,,,,
ENSMUSG00000032085,ENSMUSG00000059981,ENSMUSG00000026915,,,,,,,,,,
ENSMUSG00000035545,ENSMUSG00000006567,ENSMUSG00000035726,,,,,,,,,,
ENSMUSG00000043190,ENSMUSG00000044792,ENSMUSG00000040681,,,,,,,,,,
ENSMUSG00000049807,ENSMUSG00000072676,ENSMUSG00000024327,,,,,,,,,,
ENSMUSG00000039456,ENSMUSG00000029030,ENSMUSG00000000581,,,,,,,,,,
ENSMUSG00000035629,ENSMUSG00000061731,ENSMUSG00000025132,,,,,,,,,,
ENSMUSG00000032869,ENSMUSG00000020705,ENSMUSG00000027162,,,,,,,,,,
ENSMUSG00000036053,ENSMUSG00000071369,ENSMUSG00000016554,,,,,,,,,,
ENSMUSG00000023249,ENSMUSG00000035666,ENSMUSG00000038235,,,,,,,,,,
ENSMUSG00000020994,ENSMUSG00000017548,ENSMUSG00000004455,,,,,,,,,,
ENSMUSG00000004568,ENSMUSG00000074375,ENSMUSG00000056629,,,,,,,,,,
ENSMUSG00000032998,ENSMUSG00000030327,ENSMUSG00000021666,,,,,,,,,,
ENSMUSG00000034177,ENSMUSG00000038803,ENSMUSG00000030557,,,,,,,,,,
ENSMUSG00000028447,ENSMUSG00000033732,ENSMUSG00000058301,,,,,,,,,,
ENSMUSG00000024339,ENSMUSG00000042228,ENSMUSG00000023307,,,,,,,,,,
ENSMUSG00000029098,ENSMUSG00000029203,ENSMUSG00000024785,,,,,,,,,,
ENSMUSG00000071793,ENSMUSG00000044600,ENSMUSG00000017831,,,,,,,,,,
ENSMUSG00000027397,ENSMUSG00000037894,ENSMUSG00000043067,,,,,,,,,,
ENSMUSG00000032727,ENSMUSG00000053253,ENSMUSG00000025364,,,,,,,,,,
ENSMUSG00000008036,ENSMUSG00000026640,ENSMUSG00000004319,,,,,,,,,,
ENSMUSG00000035198,ENSMUSG00000055866,ENSMUSG00000021127,,,,,,,,,,
ENSMUSG00000052684,ENSMUSG00000047879,ENSMUSG00000026638,,,,,,,,,,
ENSMUSG00000030330,ENSMUSG00000063760,ENSMUSG00000021686,,,,,,,,,,
ENSMUSG00000022672,ENSMUSG00000018669,ENSMUSG00000045302,,,,,,,,,,
ENSMUSG00000033191,ENSMUSG00000021945,ENSMUSG00000060373,,,,,,,,,,
ENSMUSG00000028890,ENSMUSG00000058835,ENSMUSG00000022013,,,,,,,,,,
ENSMUSG00000037902,ENSMUSG00000001552,ENSMUSG00000037797,,,,,,,,,,
ENSMUSG00000037174,ENSMUSG00000052040,ENSMUSG00000022680,,,,,,,,,,
ENSMUSG00000030208,ENSMUSG00000027599,ENSMUSG00000028413,,,,,,,,,,
ENSMUSG00000024410,ENSMUSG00000030681,ENSMUSG00000024091,,,,,,,,,,
ENSMUSG00000109324,ENSMUSG00000078652,ENSMUSG00000028184,,,,,,,,,,
ENSMUSG00000001313,ENSMUSG00000021978,ENSMUSG00000013160,,,,,,,,,,
ENSMUSG00000003363,ENSMUSG00000003813,ENSMUSG00000006731,,,,,,,,,,
ENSMUSG00000022471,ENSMUSG00000039976,ENSMUSG00000021990,,,,,,,,,,
ENSMUSG00000044813,ENSMUSG00000019866,ENSMUSG00000019977,,,,,,,,,,
ENSMUSG00000017664,ENSMUSG00000001445,ENSMUSG00000039041,,,,,,,,,,
ENSMUSG00000024169,ENSMUSG00000002413,ENSMUSG00000036372,,,,,,,,,,
ENSMUSG00000089694,ENSMUSG00000038766,ENSMUSG00000040651,,,,,,,,,,
ENSMUSG00000028560,ENSMUSG00000020794,ENSMUSG00000052539,,,,,,,,,,
ENSMUSG00000052906,ENSMUSG00000038080,ENSMUSG00000024750,,,,,,,,,,
ENSMUSG00000029406,ENSMUSG00000059824,ENSMUSG00000074785,,,,,,,,,,
ENSMUSG00000047250,ENSMUSG00000037541,ENSMUSG00000040127,,,,,,,,,,
ENSMUSG00000033658,ENSMUSG00000028063,ENSMUSG00000029826,,,,,,,,,,
ENSMUSG00000022048,ENSMUSG00000027287,ENSMUSG00000029713,,,,,,,,,,
ENSMUSG00000036057,ENSMUSG00000066415,ENSMUSG00000034602,,,,,,,,,,
ENSMUSG00000000266,ENSMUSG00000017132,ENSMUSG00000047963,,,,,,,,,,
ENSMUSG00000018765,ENSMUSG00000061540,ENSMUSG00000019872,,,,,,,,,,
ENSMUSG00000015668,ENSMUSG00000021036,ENSMUSG00000008475,,,,,,,,,,
ENSMUSG00000086429,ENSMUSG00000088185,ENSMUSG00000032194,,,,,,,,,,
ENSMUSG00000064262,ENSMUSG00000073910,ENSMUSG00000038024,,,,,,,,,,
ENSMUSG00000036676,ENSMUSG00000005362,ENSMUSG00000024580,,,,,,,,,,
ENSMUSG00000027164,ENSMUSG00000052997,ENSMUSG00000005881,,,,,,,,,,
ENSMUSG00000025995,ENSMUSG00000025195,ENSMUSG00000019923,,,,,,,,,,
ENSMUSG00000055660,ENSMUSG00000043013,ENSMUSG00000021190,,,,,,,,,,
ENSMUSG00000027185,ENSMUSG00000046707,ENSMUSG00000048000,,,,,,,,,,
ENSMUSG00000045795,ENSMUSG00000023764,ENSMUSG00000037795,,,,,,,,,,
ENSMUSG00000039671,ENSMUSG00000115338,ENSMUSG00000061755,,,,,,,,,,
ENSMUSG00000002477,ENSMUSG00000026923,ENSMUSG00000040423,,,,,,,,,,
ENSMUSG00000022191,ENSMUSG00000001366,ENSMUSG00000031485,,,,,,,,,,
ENSMUSG00000009995,ENSMUSG00000063406,ENSMUSG00000058690,,,,,,,,,,
ENSMUSG00000034744,ENSMUSG00000010047,ENSMUSG00000055024,,,,,,,,,,
ENSMUSG00000037674,ENSMUSG00000056116,ENSMUSG00000010608,,,,,,,,,,
ENSMUSG00000026564,ENSMUSG00000039457,ENSMUSG00000015305,,,,,,,,,,
ENSMUSG00000025511,ENSMUSG00000064966,ENSMUSG00000003402,,,,,,,,,,
ENSMUSG00000034342,ENSMUSG00000039782,ENSMUSG00000027668,,,,,,,,,,
ENSMUSG00000062691,ENSMUSG00000021540,ENSMUSG00000078234,,,,,,,,,,
ENSMUSG00000024217,ENSMUSG00000088025,ENSMUSG00000024392,,,,,,,,,,
ENSMUSG00000034203,ENSMUSG00000027091,ENSMUSG00000000154,,,,,,,,,,
ENSMUSG00000029599,ENSMUSG00000001604,ENSMUSG00000046718,,,,,,,,,,
ENSMUSG00000015023,ENSMUSG00000041225,ENSMUSG00000020124,,,,,,,,,,
ENSMUSG00000054509,ENSMUSG00000067194,ENSMUSG00000025764,,,,,,,,,,
ENSMUSG00000028779,ENSMUSG00000031059,ENSMUSG00000022906,,,,,,,,,,
ENSMUSG00000023156,ENSMUSG00000000159,ENSMUSG00000004591,,,,,,,,,,
ENSMUSG00000026317,ENSMUSG00000043424,ENSMUSG00000028684,,,,,,,,,,
ENSMUSG00000025076,ENSMUSG00000052155,ENSMUSG00000019312,,,,,,,,,,
ENSMUSG00000062619,ENSMUSG00000026490,ENSMUSG00000074305,,,,,,,,,,
ENSMUSG00000020547,ENSMUSG00000056938,ENSMUSG00000037503,,,,,,,,,,
ENSMUSG00000019795,ENSMUSG00000055436,ENSMUSG00000071253,,,,,,,,,,
ENSMUSG00000027805,ENSMUSG00000030417,ENSMUSG00000034850,,,,,,,,,,
ENSMUSG00000026788,ENSMUSG00000034152,ENSMUSG00000020644,,,,,,,,,,
ENSMUSG00000024826,ENSMUSG00000004843,ENSMUSG00000009575,,,,,,,,,,
ENSMUSG00000024845,ENSMUSG00000051469,ENSMUSG00000034211,,,,,,,,,,
ENSMUSG00000052833,ENSMUSG00000028261,ENSMUSG00000057236,,,,,,,,,,
ENSMUSG00000059518,ENSMUSG00000046811,,,,,,,,,,,
ENSMUSG00000021810,ENSMUSG00000021039,,,,,,,,,,,
ENSMUSG00000046139,ENSMUSG00000009112,,,,,,,,,,,
ENSMUSG00000031834,ENSMUSG00000027104,,,,,,,,,,,
ENSMUSG00000042167,ENSMUSG00000066735,,,,,,,,,,,
ENSMUSG00000026748,ENSMUSG00000035437,,,,,,,,,,,
ENSMUSG00000091264,ENSMUSG00000040054,,,,,,,,,,,
ENSMUSG00000033216,ENSMUSG00000040667,,,,,,,,,,,
ENSMUSG00000026768,ENSMUSG00000025962,,,,,,,,,,,
ENSMUSG00000032480,ENSMUSG00000020747,,,,,,,,,,,
ENSMUSG00000038564,ENSMUSG00000040123,,,,,,,,,,,
ENSMUSG00000022681,ENSMUSG00000040430,,,,,,,,,,,
ENSMUSG00000038838,ENSMUSG00000024006,,,,,,,,,,,
ENSMUSG00000030257,ENSMUSG00000048490,,,,,,,,,,,
ENSMUSG00000045775,ENSMUSG00000061613,,,,,,,,,,,
ENSMUSG00000039826,ENSMUSG00000031799,,,,,,,,,,,
ENSMUSG00000033420,ENSMUSG00000006638,,,,,,,,,,,
ENSMUSG00000029175,ENSMUSG00000005846,,,,,,,,,,,
ENSMUSG00000036862,ENSMUSG00000063550,,,,,,,,,,,
ENSMUSG00000027829,ENSMUSG00000043683,,,,,,,,,,,
ENSMUSG00000028861,ENSMUSG00000029364,,,,,,,,,,,
ENSMUSG00000028293,ENSMUSG00000044206,,,,,,,,,,,
ENSMUSG00000031327,ENSMUSG00000031095,,,,,,,,,,,
ENSMUSG00000022204,ENSMUSG00000025405,,,,,,,,,,,
ENSMUSG00000028096,ENSMUSG00000022790,,,,,,,,,,,
ENSMUSG00000047084,ENSMUSG00000025239,,,,,,,,,,,
ENSMUSG00000025178,ENSMUSG00000052698,,,,,,,,,,,
ENSMUSG00000097392,ENSMUSG00000021252,,,,,,,,,,,
ENSMUSG00000056612,ENSMUSG00000024002,,,,,,,,,,,
ENSMUSG00000025894,ENSMUSG00000001380,,,,,,,,,,,
ENSMUSG00000063659,ENSMUSG00000037278,,,,,,,,,,,
ENSMUSG00000026259,ENSMUSG00000016619,,,,,,,,,,,
ENSMUSG00000042548,ENSMUSG00000020687,,,,,,,,,,,
ENSMUSG00000049755,ENSMUSG00000032261,,,,,,,,,,,
ENSMUSG00000026029,ENSMUSG00000021518,,,,,,,,,,,
ENSMUSG00000020077,ENSMUSG00000006315,,,,,,,,,,,
ENSMUSG00000025133,ENSMUSG00000040325,,,,,,,,,,,
ENSMUSG00000026281,ENSMUSG00000016541,,,,,,,,,,,
ENSMUSG00000031644,ENSMUSG00000025006,,,,,,,,,,,
ENSMUSG00000039480,ENSMUSG00000049323,,,,,,,,,,,
ENSMUSG00000029622,ENSMUSG00000036893,,,,,,,,,,,
ENSMUSG00000057367,ENSMUSG00000051586,,,,,,,,,,,
ENSMUSG00000018433,ENSMUSG00000035954,,,,,,,,,,,
ENSMUSG00000032062,ENSMUSG00000003559,,,,,,,,,,,
ENSMUSG00000022339,ENSMUSG00000045160,,,,,,,,,,,
ENSMUSG00000020034,ENSMUSG00000026469,,,,,,,,,,,
ENSMUSG00000024993,ENSMUSG00000034022,,,,,,,,,,,
ENSMUSG00000038725,ENSMUSG00000029462,,,,,,,,,,,
ENSMUSG00000029254,ENSMUSG00000027589,,,,,,,,,,,
ENSMUSG00000059820,ENSMUSG00000067144,,,,,,,,,,,
ENSMUSG00000062300,ENSMUSG00000038696,,,,,,,,,,,
ENSMUSG00000006412,ENSMUSG00000040549,,,,,,,,,,,
ENSMUSG00000044465,ENSMUSG00000065990,,,,,,,,,,,
ENSMUSG00000040599,ENSMUSG00000004268,,,,,,,,,,,
ENSMUSG00000020473,ENSMUSG00000026932,,,,,,,,,,,
ENSMUSG00000037225,ENSMUSG00000004633,,,,,,,,,,,
ENSMUSG00000031065,ENSMUSG00000039128,,,,,,,,,,,
ENSMUSG00000038002,ENSMUSG00000019373,,,,,,,,,,,
ENSMUSG00000061859,ENSMUSG00000021987,,,,,,,,,,,
ENSMUSG00000039033,ENSMUSG00000032252,,,,,,,,,,,
ENSMUSG00000041920,ENSMUSG00000003546,,,,,,,,,,,
ENSMUSG00000027304,ENSMUSG00000018415,,,,,,,,,,,
ENSMUSG00000096010,ENSMUSG00000034343,,,,,,,,,,,
ENSMUSG00000025580,ENSMUSG00000042700,,,,,,,,,,,
ENSMUSG00000042647,ENSMUSG00000021703,,,,,,,,,,,
ENSMUSG00000025138,ENSMUSG00000029461,,,,,,,,,,,
ENSMUSG00000071984,ENSMUSG00000030042,,,,,,,,,,,
ENSMUSG00000039163,ENSMUSG00000020271,,,,,,,,,,,
ENSMUSG00000042063,ENSMUSG00000030846,,,,,,,,,,,
ENSMUSG00000078861,ENSMUSG00000027593,,,,,,,,,,,
ENSMUSG00000036693,ENSMUSG00000026399,,,,,,,,,,,
ENSMUSG00000027889,ENSMUSG00000009569,,,,,,,,,,,
ENSMUSG00000038780,ENSMUSG00000032051,,,,,,,,,,,
ENSMUSG00000032633,ENSMUSG00000025940,,,,,,,,,,,
ENSMUSG00000034007,ENSMUSG00000107283,,,,,,,,,,,
ENSMUSG00000046808,ENSMUSG00000040242,,,,,,,,,,,
ENSMUSG00000026418,ENSMUSG00000024181,,,,,,,,,,,
ENSMUSG00000006289,ENSMUSG00000042462,,,,,,,,,,,
ENSMUSG00000027999,ENSMUSG00000051579,,,,,,,,,,,
ENSMUSG00000028563,ENSMUSG00000048310,,,,,,,,,,,
ENSMUSG00000057229,ENSMUSG00000020180,,,,,,,,,,,
ENSMUSG00000028396,ENSMUSG00000022003,,,,,,,,,,,
ENSMUSG00000079084,ENSMUSG00000053907,,,,,,,,,,,
ENSMUSG00000022843,ENSMUSG00000038538,,,,,,,,,,,
ENSMUSG00000004393,ENSMUSG00000026269,,,,,,,,,,,
ENSMUSG00000062248,ENSMUSG00000034610,,,,,,,,,,,
ENSMUSG00000028811,ENSMUSG00000050029,,,,,,,,,,,
ENSMUSG00000038866,ENSMUSG00000007812,,,,,,,,,,,
ENSMUSG00000025134,ENSMUSG00000074781,,,,,,,,,,,
ENSMUSG00000033386,ENSMUSG00000061751,,,,,,,,,,,
ENSMUSG00000015013,ENSMUSG00000032228,,,,,,,,,,,
ENSMUSG00000054309,ENSMUSG00000024019,,,,,,,,,,,
ENSMUSG00000067150,ENSMUSG00000037519,,,,,,,,,,,
ENSMUSG00000070426,ENSMUSG00000068732,,,,,,,,,,,
ENSMUSG00000021022,ENSMUSG00000036918,,,,,,,,,,,
ENSMUSG00000029196,ENSMUSG00000036779,,,,,,,,,,,
ENSMUSG00000039376,ENSMUSG00000025736,,,,,,,,,,,
ENSMUSG00000094870,ENSMUSG00000028975,,,,,,,,,,,
ENSMUSG00000029141,ENSMUSG00000020166,,,,,,,,,,,
ENSMUSG00000048731,ENSMUSG00000058569,,,,,,,,,,,
ENSMUSG00000022453,ENSMUSG00000029304,,,,,,,,,,,
ENSMUSG00000003233,ENSMUSG00000030612,,,,,,,,,,,
ENSMUSG00000025532,ENSMUSG00000026739,,,,,,,,,,,
ENSMUSG00000001674,ENSMUSG00000028954,,,,,,,,,,,
ENSMUSG00000034522,ENSMUSG00000031600,,,,,,,,,,,
ENSMUSG00000066979,ENSMUSG00000062580,,,,,,,,,,,
ENSMUSG00000034487,ENSMUSG00000052928,,,,,,,,,,,
ENSMUSG00000025266,ENSMUSG00000025317,,,,,,,,,,,
ENSMUSG00000020079,ENSMUSG00000032312,,,,,,,,,,,
ENSMUSG00000026771,ENSMUSG00000034875,,,,,,,,,,,
ENSMUSG00000008429,ENSMUSG00000031826,,,,,,,,,,,
ENSMUSG00000030643,ENSMUSG00000040433,,,,,,,,,,,
ENSMUSG00000038482,ENSMUSG00000018909,,,,,,,,,,,
ENSMUSG00000032475,ENSMUSG00000037361,,,,,,,,,,,
ENSMUSG00000051451,ENSMUSG00000018425,,,,,,,,,,,
ENSMUSG00000045038,ENSMUSG00000001482,,,,,,,,,,,
ENSMUSG00000024168,ENSMUSG00000024644,,,,,,,,,,,
ENSMUSG00000027762,ENSMUSG00000022425,,,,,,,,,,,
ENSMUSG00000054477,ENSMUSG00000026496,,,,,,,,,,,
ENSMUSG00000061273,ENSMUSG00000016257,,,,,,,,,,,
ENSMUSG00000072582,ENSMUSG00000028106,,,,,,,,,,,
ENSMUSG00000053470,ENSMUSG00000003360,,,,,,,,,,,
ENSMUSG00000074909,ENSMUSG00000022125,,,,,,,,,,,
ENSMUSG00000059878,ENSMUSG00000031529,,,,,,,,,,,
ENSMUSG00000034126,ENSMUSG00000052915,,,,,,,,,,,
ENSMUSG00000002129,ENSMUSG00000040463,,,,,,,,,,,
ENSMUSG00000024395,ENSMUSG00000031024,,,,,,,,,,,
ENSMUSG00000020766,ENSMUSG00000035776,,,,,,,,,,,
ENSMUSG00000026692,ENSMUSG00000030876,,,,,,,,,,,
ENSMUSG00000027677,ENSMUSG00000020440,,,,,,,,,,,
ENSMUSG00000028889,ENSMUSG00000040822,,,,,,,,,,,
ENSMUSG00000018548,ENSMUSG00000023206,,,,,,,,,,,
ENSMUSG00000021930,ENSMUSG00000039176,,,,,,,,,,,
ENSMUSG00000045624,ENSMUSG00000036450,,,,,,,,,,,
ENSMUSG00000031916,ENSMUSG00000036299,,,,,,,,,,,
ENSMUSG00000024969,ENSMUSG00000006589,,,,,,,,,,,
ENSMUSG00000019777,ENSMUSG00000042506,,,,,,,,,,,
ENSMUSG00000086390,ENSMUSG00000024817,,,,,,,,,,,
ENSMUSG00000034663,ENSMUSG00000018160,,,,,,,,,,,
ENSMUSG00000093989,ENSMUSG00000004748,,,,,,,,,,,
ENSMUSG00000023055,ENSMUSG00000000605,,,,,,,,,,,
ENSMUSG00000086859,ENSMUSG00000054469,,,,,,,,,,,
ENSMUSG00000025939,ENSMUSG00000070730,,,,,,,,,,,
ENSMUSG00000021365,ENSMUSG00000031993,,,,,,,,,,,
ENSMUSG00000026020,ENSMUSG00000024941,,,,,,,,,,,
ENSMUSG00000031618,ENSMUSG00000025512,,,,,,,,,,,
ENSMUSG00000020329,ENSMUSG00000028525,,,,,,,,,,,
ENSMUSG00000034584,ENSMUSG00000071711,,,,,,,,,,,
ENSMUSG00000026004,ENSMUSG00000041084,,,,,,,,,,,
ENSMUSG00000028060,ENSMUSG00000038369,,,,,,,,,,,
ENSMUSG00000033102,ENSMUSG00000042364,,,,,,,,,,,
ENSMUSG00000023971,ENSMUSG00000099707,,,,,,,,,,,
ENSMUSG00000042569,ENSMUSG00000031987,,,,,,,,,,,
ENSMUSG00000037370,ENSMUSG00000002846,,,,,,,,,,,
ENSMUSG00000071551,ENSMUSG00000025531,,,,,,,,,,,
ENSMUSG00000040666,ENSMUSG00000028676,,,,,,,,,,,
ENSMUSG00000020009,ENSMUSG00000000056,,,,,,,,,,,
ENSMUSG00000018411,ENSMUSG00000029836,,,,,,,,,,,
ENSMUSG00000040018,ENSMUSG00000025979,,,,,,,,,,,
ENSMUSG00000024097,ENSMUSG00000029763,,,,,,,,,,,
ENSMUSG00000029701,ENSMUSG00000067656,,,,,,,,,,,
ENSMUSG00000029034,ENSMUSG00000036636,,,,,,,,,,,
ENSMUSG00000026103,ENSMUSG00000012422,,,,,,,,,,,
ENSMUSG00000024816,ENSMUSG00000042642,,,,,,,,,,,
ENSMUSG00000035367,ENSMUSG00000027423,,,,,,,,,,,
ENSMUSG00000032519,ENSMUSG00000002550,,,,,,,,,,,
ENSMUSG00000041695,ENSMUSG00000021224,,,,,,,,,,,
ENSMUSG00000022558,ENSMUSG00000032076,,,,,,,,,,,
ENSMUSG00000028919,ENSMUSG00000029131,,,,,,,,,,,
ENSMUSG00000064289,ENSMUSG00000022035,,,,,,,,,,,
ENSMUSG00000056025,ENSMUSG00000050777,,,,,,,,,,,
ENSMUSG00000020521,ENSMUSG00000001829,,,,,,,,,,,
