Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,mmu00860,Porphyrin metabolism - Mus musculus (house mouse),,-2.8,5.8,4.5,14846,40,318,5,1.6,0.7,11655|12870|22238|100727|231396,Alas1|Cp|Ugt2b5|Ugt2b34|Ugt2b36,-2.3,GC_cluster_09
GO Biological Processes,19,GO:0015909,long-chain fatty acid transport,19_GO:0051179 localization,-2.8,5.8,4.5,14846,40,318,5,1.6,0.7,11520|11816|14079|19299|26459,Plin2|Apoe|Fabp2|Abcd3|Slc27a5,-2.3,GC_cluster_09
Reactome Gene Sets,6,R-MMU-5654732,Negative regulation of FGFR3 signaling,,-2.8,7.8,4.9,14846,24,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.3,GC_cluster_09
Reactome Gene Sets,6,R-MMU-174048,APC/C:Cdc20 mediated degradation of Cyclin B,,-2.8,7.8,4.9,14846,24,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.3,GC_cluster_09
Reactome Gene Sets,6,R-MMU-211981,Xenobiotics,,-2.8,7.8,4.9,14846,24,318,4,1.3,0.62,13085|13106|13112|53973,Cyp2a12|Cyp2e1|Cyp3a11|Cyp3a41a,-2.3,GC_cluster_09
Reactome Gene Sets,6,R-MMU-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,,-2.8,4.7,4.3,14846,59,318,6,1.9,0.76,15516|15519|22186|22187|22190|78294,Hsp90ab1|Hsp90aa1|Uba52|Ubb|Ubc|Rps27a,-2.3,GC_cluster_09
GO Biological Processes,19,GO:0007565,female pregnancy,19_GO:0022414 reproductive process,-2.8,3.1,3.8,14846,152,318,10,3.1,0.98,11287|12411|12846|13030|16859|17836|20181|20655|68465|76257,Pzp2|Cbs|Comt|Ctsb|Lgals9|Mug1|Rxra|Sod1|Adipor2|Slc38a3,-2.3,GC_cluster_09
GO Biological Processes,19,GO:0015748,organophosphate ester transport,19_GO:0051179 localization,-2.8,3.1,3.8,14846,153,318,10,3.1,0.98,11303|11808|11814|11816|14377|14618|17777|27410|66113|104910,Abca1|Apoa4|Apoc3|Apoe|G6pc1|Gjb1|Mttp|Abca3|Apoa5|Slc25a47,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0140962,multicellular organismal-level chemical homeostasis,19_GO:0042592 homeostatic process,-2.8,4,4.1,14846,81,318,7,2.2,0.82,12010|17195|22041|27410|66438|71753|84506,B2m|Mbl2|Trf|Abca3|Hamp2|Tmprss6|Hamp,-2.2,GC_cluster_09
GO Biological Processes,19,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.8,5.7,4.5,14846,41,318,5,1.6,0.7,12350|14694|14775|20655|268373,Car3|Rack1|Gpx1|Sod1|Ppia,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0009651,response to salt stress,19_GO:0050896 response to stimulus,-2.7,7.5,4.8,14846,25,318,4,1.3,0.62,11606|15519|18534|28253,Agt|Hsp90aa1|Pck1|Slco1b2,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0072376,protein activation cascade,19_GO:0009987 cellular process,-2.7,7.5,4.8,14846,25,318,4,1.3,0.62,11818|14061|16621|99571,Apoh|F2|Klkb1|Fgg,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0002933,lipid hydroxylation,19_GO:0009987 cellular process,-2.7,12,5.5,14846,12,318,3,0.94,0.54,13106|13112|53973,Cyp2e1|Cyp3a11|Cyp3a41a,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0046166,glyceraldehyde-3-phosphate biosynthetic process,19_GO:0009987 cellular process,-2.7,12,5.5,14846,12,318,3,0.94,0.54,14433|17449|18534,Gapdh|Mdh1|Pck1,-2.2,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9027307,Biosynthesis of maresin-like SPMs,,-2.7,12,5.5,14846,12,318,3,0.94,0.54,13106|13112|53973,Cyp2e1|Cyp3a11|Cyp3a41a,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0051593,response to folic acid,19_GO:0050896 response to stimulus,-2.7,12,5.5,14846,12,318,3,0.94,0.54,12411|14775|15526,Cbs|Gpx1|Hspa9,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0009084,glutamate family amino acid biosynthetic process,19_GO:0009987 cellular process,-2.7,12,5.5,14846,12,318,3,0.94,0.54,11898|18416|109900,Ass1|Otc|Asl,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0009067,aspartate family amino acid biosynthetic process,19_GO:0009987 cellular process,-2.7,12,5.5,14846,12,318,3,0.94,0.54,12116|14719|52633,Bhmt|Got2|Nit2,-2.2,GC_cluster_09
Reactome Gene Sets,6,R-MMU-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",,-2.7,5.6,4.4,14846,42,318,5,1.6,0.7,15516|22186|22187|22190|78294,Hsp90ab1|Uba52|Ubb|Ubc|Rps27a,-2.2,GC_cluster_09
Reactome Gene Sets,6,R-MMU-1227986,Signaling by ERBB2,,-2.7,5.6,4.4,14846,42,318,5,1.6,0.7,15519|22186|22187|22190|78294,Hsp90aa1|Uba52|Ubb|Ubc|Rps27a,-2.2,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9759194,Nuclear events mediated by NFE2L2,,-2.7,5.6,4.4,14846,42,318,5,1.6,0.7,18477|22186|22187|22190|78294,Prdx1|Uba52|Ubb|Ubc|Rps27a,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0034284,response to monosaccharide,19_GO:0050896 response to stimulus,-2.7,3,3.7,14846,156,318,10,3.1,0.98,11814|12359|14694|14775|15360|15378|16548|18534|20317|68465,Apoc3|Cat|Rack1|Gpx1|Hmgcs2|Hnf4a|Khk|Pck1|Serpinf1|Adipor2,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0002697,regulation of immune effector process,19_GO:0002376 immune system process,-2.7,2.1,3.4,14846,391,318,18,5.7,1.3,11846|12010|12258|12266|12269|12628|12630|15007|15458|15481|15510|16783|16859|17195|18534|19662|20085|214403,Arg1|B2m|Serping1|C3|C4bp|Cfh|Cfi|H2-Q10|Hpx|Hspa8|Hspd1|Lamp1|Lgals9|Mbl2|Pck1|Rbp4|Rps19|Cfhr4,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0048260,positive regulation of receptor-mediated endocytosis,19_GO:0051179 localization,-2.7,4.5,4.1,14846,62,318,6,1.9,0.76,12010|12266|22041|22370|66438|84506,B2m|C3|Trf|Vtn|Hamp2|Hamp,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0170062,nutrient storage,19_GO:0009987 cellular process,-2.7,4.5,4.1,14846,62,318,6,1.9,0.76,11425|11520|11816|14079|30924|67800,Apoc4|Plin2|Apoe|Fabp2|Angptl3|Dgat2,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0046434,organophosphate catabolic process,19_GO:0009987 cellular process,-2.7,2.8,3.6,14846,184,318,11,3.5,1,11758|14433|16548|17777|18618|19156|22262|30924|76654|99586|110446,Prdx6|Gapdh|Khk|Mttp|Pemt|Psap|Uox|Angptl3|Upp2|Dpyd|Acat1,-2.2,GC_cluster_09
Reactome Gene Sets,6,R-MMU-179409,APC-Cdc20 mediated degradation of Nek2A,,-2.7,7.2,4.7,14846,26,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.2,GC_cluster_09
WikiPathways,27,WP431,Nuclear receptors in lipid metabolism and toxicity,,-2.7,7.2,4.7,14846,26,318,4,1.3,0.62,11303|12780|13106|19299,Abca1|Abcc2|Cyp2e1|Abcd3,-2.2,GC_cluster_09
GO Biological Processes,19,GO:1900048,positive regulation of hemostasis,19_GO:0048518 positive regulation of biological process,-2.7,7.2,4.7,14846,26,318,4,1.3,0.62,11818|14061|18815|22370,Apoh|F2|Plg|Vtn,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0006536,glutamate metabolic process,19_GO:0009987 cellular process,-2.7,7.2,4.7,14846,26,318,4,1.3,0.62,11668|14719|109900|268860,Aldh1a1|Got2|Asl|Abat,-2.2,GC_cluster_09
Reactome Gene Sets,6,R-MMU-5654726,Negative regulation of FGFR1 signaling,,-2.7,7.2,4.7,14846,26,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0015721,bile acid and bile salt transport,19_GO:0051179 localization,-2.7,7.2,4.7,14846,26,318,4,1.3,0.62,12780|19299|20493|28253,Abcc2|Abcd3|Slc10a1|Slco1b2,-2.2,GC_cluster_09
Reactome Gene Sets,6,R-MMU-5654733,Negative regulation of FGFR4 signaling,,-2.7,7.2,4.7,14846,26,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0030194,positive regulation of blood coagulation,19_GO:0048518 positive regulation of biological process,-2.7,7.2,4.7,14846,26,318,4,1.3,0.62,11818|14061|18815|22370,Apoh|F2|Plg|Vtn,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0014823,response to activity,19_GO:0050896 response to stimulus,-2.7,3.9,3.9,14846,84,318,7,2.2,0.82,11606|11946|12359|15481|15510|18534|71660,Agt|Atp5f1a|Cat|Hspa8|Hspd1|Pck1|Rarres2,-2.2,GC_cluster_09
Reactome Gene Sets,6,R-MMU-5357905,Regulation of TNFR1 signaling,,-2.7,5.4,4.3,14846,43,318,5,1.6,0.7,14694|22186|22187|22190|78294,Rack1|Uba52|Ubb|Ubc|Rps27a,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0002262,myeloid cell homeostasis,19_GO:0042592 homeostatic process,-2.7,3,3.7,14846,158,318,10,3.1,0.98,12628|15526|18477|20044|20068|20085|20088|20104|20655|84506,Cfh|Hspa9|Prdx1|Rps14|Rps17|Rps19|Rps24|Rps6|Sod1|Hamp,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0003018,vascular process in circulatory system,19_GO:0032501 multicellular organismal process,-2.7,2.5,3.5,14846,242,318,13,4.1,1.1,11606|11816|12266|12411|12780|14775|16644|16971|20517|20655|99571|230857|385643,Agt|Apoe|C3|Cbs|Abcc2|Gpx1|Kng1|Lrp1|Slc22a1|Sod1|Fgg|Ece1|Kng2,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0031100,animal organ regeneration,19_GO:0032502 developmental process,-2.6,4.4,4.1,14846,63,318,6,1.9,0.76,11818|12350|16880|19951|20054|22370,Apoh|Car3|Lifr|Rpl32|Rps15|Vtn,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0006754,ATP biosynthetic process,19_GO:0009987 cellular process,-2.6,4.4,4.1,14846,63,318,6,1.9,0.76,11946|11947|11950|11958|66218|67126,Atp5f1a|Atp5f1b|Atp5pb|Atp5me|Ndufb9|Atp5f1e,-2.2,GC_cluster_09
GO Biological Processes,19,GO:0018958,phenol-containing compound metabolic process,19_GO:0009987 cellular process,-2.6,3.8,3.9,14846,85,318,7,2.2,0.82,12846|13030|13106|14085|20859|20887|76971,Comt|Ctsb|Cyp2e1|Fah|Sult2a1|Sult1a1|Sult2a8,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0072014,proximal tubule development,19_GO:0032502 developmental process,-2.6,11,5.2,14846,13,318,3,0.94,0.54,12780|20517|110446,Abcc2|Slc22a1|Acat1,-2.1,GC_cluster_09
WikiPathways,27,WP1596,Iron homeostasis,,-2.6,11,5.2,14846,13,318,3,0.94,0.54,22041|66438|84506,Trf|Hamp2|Hamp,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0042182,ketone catabolic process,19_GO:0009987 cellular process,-2.6,11,5.2,14846,13,318,3,0.94,0.54,27400|71911|109801,Hsd17b6|Bdh1|Glo1,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0034756,regulation of iron ion transport,19_GO:0051179 localization,-2.6,11,5.2,14846,13,318,3,0.94,0.54,12010|66438|84506,B2m|Hamp2|Hamp,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0048259,regulation of receptor-mediated endocytosis,19_GO:0051179 localization,-2.6,3.1,3.7,14846,134,318,9,2.8,0.93,11814|12010|12266|16971|17999|22041|22370|66438|84506,Apoc3|B2m|C3|Lrp1|Nedd4|Trf|Vtn|Hamp2|Hamp,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0019748,secondary metabolic process,19_GO:0009987 cellular process,-2.6,5.3,4.2,14846,44,318,5,1.6,0.7,12780|13085|14859|83702|105387,Abcc2|Cyp2a12|Gsta3|Akr1c6|Akr1c14,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0010883,regulation of lipid storage,19_GO:0050789 regulation of biological process,-2.6,5.3,4.2,14846,44,318,5,1.6,0.7,11520|12266|17842|234564|238055,Plin2|C3|Mup3|Ces1f|Apob,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0046686,response to cadmium ion,19_GO:0050896 response to stimulus,-2.6,5.3,4.2,14846,44,318,5,1.6,0.7,12359|12628|15481|20655|107766,Cat|Cfh|Hspa8|Sod1|Haao,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0002237,response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.6,2.2,3.4,14846,335,318,16,5,1.2,11303|11898|12010|12628|14775|15360|15510|15519|16859|18534|22121|28253|56615|66107|68465|192159,Abca1|Ass1|B2m|Cfh|Gpx1|Hmgcs2|Hspd1|Hsp90aa1|Lgals9|Pck1|Rpl13a|Slco1b2|Mgst1|Wfdc21|Adipor2|Prpf8,-2.1,GC_cluster_09
Reactome Gene Sets,6,R-MMU-5689896,Ovarian tumor domain proteases,,-2.6,6.9,4.6,14846,27,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.1,GC_cluster_09
Reactome Gene Sets,6,R-MMU-1834949,Cytosolic sensors of pathogen-associated DNA,,-2.6,6.9,4.6,14846,27,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.1,GC_cluster_09
Reactome Gene Sets,6,R-MMU-5654727,Negative regulation of FGFR2 signaling,,-2.6,6.9,4.6,14846,27,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2.1,GC_cluster_09
KEGG Pathway,24,mmu05207,Chemical carcinogenesis - receptor activation - Mus musculus (house mouse),,-2.6,2.7,3.5,14846,189,318,11,3.5,1,13112|13850|14859|15516|15519|20181|22238|53973|56615|100727|231396,Cyp3a11|Ephx2|Gsta3|Hsp90ab1|Hsp90aa1|Rxra|Ugt2b5|Cyp3a41a|Mgst1|Ugt2b34|Ugt2b36,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0071385,cellular response to glucocorticoid stimulus,19_GO:0050896 response to stimulus,-2.6,4.3,4,14846,65,318,6,1.9,0.76,11898|11946|15360|18534|19951|20317,Ass1|Atp5f1a|Hmgcs2|Pck1|Rpl32|Serpinf1,-2.1,GC_cluster_09
KEGG Pathway,24,mmu02010,ABC transporters - Mus musculus (house mouse),,-2.6,5.2,4.2,14846,45,318,5,1.6,0.7,11303|12780|19299|27410|76184,Abca1|Abcc2|Abcd3|Abca3|Abca6,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0048732,gland development,19_GO:0032502 developmental process,-2.6,2,3.2,14846,436,318,19,6,1.3,11898|12350|12870|14104|15360|15439|18416|18534|19116|19123|19156|19951|20054|20181|20249|22370|28253|109900|110446,Ass1|Car3|Cp|Fasn|Hmgcs2|Hp|Otc|Pck1|Prlr|Proc|Psap|Rpl32|Rps15|Rxra|Scd1|Vtn|Slco1b2|Asl|Acat1,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0009408,response to heat,19_GO:0050896 response to stimulus,-2.6,3.7,3.8,14846,88,318,7,2.2,0.82,15481|15502|15510|15516|15519|20655|28253,Hspa8|Dnaja1|Hspd1|Hsp90ab1|Hsp90aa1|Sod1|Slco1b2,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0042176,regulation of protein catabolic process,19_GO:0050789 regulation of biological process,-2.6,2.1,3.3,14846,404,318,18,5.7,1.3,11816|12269|14694|14775|14828|15516|15519|16971|17999|20115|22041|22187|65019|66438|67025|84506|192653|100503670,Apoe|C4bp|Rack1|Gpx1|Hspa5|Hsp90ab1|Hsp90aa1|Lrp1|Nedd4|Rps7|Trf|Ubb|Rpl23|Hamp2|Rpl11|Hamp|Ttc36|Rpl5,-2.1,GC_cluster_09
WikiPathways,27,WP412,Oxidative stress response,,-2.6,6.7,4.4,14846,28,318,4,1.3,0.62,12359|14775|20655|56615,Cat|Gpx1|Sod1|Mgst1,-2.1,GC_cluster_09
GO Biological Processes,19,GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-2.6,6.7,4.4,14846,28,318,4,1.3,0.62,12350|14694|14775|268373,Car3|Rack1|Gpx1|Ppia,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0050821,protein stabilization,19_GO:0065007 biological regulation,-2.5,2.5,3.4,14846,220,318,12,3.8,1.1,12317|14433|15510|15516|15519|16783|16784|20115|65019|67025|280662|100503670,Calr|Gapdh|Hspd1|Hsp90ab1|Hsp90aa1|Lamp1|Lamp2|Rps7|Rpl23|Rpl11|Afm|Rpl5,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0042158,lipoprotein biosynthetic process,19_GO:0009987 cellular process,-2.5,5.1,4.1,14846,46,318,5,1.6,0.7,11303|11816|16816|17777|238055,Abca1|Apoe|Lcat|Mttp|Apob,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0006094,gluconeogenesis,19_GO:0009987 cellular process,-2.5,5.1,4.1,14846,46,318,5,1.6,0.7,14377|14433|17449|18534|19662,G6pc1|Gapdh|Mdh1|Pck1|Rbp4,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0031099,regeneration,19_GO:0032502 developmental process,-2.5,2.8,3.5,14846,165,318,10,3.1,0.98,11808|11818|12350|14775|16880|18815|19951|20054|22370|66113,Apoa4|Apoh|Car3|Gpx1|Lifr|Plg|Rpl32|Rps15|Vtn|Apoa5,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0046459,short-chain fatty acid metabolic process,19_GO:0009987 cellular process,-2.5,10,5,14846,14,318,3,0.94,0.54,13884|104158|234564,Ces1c|Ces1d|Ces1f,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0006855,xenobiotic transmembrane transport,19_GO:0051179 localization,-2.5,10,5,14846,14,318,3,0.94,0.54,12780|27410|28253,Abcc2|Abca3|Slco1b2,-2.1,GC_cluster_09
GO Biological Processes,19,GO:2000644,regulation of receptor catabolic process,19_GO:0050789 regulation of biological process,-2.5,10,5,14846,14,318,3,0.94,0.54,11816|66438|84506,Apoe|Hamp2|Hamp,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0042402,biogenic amine catabolic process,19_GO:0009987 cellular process,-2.5,10,5,14846,14,318,3,0.94,0.54,12846|20887|74129,Comt|Sult1a1|Dmgdh,-2.1,GC_cluster_09
GO Biological Processes,19,GO:2001138,regulation of phospholipid transport,19_GO:0051179 localization,-2.5,10,5,14846,14,318,3,0.94,0.54,11816|13167|27410,Apoe|Dbi|Abca3,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0009310,amine catabolic process,19_GO:0009987 cellular process,-2.5,10,5,14846,14,318,3,0.94,0.54,12846|20887|74129,Comt|Sult1a1|Dmgdh,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0006958,"complement activation, classical pathway",19_GO:0002376 immune system process,-2.5,10,5,14846,14,318,3,0.94,0.54,12266|12268|98870,C3|C4b|AI182371,-2.1,GC_cluster_09
GO Biological Processes,19,GO:2001140,positive regulation of phospholipid transport,19_GO:0051179 localization,-2.5,10,5,14846,14,318,3,0.94,0.54,11816|13167|27410,Apoe|Dbi|Abca3,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0035437,maintenance of protein localization in endoplasmic reticulum,19_GO:0051179 localization,-2.5,10,5,14846,14,318,3,0.94,0.54,14828|18534|72999,Hspa5|Pck1|Insig2,-2.1,GC_cluster_09
WikiPathways,27,WP4350,Omega 3 omega 6 fatty acid synthesis,,-2.5,10,5,14846,14,318,3,0.94,0.54,54326|68801|76267,Elovl2|Elovl5|Fads1,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0050810,regulation of steroid biosynthetic process,19_GO:0050789 regulation of biological process,-2.5,3.7,3.7,14846,89,318,7,2.2,0.82,11816|18534|18984|67815|72999|234564|238055,Apoe|Pck1|Por|Sec14l2|Insig2|Ces1f|Apob,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0032370,positive regulation of lipid transport,19_GO:0051179 localization,-2.5,3.7,3.7,14846,89,318,7,2.2,0.82,11303|11816|13167|16971|27410|234564|433256,Abca1|Apoe|Dbi|Lrp1|Abca3|Ces1f|Acsl5,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0009142,nucleoside triphosphate biosynthetic process,19_GO:0009987 cellular process,-2.5,3.7,3.7,14846,89,318,7,2.2,0.82,11534|11946|11947|11950|11958|66218|67126,Adk|Atp5f1a|Atp5f1b|Atp5pb|Atp5me|Ndufb9|Atp5f1e,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0050829,defense response to Gram-negative bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.5,4.2,3.9,14846,67,318,6,1.9,0.76,12010|14061|20085|66438|71660|84506,B2m|F2|Rps19|Hamp2|Rarres2|Hamp,-2.1,GC_cluster_09
GO Biological Processes,19,GO:0009267,cellular response to starvation,19_GO:0050896 response to stimulus,-2.5,2.6,3.4,14846,194,318,11,3.5,1,11520|11657|12846|14828|16784|18534|58809|66397|75617|76257|76267,Plin2|Alb|Comt|Hspa5|Lamp2|Pck1|Rnase4|Sar1b|Rps25|Slc38a3|Fads1,-2,GC_cluster_09
Reactome Gene Sets,6,R-MMU-5218859,Regulated Necrosis,,-2.5,5,4,14846,47,318,5,1.6,0.7,15519|22186|22187|22190|78294,Hsp90aa1|Uba52|Ubb|Ubc|Rps27a,-2,GC_cluster_09
GO Biological Processes,19,GO:0009409,response to cold,19_GO:0050896 response to stimulus,-2.5,5,4,14846,47,318,5,1.6,0.7,11370|11606|15510|15519|104158,Acadvl|Agt|Hspd1|Hsp90aa1|Ces1d,-2,GC_cluster_09
GO Biological Processes,19,GO:0042219,modified amino acid catabolic process,19_GO:0009987 cellular process,-2.5,6.4,4.3,14846,29,318,4,1.3,0.62,12116|14719|74129|212647,Bhmt|Got2|Dmgdh|Aldh4a1,-2,GC_cluster_09
GO Biological Processes,19,GO:0060416,response to growth hormone,19_GO:0050896 response to stimulus,-2.5,6.4,4.3,14846,29,318,4,1.3,0.62,11898|12780|14600|15360,Ass1|Abcc2|Ghr|Hmgcs2,-2,GC_cluster_09
Reactome Gene Sets,6,R-MMU-110314,Recognition of DNA damage by PCNA-containing replication complex,,-2.5,6.4,4.3,14846,29,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2,GC_cluster_09
KEGG Pathway,24,mmu00053,Ascorbate and aldarate metabolism - Mus musculus (house mouse),,-2.5,6.4,4.3,14846,29,318,4,1.3,0.62,11671|22238|100727|231396,Aldh3a2|Ugt2b5|Ugt2b34|Ugt2b36,-2,GC_cluster_09
Reactome Gene Sets,6,R-MMU-9607240,FLT3 Signaling,,-2.5,6.4,4.3,14846,29,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2,GC_cluster_09
GO Biological Processes,19,GO:0070972,protein localization to endoplasmic reticulum,19_GO:0051179 localization,-2.5,6.4,4.3,14846,29,318,4,1.3,0.62,14828|18534|72999|338320,Hspa5|Pck1|Insig2|Mia2,-2,GC_cluster_09
GO Biological Processes,19,GO:0051923,sulfation,19_GO:0009987 cellular process,-2.5,6.4,4.3,14846,29,318,4,1.3,0.62,20859|20887|53315|76971,Sult2a1|Sult1a1|Sult1d1|Sult2a8,-2,GC_cluster_09
GO Biological Processes,19,GO:0000470,maturation of LSU-rRNA,19_GO:0009987 cellular process,-2.5,6.4,4.3,14846,29,318,4,1.3,0.62,19989|27176|66489|67281,Rpl7|Rpl7a|Rpl35|Rpl37,-2,GC_cluster_09
Reactome Gene Sets,6,R-MMU-917729,Endosomal Sorting Complex Required For Transport (ESCRT),,-2.5,6.4,4.3,14846,29,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2,GC_cluster_09
GO Biological Processes,19,GO:0042403,thyroid hormone metabolic process,19_GO:0065007 biological regulation,-2.5,6.4,4.3,14846,29,318,4,1.3,0.62,13030|20859|20887|76971,Ctsb|Sult2a1|Sult1a1|Sult2a8,-2,GC_cluster_09
Reactome Gene Sets,6,R-MMU-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes,,-2.5,6.4,4.3,14846,29,318,4,1.3,0.62,22186|22187|22190|78294,Uba52|Ubb|Ubc|Rps27a,-2,GC_cluster_09
GO Biological Processes,19,GO:0062197,cellular response to chemical stress,19_GO:0050896 response to stimulus,-2.5,2.3,3.3,14846,283,318,14,4.4,1.2,11699|11808|12176|12359|14775|15481|15519|18477|18534|19156|20655|27050|56615|268373,Ambp|Apoa4|Bnip3|Cat|Gpx1|Hspa8|Hsp90aa1|Prdx1|Pck1|Psap|Sod1|Rps3|Mgst1|Ppia,-2,GC_cluster_09
GO Biological Processes,19,GO:1903320,regulation of protein modification by small protein conjugation or removal,19_GO:0050789 regulation of biological process,-2.5,2.5,3.3,14846,224,318,12,3.8,1.1,14828|15502|15516|15519|22187|27050|66438|67025|84506|192653|268373|100503670,Hspa5|Dnaja1|Hsp90ab1|Hsp90aa1|Ubb|Rps3|Hamp2|Rpl11|Hamp|Ttc36|Ppia|Rpl5,-2,GC_cluster_09
GO Biological Processes,19,GO:2000059,negative regulation of ubiquitin-dependent protein catabolic process,19_GO:0048519 negative regulation of biological process,-2.5,4.1,3.8,14846,68,318,6,1.9,0.76,15516|20115|65019|67025|192653|100503670,Hsp90ab1|Rps7|Rpl23|Rpl11|Ttc36|Rpl5,-2,GC_cluster_09
GO Biological Processes,19,GO:0046390,ribose phosphate biosynthetic process,19_GO:0009987 cellular process,-2.5,3,3.5,14846,141,318,9,2.8,0.93,11534|11946|11947|11950|11958|66218|67126|76654|110095,Adk|Atp5f1a|Atp5f1b|Atp5pb|Atp5me|Ndufb9|Atp5f1e|Upp2|Pygl,-2,GC_cluster_09
Reactome Gene Sets,6,R-MMU-913531,Interferon Signaling,,-2.5,3.2,3.6,14846,116,318,8,2.5,0.88,13690|15481|17999|22186|22187|22190|78294|208643,Eif4g2|Hspa8|Nedd4|Uba52|Ubb|Ubc|Rps27a|Eif4g1,-2,GC_cluster_09
GO Biological Processes,19,GO:0051180,vitamin transport,19_GO:0051179 localization,-2.5,4.9,4,14846,48,318,5,1.6,0.7,19662|20517|20526|50500|280662,Rbp4|Slc22a1|Slc2a2|Ttpa|Afm,-2,GC_cluster_09
GO Biological Processes,19,GO:0014742,positive regulation of muscle hypertrophy,19_GO:0048518 positive regulation of biological process,-2.5,4.9,4,14846,48,318,5,1.6,0.7,11534|11606|66438|84506|230857,Adk|Agt|Hamp2|Hamp|Ece1,-2,GC_cluster_09
