accession	direction	term	clean_term	description	pathway_genes_tested	universe_genes_tested	mean_wald_stat_in_pathway	mean_wald_stat_all_genes	mean_wald_stat_shift	p_value	overlap_genes	fdr_bh
OSD-463	up_in_flight	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	Processing Of Capped Intron Containing Pre Mrna	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	128	22420	-0.5184180674898407	-0.026636445818536404	-0.49178162167130424	0.9988657999054525	ENSMUSG00000000568,ENSMUSG00000001855,ENSMUSG00000002129,ENSMUSG00000002455,ENSMUSG00000002477,ENSMUSG00000002658,ENSMUSG00000003226,ENSMUSG00000003360,ENSMUSG00000003660,ENSMUSG00000004642,ENSMUSG00000004667,ENSMUSG00000004980,ENSMUSG00000005198,ENSMUSG00000006005,ENSMUSG00000006498,ENSMUSG00000007050,ENSMUSG00000007836,ENSMUSG00000007850,ENSMUSG00000008333,ENSMUSG00000010097,ENSMUSG00000011306,ENSMUSG00000015165,ENSMUSG00000016619,ENSMUSG00000016921,ENSMUSG00000018379,ENSMUSG00000019738,ENSMUSG00000020074,ENSMUSG00000020180,ENSMUSG00000020211,ENSMUSG00000020739,ENSMUSG00000020850,ENSMUSG00000020929,ENSMUSG00000021018,ENSMUSG00000021111,ENSMUSG00000021134,ENSMUSG00000021374,ENSMUSG00000021546,ENSMUSG00000022142,ENSMUSG00000022160,ENSMUSG00000022194,ENSMUSG00000022774,ENSMUSG00000024097,ENSMUSG00000024258,ENSMUSG00000024853,ENSMUSG00000025982,ENSMUSG00000026999,ENSMUSG00000027079,ENSMUSG00000027176,ENSMUSG00000027404,ENSMUSG00000027498,ENSMUSG00000027509,ENSMUSG00000028156,ENSMUSG00000028330,ENSMUSG00000028423,ENSMUSG00000028609,ENSMUSG00000028809,ENSMUSG00000028902,ENSMUSG00000028911,ENSMUSG00000029250,ENSMUSG00000029538,ENSMUSG00000030091,ENSMUSG00000030435,ENSMUSG00000030512,ENSMUSG00000030795,ENSMUSG00000031134,ENSMUSG00000031256,ENSMUSG00000031754,ENSMUSG00000031783,ENSMUSG00000032580,ENSMUSG00000032939,ENSMUSG00000033020,ENSMUSG00000033732,ENSMUSG00000034022,ENSMUSG00000034120,ENSMUSG00000034681,ENSMUSG00000034820,ENSMUSG00000034826,ENSMUSG00000035351,ENSMUSG00000036572,ENSMUSG00000036678,ENSMUSG00000037993,ENSMUSG00000038374,ENSMUSG00000038446,ENSMUSG00000038489,ENSMUSG00000038759,ENSMUSG00000039509,ENSMUSG00000039630,ENSMUSG00000040034,ENSMUSG00000040667,ENSMUSG00000040725,ENSMUSG00000040824,ENSMUSG00000041133,ENSMUSG00000041328,ENSMUSG00000041781,ENSMUSG00000042079,ENSMUSG00000042502,ENSMUSG00000042699,ENSMUSG00000045427,ENSMUSG00000046434,ENSMUSG00000051695,ENSMUSG00000052533,ENSMUSG00000052798,ENSMUSG00000053293,ENSMUSG00000054309,ENSMUSG00000054405,ENSMUSG00000055436,ENSMUSG00000056851,ENSMUSG00000057130,ENSMUSG00000059005,ENSMUSG00000059208,ENSMUSG00000060373,ENSMUSG00000061360,ENSMUSG00000061479,ENSMUSG00000061613,ENSMUSG00000063511,ENSMUSG00000066037,ENSMUSG00000066148,ENSMUSG00000067995,ENSMUSG00000068856,ENSMUSG00000071172,ENSMUSG00000071662,ENSMUSG00000074088,ENSMUSG00000078184,ENSMUSG00000078348,ENSMUSG00000079614,ENSMUSG00000090553,ENSMUSG00000092232,ENSMUSG00000109511	0.9999999996018765
OSD-463	up_in_flight	REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	Initial Triggering Of Complement	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	14	22420	-1.486541442712261	-0.026636445818536404	-1.4599049968937245	0.9988774760827398	ENSMUSG00000022887,ENSMUSG00000024164,ENSMUSG00000024371,ENSMUSG00000024863,ENSMUSG00000028979,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905,ENSMUSG00000037942,ENSMUSG00000038521,ENSMUSG00000061780,ENSMUSG00000073418,ENSMUSG00000090231,ENSMUSG00000092511	0.9999999996018765
OSD-463	up_in_flight	REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	Keratan Sulfate Keratin Metabolism	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	24	22420	-0.9149924001589548	-0.026636445818536404	-0.8883559543404184	0.9988874564821634	ENSMUSG00000013846,ENSMUSG00000017929,ENSMUSG00000021390,ENSMUSG00000021665,ENSMUSG00000022747,ENSMUSG00000022793,ENSMUSG00000025232,ENSMUSG00000027221,ENSMUSG00000028413,ENSMUSG00000028538,ENSMUSG00000028541,ENSMUSG00000029431,ENSMUSG00000031749,ENSMUSG00000031803,ENSMUSG00000033350,ENSMUSG00000034707,ENSMUSG00000036446,ENSMUSG00000041559,ENSMUSG00000041577,ENSMUSG00000045594,ENSMUSG00000048368,ENSMUSG00000051650,ENSMUSG00000052423,ENSMUSG00000056124	0.9999999996018765
OSD-463	up_in_flight	REACTOME_MRNA_PROCESSING	Mrna Processing	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MRNA_PROCESSING	147	22420	-0.4929205492264493	-0.026636445818536404	-0.4662841034079129	0.9989211436985933	ENSMUSG00000000568,ENSMUSG00000001524,ENSMUSG00000001855,ENSMUSG00000002129,ENSMUSG00000002455,ENSMUSG00000002477,ENSMUSG00000002658,ENSMUSG00000003226,ENSMUSG00000003360,ENSMUSG00000003435,ENSMUSG00000003660,ENSMUSG00000004642,ENSMUSG00000004667,ENSMUSG00000004980,ENSMUSG00000005198,ENSMUSG00000006005,ENSMUSG00000006498,ENSMUSG00000006599,ENSMUSG00000007050,ENSMUSG00000007836,ENSMUSG00000007850,ENSMUSG00000008333,ENSMUSG00000009535,ENSMUSG00000010097,ENSMUSG00000011306,ENSMUSG00000015165,ENSMUSG00000016619,ENSMUSG00000016921,ENSMUSG00000018379,ENSMUSG00000019738,ENSMUSG00000020074,ENSMUSG00000020180,ENSMUSG00000020211,ENSMUSG00000020262,ENSMUSG00000020739,ENSMUSG00000020850,ENSMUSG00000020929,ENSMUSG00000021018,ENSMUSG00000021103,ENSMUSG00000021111,ENSMUSG00000021134,ENSMUSG00000021374,ENSMUSG00000021546,ENSMUSG00000021548,ENSMUSG00000021639,ENSMUSG00000022142,ENSMUSG00000022160,ENSMUSG00000022194,ENSMUSG00000022774,ENSMUSG00000024097,ENSMUSG00000024258,ENSMUSG00000024382,ENSMUSG00000024853,ENSMUSG00000025982,ENSMUSG00000026999,ENSMUSG00000027079,ENSMUSG00000027176,ENSMUSG00000027404,ENSMUSG00000027498,ENSMUSG00000027509,ENSMUSG00000027951,ENSMUSG00000028156,ENSMUSG00000028274,ENSMUSG00000028330,ENSMUSG00000028423,ENSMUSG00000028609,ENSMUSG00000028809,ENSMUSG00000028902,ENSMUSG00000028911,ENSMUSG00000029250,ENSMUSG00000029387,ENSMUSG00000029538,ENSMUSG00000030091,ENSMUSG00000030400,ENSMUSG00000030435,ENSMUSG00000030512,ENSMUSG00000030795,ENSMUSG00000031134,ENSMUSG00000031256,ENSMUSG00000031754,ENSMUSG00000031783,ENSMUSG00000032580,ENSMUSG00000032939,ENSMUSG00000033020,ENSMUSG00000033732,ENSMUSG00000034022,ENSMUSG00000034120,ENSMUSG00000034681,ENSMUSG00000034820,ENSMUSG00000034826,ENSMUSG00000035351,ENSMUSG00000036572,ENSMUSG00000036678,ENSMUSG00000037993,ENSMUSG00000038374,ENSMUSG00000038446,ENSMUSG00000038489,ENSMUSG00000038759,ENSMUSG00000039509,ENSMUSG00000039630,ENSMUSG00000040034,ENSMUSG00000040613,ENSMUSG00000040667,ENSMUSG00000040725,ENSMUSG00000040824,ENSMUSG00000041133,ENSMUSG00000041328,ENSMUSG00000041781,ENSMUSG00000042079,ENSMUSG00000042502,ENSMUSG00000042699,ENSMUSG00000044847,ENSMUSG00000045427,ENSMUSG00000046434,ENSMUSG00000048012,ENSMUSG00000050188,ENSMUSG00000051695,ENSMUSG00000052533,ENSMUSG00000052595,ENSMUSG00000052798,ENSMUSG00000053293,ENSMUSG00000054309,ENSMUSG00000054405,ENSMUSG00000055436,ENSMUSG00000056851,ENSMUSG00000057130,ENSMUSG00000059005,ENSMUSG00000059208,ENSMUSG00000060373,ENSMUSG00000061360,ENSMUSG00000061479,ENSMUSG00000061613,ENSMUSG00000063511,ENSMUSG00000066037,ENSMUSG00000066148,ENSMUSG00000067995,ENSMUSG00000068856,ENSMUSG00000069089,ENSMUSG00000071172,ENSMUSG00000071662,ENSMUSG00000074088,ENSMUSG00000078184,ENSMUSG00000078348,ENSMUSG00000079614,ENSMUSG00000090553,ENSMUSG00000092232,ENSMUSG00000109511	0.9999999996018765
OSD-463	up_in_flight	REACTOME_COMMON_PATHWAY	Common Pathway	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_COMMON_PATHWAY	11	22420	-1.913489100653252	-0.026636445818536404	-1.8868526548347155	0.9990771953216534	ENSMUSG00000022912,ENSMUSG00000026368,ENSMUSG00000026579,ENSMUSG00000026715,ENSMUSG00000027249,ENSMUSG00000028001,ENSMUSG00000031444,ENSMUSG00000033831,ENSMUSG00000033860,ENSMUSG00000039109,ENSMUSG00000074743	0.9999999996018765
OSD-463	up_in_flight	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	Response To Elevated Platelet Cytosolic Ca2 	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	81	22420	-0.6768330426530491	-0.026636445818536404	-0.6501965968345127	0.9991701247989819	ENSMUSG00000000489,ENSMUSG00000001131,ENSMUSG00000001175,ENSMUSG00000001930,ENSMUSG00000002603,ENSMUSG00000002944,ENSMUSG00000004207,ENSMUSG00000005103,ENSMUSG00000015143,ENSMUSG00000016534,ENSMUSG00000018293,ENSMUSG00000018593,ENSMUSG00000019370,ENSMUSG00000020077,ENSMUSG00000020120,ENSMUSG00000020689,ENSMUSG00000020717,ENSMUSG00000021253,ENSMUSG00000021476,ENSMUSG00000021823,ENSMUSG00000022037,ENSMUSG00000022875,ENSMUSG00000022877,ENSMUSG00000022892,ENSMUSG00000022912,ENSMUSG00000022982,ENSMUSG00000023224,ENSMUSG00000023951,ENSMUSG00000024962,ENSMUSG00000025351,ENSMUSG00000025856,ENSMUSG00000026193,ENSMUSG00000026202,ENSMUSG00000026579,ENSMUSG00000026580,ENSMUSG00000026864,ENSMUSG00000027882,ENSMUSG00000028001,ENSMUSG00000028017,ENSMUSG00000028465,ENSMUSG00000028656,ENSMUSG00000028864,ENSMUSG00000029368,ENSMUSG00000029372,ENSMUSG00000029767,ENSMUSG00000030111,ENSMUSG00000030342,ENSMUSG00000030695,ENSMUSG00000030805,ENSMUSG00000031196,ENSMUSG00000031520,ENSMUSG00000032083,ENSMUSG00000032554,ENSMUSG00000032849,ENSMUSG00000033831,ENSMUSG00000033860,ENSMUSG00000034664,ENSMUSG00000036438,ENSMUSG00000037411,ENSMUSG00000038224,ENSMUSG00000038793,ENSMUSG00000039109,ENSMUSG00000039239,ENSMUSG00000040152,ENSMUSG00000049775,ENSMUSG00000050965,ENSMUSG00000052374,ENSMUSG00000052889,ENSMUSG00000054641,ENSMUSG00000054808,ENSMUSG00000056201,ENSMUSG00000059481,ENSMUSG00000060459,ENSMUSG00000061780,ENSMUSG00000063952,ENSMUSG00000066366,ENSMUSG00000071177,ENSMUSG00000071178,ENSMUSG00000072849,ENSMUSG00000078816,ENSMUSG00000079015	0.9999999996018765
OSD-463	up_in_flight	REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	Formation Of Fibrin Clot Clotting Cascade	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	28	22420	-1.1681136953906808	-0.026636445818536404	-1.1414772495721444	0.9993536836307193	ENSMUSG00000001930,ENSMUSG00000018446,ENSMUSG00000021492,ENSMUSG00000022875,ENSMUSG00000022912,ENSMUSG00000023224,ENSMUSG00000026368,ENSMUSG00000026579,ENSMUSG00000026715,ENSMUSG00000027082,ENSMUSG00000027249,ENSMUSG00000028001,ENSMUSG00000028128,ENSMUSG00000030054,ENSMUSG00000030111,ENSMUSG00000031138,ENSMUSG00000031196,ENSMUSG00000031443,ENSMUSG00000031444,ENSMUSG00000031645,ENSMUSG00000033831,ENSMUSG00000033860,ENSMUSG00000039109,ENSMUSG00000050675,ENSMUSG00000060459,ENSMUSG00000061119,ENSMUSG00000074743,ENSMUSG00000109764	0.9999999996018765
OSD-463	up_in_flight	REACTOME_THE_NLRP3_INFLAMMASOME	The Nlrp3 Inflammasome	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_THE_NLRP3_INFLAMMASOME	11	22420	-1.493133052275028	-0.026636445818536404	-1.4664966064564915	0.9994284941268018	ENSMUSG00000022534,ENSMUSG00000022892,ENSMUSG00000023944,ENSMUSG00000025888,ENSMUSG00000028367,ENSMUSG00000029468,ENSMUSG00000030793,ENSMUSG00000031934,ENSMUSG00000032322,ENSMUSG00000032691,ENSMUSG00000038393	0.9999999996018765
OSD-463	up_in_flight	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	Platelet Activation Signaling And Aggregation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	186	22420	-0.45316526525343354	-0.026636445818536404	-0.4265288194348971	0.9994379750254171	ENSMUSG00000000001,ENSMUSG00000000149,ENSMUSG00000000276,ENSMUSG00000000409,ENSMUSG00000000441,ENSMUSG00000000489,ENSMUSG00000001131,ENSMUSG00000001175,ENSMUSG00000001506,ENSMUSG00000001729,ENSMUSG00000001847,ENSMUSG00000001930,ENSMUSG00000002603,ENSMUSG00000002699,ENSMUSG00000002944,ENSMUSG00000004056,ENSMUSG00000004207,ENSMUSG00000004815,ENSMUSG00000005103,ENSMUSG00000006389,ENSMUSG00000006699,ENSMUSG00000007815,ENSMUSG00000015143,ENSMUSG00000016534,ENSMUSG00000017776,ENSMUSG00000018293,ENSMUSG00000018593,ENSMUSG00000018909,ENSMUSG00000019370,ENSMUSG00000019699,ENSMUSG00000019843,ENSMUSG00000020077,ENSMUSG00000020120,ENSMUSG00000020573,ENSMUSG00000020611,ENSMUSG00000020689,ENSMUSG00000020717,ENSMUSG00000020901,ENSMUSG00000021108,ENSMUSG00000021253,ENSMUSG00000021457,ENSMUSG00000021476,ENSMUSG00000021541,ENSMUSG00000021675,ENSMUSG00000021823,ENSMUSG00000021948,ENSMUSG00000022037,ENSMUSG00000022285,ENSMUSG00000022469,ENSMUSG00000022607,ENSMUSG00000022847,ENSMUSG00000022861,ENSMUSG00000022875,ENSMUSG00000022877,ENSMUSG00000022892,ENSMUSG00000022912,ENSMUSG00000022982,ENSMUSG00000023224,ENSMUSG00000023951,ENSMUSG00000024122,ENSMUSG00000024241,ENSMUSG00000024697,ENSMUSG00000024962,ENSMUSG00000025351,ENSMUSG00000025357,ENSMUSG00000025856,ENSMUSG00000026193,ENSMUSG00000026202,ENSMUSG00000026579,ENSMUSG00000026580,ENSMUSG00000026778,ENSMUSG00000026786,ENSMUSG00000026864,ENSMUSG00000027249,ENSMUSG00000027347,ENSMUSG00000027540,ENSMUSG00000027646,ENSMUSG00000027665,ENSMUSG00000027669,ENSMUSG00000027716,ENSMUSG00000027765,ENSMUSG00000027882,ENSMUSG00000028001,ENSMUSG00000028017,ENSMUSG00000028465,ENSMUSG00000028656,ENSMUSG00000028698,ENSMUSG00000028864,ENSMUSG00000029053,ENSMUSG00000029064,ENSMUSG00000029368,ENSMUSG00000029372,ENSMUSG00000029661,ENSMUSG00000029663,ENSMUSG00000029713,ENSMUSG00000029767,ENSMUSG00000030054,ENSMUSG00000030111,ENSMUSG00000030287,ENSMUSG00000030342,ENSMUSG00000030695,ENSMUSG00000030742,ENSMUSG00000030805,ENSMUSG00000031196,ENSMUSG00000031520,ENSMUSG00000031834,ENSMUSG00000031955,ENSMUSG00000031997,ENSMUSG00000032083,ENSMUSG00000032192,ENSMUSG00000032312,ENSMUSG00000032462,ENSMUSG00000032554,ENSMUSG00000032562,ENSMUSG00000032766,ENSMUSG00000032849,ENSMUSG00000032946,ENSMUSG00000033174,ENSMUSG00000033220,ENSMUSG00000033721,ENSMUSG00000033831,ENSMUSG00000033860,ENSMUSG00000034116,ENSMUSG00000034330,ENSMUSG00000034664,ENSMUSG00000034731,ENSMUSG00000034781,ENSMUSG00000034792,ENSMUSG00000034881,ENSMUSG00000035735,ENSMUSG00000036353,ENSMUSG00000036402,ENSMUSG00000036438,ENSMUSG00000037411,ENSMUSG00000038224,ENSMUSG00000038607,ENSMUSG00000038793,ENSMUSG00000038811,ENSMUSG00000039109,ENSMUSG00000039206,ENSMUSG00000039239,ENSMUSG00000040152,ENSMUSG00000041417,ENSMUSG00000042228,ENSMUSG00000042626,ENSMUSG00000042644,ENSMUSG00000043004,ENSMUSG00000045038,ENSMUSG00000046207,ENSMUSG00000048240,ENSMUSG00000048376,ENSMUSG00000049044,ENSMUSG00000049775,ENSMUSG00000050675,ENSMUSG00000050965,ENSMUSG00000052374,ENSMUSG00000052681,ENSMUSG00000052889,ENSMUSG00000053436,ENSMUSG00000054364,ENSMUSG00000054641,ENSMUSG00000054808,ENSMUSG00000056201,ENSMUSG00000056220,ENSMUSG00000057614,ENSMUSG00000058620,ENSMUSG00000058715,ENSMUSG00000059481,ENSMUSG00000059923,ENSMUSG00000060216,ENSMUSG00000060459,ENSMUSG00000061780,ENSMUSG00000063065,ENSMUSG00000063358,ENSMUSG00000063952,ENSMUSG00000066366,ENSMUSG00000068798,ENSMUSG00000070738,ENSMUSG00000071177,ENSMUSG00000071178,ENSMUSG00000071658,ENSMUSG00000072849,ENSMUSG00000073982,ENSMUSG00000078816,ENSMUSG00000079015,ENSMUSG00000111410	0.9999999996018765
OSD-463	up_in_flight	REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	Prefoldin Mediated Transfer Of Substrate To Cct Tric	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	25	22420	-1.2626355178444735	-0.026636445818536404	-1.235999072025937	0.9994722774105483	ENSMUSG00000001289,ENSMUSG00000001416,ENSMUSG00000001473,ENSMUSG00000006412,ENSMUSG00000007739,ENSMUSG00000016255,ENSMUSG00000022234,ENSMUSG00000024309,ENSMUSG00000024346,ENSMUSG00000025613,ENSMUSG00000026202,ENSMUSG00000029447,ENSMUSG00000029580,ENSMUSG00000030007,ENSMUSG00000031197,ENSMUSG00000034024,ENSMUSG00000036752,ENSMUSG00000043091,ENSMUSG00000045136,ENSMUSG00000052033,ENSMUSG00000058672,ENSMUSG00000062591,ENSMUSG00000068039,ENSMUSG00000072235,ENSMUSG00000116358	0.9999999996018765
OSD-463	up_in_flight	REACTOME_IL_6_SIGNALING	Il 6 Signaling	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_IL_6_SIGNALING	10	22420	-2.0283201213387496	-0.026636445818536404	-2.0016836755202134	0.9994859446554183	ENSMUSG00000004040,ENSMUSG00000021756,ENSMUSG00000024789,ENSMUSG00000025746,ENSMUSG00000026104,ENSMUSG00000027947,ENSMUSG00000028530,ENSMUSG00000032175,ENSMUSG00000034342,ENSMUSG00000053113	0.9999999996018765
OSD-463	up_in_flight	REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	Il 3 5 And Gm Csf Signaling	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	40	22420	-1.0119966749621665	-0.026636445818536404	-0.9853602291436301	0.9994938880660829	ENSMUSG00000003283,ENSMUSG00000004043,ENSMUSG00000004266,ENSMUSG00000004508,ENSMUSG00000005034,ENSMUSG00000005364,ENSMUSG00000006134,ENSMUSG00000014932,ENSMUSG00000017776,ENSMUSG00000019843,ENSMUSG00000020919,ENSMUSG00000021457,ENSMUSG00000022285,ENSMUSG00000024241,ENSMUSG00000024789,ENSMUSG00000025499,ENSMUSG00000026770,ENSMUSG00000027665,ENSMUSG00000028530,ENSMUSG00000028698,ENSMUSG00000029217,ENSMUSG00000031304,ENSMUSG00000031805,ENSMUSG00000031834,ENSMUSG00000032462,ENSMUSG00000032737,ENSMUSG00000034116,ENSMUSG00000034342,ENSMUSG00000039844,ENSMUSG00000039936,ENSMUSG00000041417,ENSMUSG00000042228,ENSMUSG00000042626,ENSMUSG00000059326,ENSMUSG00000059923,ENSMUSG00000061132,ENSMUSG00000068227,ENSMUSG00000071713,ENSMUSG00000071714,ENSMUSG00000111410	0.9999999996018765
OSD-463	up_in_flight	REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	Activation Of Chaperones By Atf6 Alpha	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	11	22420	-1.686153296849456	-0.026636445818536404	-1.6595168510309195	0.9996274092980033	ENSMUSG00000003814,ENSMUSG00000020048,ENSMUSG00000020248,ENSMUSG00000020484,ENSMUSG00000023994,ENSMUSG00000025408,ENSMUSG00000026663,ENSMUSG00000026864,ENSMUSG00000031835,ENSMUSG00000042406,ENSMUSG00000046873	0.9999999996018765
OSD-463	up_in_flight	REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	Generic Transcription Pathway	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	197	22420	-0.43002797590929714	-0.026636445818536404	-0.40339153009076073	0.9997787229555717	ENSMUSG00000000440,ENSMUSG00000000708,ENSMUSG00000001280,ENSMUSG00000001288,ENSMUSG00000002108,ENSMUSG00000002249,ENSMUSG00000002250,ENSMUSG00000002393,ENSMUSG00000002679,ENSMUSG00000002968,ENSMUSG00000004500,ENSMUSG00000005267,ENSMUSG00000005566,ENSMUSG00000005677,ENSMUSG00000005886,ENSMUSG00000006392,ENSMUSG00000007812,ENSMUSG00000009555,ENSMUSG00000011960,ENSMUSG00000012114,ENSMUSG00000013833,ENSMUSG00000014859,ENSMUSG00000015843,ENSMUSG00000015846,ENSMUSG00000017210,ENSMUSG00000017667,ENSMUSG00000017688,ENSMUSG00000017950,ENSMUSG00000018160,ENSMUSG00000018263,ENSMUSG00000018347,ENSMUSG00000018363,ENSMUSG00000018501,ENSMUSG00000019768,ENSMUSG00000019927,ENSMUSG00000019984,ENSMUSG00000020335,ENSMUSG00000020364,ENSMUSG00000020397,ENSMUSG00000020460,ENSMUSG00000020472,ENSMUSG00000020647,ENSMUSG00000020801,ENSMUSG00000020889,ENSMUSG00000020918,ENSMUSG00000021039,ENSMUSG00000021055,ENSMUSG00000021096,ENSMUSG00000021255,ENSMUSG00000021327,ENSMUSG00000021514,ENSMUSG00000021775,ENSMUSG00000021779,ENSMUSG00000022109,ENSMUSG00000022346,ENSMUSG00000022383,ENSMUSG00000022521,ENSMUSG00000022529,ENSMUSG00000022809,ENSMUSG00000022987,ENSMUSG00000023034,ENSMUSG00000023284,ENSMUSG00000023984,ENSMUSG00000024431,ENSMUSG00000024515,ENSMUSG00000024563,ENSMUSG00000024947,ENSMUSG00000024955,ENSMUSG00000025246,ENSMUSG00000025602,ENSMUSG00000025821,ENSMUSG00000025880,ENSMUSG00000026349,ENSMUSG00000026398,ENSMUSG00000026496,ENSMUSG00000026610,ENSMUSG00000026799,ENSMUSG00000026826,ENSMUSG00000027552,ENSMUSG00000027630,ENSMUSG00000027641,ENSMUSG00000027660,ENSMUSG00000027678,ENSMUSG00000027803,ENSMUSG00000027878,ENSMUSG00000028150,ENSMUSG00000028233,ENSMUSG00000028252,ENSMUSG00000028341,ENSMUSG00000028389,ENSMUSG00000028800,ENSMUSG00000028949,ENSMUSG00000029050,ENSMUSG00000029148,ENSMUSG00000029478,ENSMUSG00000029587,ENSMUSG00000029627,ENSMUSG00000029635,ENSMUSG00000029729,ENSMUSG00000030145,ENSMUSG00000030353,ENSMUSG00000030386,ENSMUSG00000030393,ENSMUSG00000030443,ENSMUSG00000030796,ENSMUSG00000031010,ENSMUSG00000031365,ENSMUSG00000031618,ENSMUSG00000031907,ENSMUSG00000031925,ENSMUSG00000031935,ENSMUSG00000032238,ENSMUSG00000032402,ENSMUSG00000033014,ENSMUSG00000033961,ENSMUSG00000034071,ENSMUSG00000034800,ENSMUSG00000036192,ENSMUSG00000037001,ENSMUSG00000037411,ENSMUSG00000037583,ENSMUSG00000037992,ENSMUSG00000038146,ENSMUSG00000038369,ENSMUSG00000038482,ENSMUSG00000038622,ENSMUSG00000039153,ENSMUSG00000039191,ENSMUSG00000039634,ENSMUSG00000039656,ENSMUSG00000039789,ENSMUSG00000044676,ENSMUSG00000044807,ENSMUSG00000045248,ENSMUSG00000045466,ENSMUSG00000046532,ENSMUSG00000047036,ENSMUSG00000047342,ENSMUSG00000047407,ENSMUSG00000048012,ENSMUSG00000048728,ENSMUSG00000049086,ENSMUSG00000049321,ENSMUSG00000050567,ENSMUSG00000050605,ENSMUSG00000050954,ENSMUSG00000051351,ENSMUSG00000052763,ENSMUSG00000052837,ENSMUSG00000053110,ENSMUSG00000054931,ENSMUSG00000054967,ENSMUSG00000055150,ENSMUSG00000055320,ENSMUSG00000055835,ENSMUSG00000055991,ENSMUSG00000057101,ENSMUSG00000057551,ENSMUSG00000058246,ENSMUSG00000058638,ENSMUSG00000058756,ENSMUSG00000059401,ENSMUSG00000059475,ENSMUSG00000059975,ENSMUSG00000060510,ENSMUSG00000060601,ENSMUSG00000061143,ENSMUSG00000062012,ENSMUSG00000062175,ENSMUSG00000062519,ENSMUSG00000062861,ENSMUSG00000063047,ENSMUSG00000063972,ENSMUSG00000064127,ENSMUSG00000067942,ENSMUSG00000069171,ENSMUSG00000071078,ENSMUSG00000071256,ENSMUSG00000071281,ENSMUSG00000072623,ENSMUSG00000073802,ENSMUSG00000074194,ENSMUSG00000074220,ENSMUSG00000074282,ENSMUSG00000074472,ENSMUSG00000074500,ENSMUSG00000075000,ENSMUSG00000078768,ENSMUSG00000079487,ENSMUSG00000089857,ENSMUSG00000090137,ENSMUSG00000092544,ENSMUSG00000092558,ENSMUSG00000098692,ENSMUSG00000098781,ENSMUSG00000099689,ENSMUSG00000109398	0.9999999996018765
