location	term	study_count	accessions	cluster_count	best_fdr_bh	max_overlap	example_clusters
GC	REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	7.6098838068557e-06	12	OSD-463:GC3;OSD-245:GC2;OSD-379:GC4;OSD-137:GC5;OSD-379:GC6;OSD-168:GC4;OSD-48:GC2;OSD-168:GC7
GC	REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	14	7.678094486264985e-06	17	OSD-48:GC3;OSD-379:GC5;OSD-245:GC5;OSD-463:GC4;OSD-245:GC7;OSD-48:GC9;OSD-168:GC5;OSD-137:GC7
FLT	REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	8.350116357333663e-06	12	OSD-48:FLT7;OSD-168:FLT4;OSD-137:FLT8;OSD-463:FLT4;OSD-379:FLT6;OSD-245:FLT3;OSD-463:FLT2
FLT	REACTOME_DEVELOPMENTAL_BIOLOGY	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	17	9.586332197077796e-06	78	OSD-168:FLT4;OSD-245:FLT9;OSD-137:FLT3;OSD-137:FLT4;OSD-379:FLT5;OSD-168:FLT2;OSD-245:FLT3;OSD-379:FLT6
FLT	REACTOME_SIGNALING_BY_ILS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	1.0292104371381462e-05	29	OSD-245:FLT3;OSD-379:FLT5;OSD-168:FLT4;OSD-463:FLT4;OSD-48:FLT7;OSD-137:FLT4;OSD-168:FLT2;OSD-463:FLT2
GC	REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	1.0776100924596132e-05	15	OSD-463:GC2;OSD-48:GC2;OSD-137:GC1;OSD-379:GC7;OSD-245:GC2;OSD-168:GC9;OSD-137:GC4;OSD-245:GC6
FLT	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	11	1.1312723807794697e-05	58	OSD-379:FLT5;OSD-245:FLT3;OSD-48:FLT11;OSD-168:FLT4;OSD-463:FLT2;OSD-137:FLT3;OSD-168:FLT2;OSD-48:FLT5
GC	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	17	1.2204198284980781e-05	20	OSD-463:GC4;OSD-379:GC6;OSD-137:GC6;OSD-48:GC3;OSD-245:GC7;OSD-379:GC9;OSD-48:GC2;OSD-168:GC8
FLT	REACTOME_CIRCADIAN_CLOCK	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	17	1.2557442727263379e-05	18	OSD-137:FLT3;OSD-168:FLT4;OSD-245:FLT8;OSD-48:FLT5;OSD-379:FLT6;OSD-463:FLT4;OSD-245:FLT3;OSD-463:FLT2
GC	REACTOME_DIABETES_PATHWAYS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	1.2730785936870247e-05	31	OSD-463:GC4;OSD-48:GC3;OSD-48:GC9;OSD-379:GC9;OSD-245:GC7;OSD-379:GC5;OSD-168:GC8;OSD-137:GC10
FLT	REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	17	1.2959957333061004e-05	16	OSD-137:FLT3;OSD-48:FLT7;OSD-379:FLT6;OSD-168:FLT4;OSD-48:FLT11;OSD-463:FLT4;OSD-168:FLT2;OSD-245:FLT9
FLT	REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	1.3093709399953397e-05	9	OSD-379:FLT6;OSD-245:FLT8;OSD-137:FLT8;OSD-463:FLT6;OSD-168:FLT4;OSD-137:FLT3;OSD-463:FLT4;OSD-168:FLT7
FLT	REACTOME_GLYCOLYSIS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	1.3231966169326853e-05	8	OSD-379:FLT8;OSD-463:FLT6;OSD-168:FLT7;OSD-48:FLT10;OSD-137:FLT3;OSD-245:FLT8
GC	REACTOME_DNA_STRAND_ELONGATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	1.3535898297650583e-05	14	OSD-463:GC8;OSD-379:GC3;OSD-245:GC3;OSD-137:GC2;OSD-168:GC3;OSD-48:GC6;OSD-168:GC6;OSD-463:GC2
GC	REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	1.3669135751308483e-05	26	OSD-168:GC5;OSD-379:GC5;OSD-48:GC3;OSD-245:GC5;OSD-245:GC9;OSD-137:GC9;OSD-137:GC8;OSD-379:GC6
FLT	REACTOME_LYSOSOME_VESICLE_BIOGENESIS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	1.4550860302335104e-05	11	OSD-168:FLT4;OSD-379:FLT6;OSD-137:FLT8;OSD-48:FLT7;OSD-463:FLT4;OSD-137:FLT3;OSD-245:FLT3
GC	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	1.459171509874732e-05	21	OSD-379:GC5;OSD-463:GC4;OSD-168:GC5;OSD-48:GC3;OSD-137:GC9;OSD-48:GC9;OSD-245:GC5;OSD-245:GC7
FLT	REACTOME_SIGNALING_BY_SCF_KIT	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	14	1.4871833295454991e-05	23	OSD-245:FLT3;OSD-463:FLT2;OSD-379:FLT5;OSD-137:FLT4;OSD-168:FLT2;OSD-168:FLT4;OSD-48:FLT11;OSD-379:FLT3
FLT	REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	1.6278929123814455e-05	24	OSD-168:FLT4;OSD-137:FLT3;OSD-48:FLT11;OSD-463:FLT4;OSD-379:FLT6;OSD-48:FLT5;OSD-245:FLT3;OSD-379:FLT5
GC	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	11	1.682259938170259e-05	62	OSD-168:GC8;OSD-379:GC9;OSD-48:GC9;OSD-137:GC10;OSD-245:GC7;OSD-463:GC4;OSD-379:GC5;OSD-245:GC5
FLT	REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	11	1.7016393579703084e-05	19	OSD-463:FLT1;OSD-245:FLT1;OSD-168:FLT2;OSD-48:FLT3;OSD-245:FLT7;OSD-245:FLT8;OSD-137:FLT7;OSD-463:FLT6
GC	REACTOME_SIGNALING_BY_ERBB4	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	1.761992330333152e-05	30	OSD-48:GC3;OSD-168:GC5;OSD-379:GC5;OSD-463:GC4;OSD-137:GC8;OSD-245:GC5;OSD-463:GC7;OSD-137:GC6
GC	REACTOME_AXON_GUIDANCE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	2.0396867244081923e-05	44	OSD-245:GC5;OSD-379:GC5;OSD-168:GC5;OSD-379:GC6;OSD-137:GC4;OSD-48:GC4;OSD-463:GC4;OSD-168:GC4
FLT	REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	2.064858806330898e-05	17	OSD-168:FLT5;OSD-463:FLT2;OSD-245:FLT1;OSD-48:FLT3;OSD-463:FLT1;OSD-379:FLT3;OSD-168:FLT2;OSD-137:FLT2
FLT	REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	18	2.0857265107072156e-05	17	OSD-168:FLT4;OSD-137:FLT3;OSD-379:FLT6;OSD-463:FLT4;OSD-463:FLT6;OSD-245:FLT8;OSD-48:FLT10;OSD-245:FLT3
FLT	REACTOME_SIGNALING_BY_FGFR	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	14	2.0857265107072156e-05	28	OSD-168:FLT4;OSD-48:FLT5;OSD-137:FLT3;OSD-463:FLT2;OSD-245:FLT3;OSD-379:FLT5;OSD-48:FLT11;OSD-137:FLT4
GC	REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	2.3478096078433334e-05	14	OSD-379:GC5;OSD-48:GC3;OSD-168:GC5;OSD-137:GC8;OSD-463:GC4;OSD-463:GC7;OSD-245:GC5;OSD-245:GC9
GC	REACTOME_SIGNALLING_TO_ERKS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	2.9168071052089508e-05	12	OSD-168:GC5;OSD-379:GC5;OSD-245:GC5;OSD-48:GC3;OSD-137:GC8;OSD-245:GC9;OSD-379:GC6;OSD-463:GC7
FLT	REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	2.9314591174394872e-05	6	OSD-379:FLT8;OSD-48:FLT10;OSD-245:FLT8;OSD-463:FLT6;OSD-168:FLT7;OSD-137:FLT3
GC	REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	11	3.32878759218959e-05	12	OSD-137:GC1;OSD-245:GC2;OSD-168:GC7;OSD-168:GC3;OSD-379:GC7;OSD-463:GC2;OSD-379:GC4;OSD-137:GC4
GC	REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	3.377366888364014e-05	13	OSD-137:GC1;OSD-245:GC2;OSD-379:GC7;OSD-168:GC3;OSD-48:GC2;OSD-463:GC3;OSD-137:GC4;OSD-379:GC4
GC	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	3.4038204891915536e-05	35	OSD-168:GC2;OSD-137:GC0;OSD-48:GC1;OSD-245:GC4;OSD-463:GC1;OSD-245:GC0;OSD-463:GC6;OSD-379:GC2
FLT	REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	4.111550676164689e-05	11	OSD-137:FLT3;OSD-48:FLT5;OSD-168:FLT4;OSD-245:FLT3;OSD-245:FLT8;OSD-463:FLT2;OSD-463:FLT4;OSD-168:FLT2
GC	REACTOME_DEVELOPMENTAL_BIOLOGY	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	17	4.3530159601146066e-05	80	OSD-379:GC6;OSD-168:GC4;OSD-245:GC5;OSD-379:GC5;OSD-168:GC5;OSD-463:GC4;OSD-48:GC3;OSD-48:GC2
GC	REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	4.3583738424177435e-05	15	OSD-137:GC1;OSD-463:GC2;OSD-245:GC2;OSD-168:GC3;OSD-379:GC7;OSD-379:GC4;OSD-48:GC2;OSD-48:GC4
GC	REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	14	4.366968956419825e-05	17	OSD-379:GC6;OSD-168:GC4;OSD-463:GC3;OSD-137:GC5;OSD-48:GC3;OSD-245:GC9;OSD-168:GC7;OSD-48:GC7
FLT	REACTOME_PHOSPHOLIPID_METABOLISM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	20	4.5287157677285096e-05	45	OSD-463:FLT6;OSD-137:FLT3;OSD-168:FLT4;OSD-168:FLT2;OSD-245:FLT8;OSD-48:FLT10;OSD-463:FLT2;OSD-379:FLT5
GC	REACTOME_NUCLEOTIDE_EXCISION_REPAIR	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	5.113373966982233e-05	16	OSD-137:GC1;OSD-245:GC2;OSD-168:GC3;OSD-463:GC2;OSD-379:GC7;OSD-48:GC2;OSD-379:GC4;OSD-48:GC4
FLT	REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	5.3034100294227913e-05	8	OSD-48:FLT7;OSD-245:FLT8;OSD-137:FLT8;OSD-379:FLT8;OSD-245:FLT7;OSD-463:FLT4;OSD-168:FLT4;OSD-379:FLT6
FLT	REACTOME_APOPTOTIC_EXECUTION_PHASE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	5.891113835612842e-05	16	OSD-137:FLT3;OSD-463:FLT4;OSD-48:FLT7;OSD-168:FLT4;OSD-168:FLT2;OSD-379:FLT5;OSD-48:FLT11;OSD-463:FLT1
GC	REACTOME_MITOTIC_G2_G2_M_PHASES	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	5.9340593627096824e-05	23	OSD-245:GC2;OSD-137:GC1;OSD-379:GC7;OSD-463:GC2;OSD-48:GC7;OSD-168:GC3;OSD-168:GC5;OSD-137:GC7
GC	REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	5.9340593627096824e-05	20	OSD-245:GC2;OSD-137:GC1;OSD-379:GC7;OSD-463:GC2;OSD-48:GC7;OSD-245:GC5;OSD-168:GC5;OSD-48:GC3
FLT	REACTOME_CALNEXIN_CALRETICULIN_CYCLE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	5.990291670927034e-05	5	OSD-168:FLT7;OSD-379:FLT8;OSD-48:FLT10;OSD-245:FLT8;OSD-463:FLT4;OSD-137:FLT3
FLT	REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	14	6.180190811895882e-05	25	OSD-168:FLT4;OSD-48:FLT5;OSD-463:FLT2;OSD-137:FLT3;OSD-379:FLT5;OSD-245:FLT3;OSD-48:FLT11;OSD-137:FLT4
GC	REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	14	6.216818587826092e-05	55	OSD-48:GC2;OSD-137:GC2;OSD-463:GC2;OSD-463:GC9;OSD-379:GC3;OSD-245:GC2;OSD-137:GC1;OSD-245:GC3
FLT	REACTOME_SIGNALING_BY_FGFR1_MUTANTS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	6.30472138331572e-05	12	OSD-168:FLT4;OSD-463:FLT2;OSD-379:FLT5;OSD-245:FLT3;OSD-137:FLT3;OSD-48:FLT7
FLT	REACTOME_SIGNALING_BY_ERBB4	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	16	6.675746302184984e-05	27	OSD-137:FLT3;OSD-48:FLT5;OSD-245:FLT3;OSD-168:FLT4;OSD-463:FLT2;OSD-245:FLT8;OSD-379:FLT5;OSD-168:FLT7
FLT	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	17	6.882345712636224e-05	36	OSD-463:FLT4;OSD-379:FLT8;OSD-137:FLT8;OSD-168:FLT4;OSD-48:FLT10;OSD-245:FLT1;OSD-137:FLT3;OSD-379:FLT9
GC	REACTOME_EXTENSION_OF_TELOMERES	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	6.923795101616304e-05	12	OSD-168:GC3;OSD-137:GC1;OSD-137:GC2;OSD-379:GC3;OSD-245:GC3;OSD-463:GC2;OSD-463:GC8;OSD-379:GC4
FLT	REACTOME_AXON_GUIDANCE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	11	7.778738965164415e-05	47	OSD-168:FLT4;OSD-245:FLT9;OSD-379:FLT6;OSD-48:FLT7;OSD-137:FLT3;OSD-137:FLT4;OSD-463:FLT1;OSD-379:FLT5
GC	REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	8.36123013055161e-05	11	OSD-48:GC7;OSD-168:GC3;OSD-137:GC1;OSD-463:GC2;OSD-379:GC4;OSD-463:GC3;OSD-245:GC2;OSD-379:GC7
GC	REACTOME_SIGNALING_BY_NOTCH	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	8.414607486165793e-05	29	OSD-379:GC5;OSD-137:GC6;OSD-48:GC2;OSD-168:GC5;OSD-48:GC3;OSD-245:GC9;OSD-463:GC4;OSD-137:GC7
FLT	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	17	8.512385667556328e-05	18	OSD-379:FLT5;OSD-137:FLT3;OSD-48:FLT11;OSD-463:FLT6;OSD-379:FLT8;OSD-168:FLT4;OSD-463:FLT2;OSD-463:FLT4
FLT	REACTOME_METABOLISM_OF_NUCLEOTIDES	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	8.8383927357095e-05	17	OSD-379:FLT8;OSD-245:FLT8;OSD-463:FLT6;OSD-48:FLT10;OSD-137:FLT3;OSD-168:FLT7;OSD-137:FLT4;OSD-245:FLT1
GC	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	9.336572471628966e-05	102	OSD-245:GC0;OSD-137:GC0;OSD-48:GC5;OSD-379:GC2;OSD-48:GC0;OSD-463:GC8;OSD-379:GC0;OSD-168:GC0
GC	REACTOME_INNATE_IMMUNE_SYSTEM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	19	9.540961713072675e-05	58	OSD-245:GC4;OSD-168:GC2;OSD-463:GC4;OSD-463:GC7;OSD-48:GC9;OSD-245:GC5;OSD-463:GC1;OSD-137:GC10
FLT	REACTOME_TOLL_RECEPTOR_CASCADES	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	9.767587983458315e-05	31	OSD-168:FLT2;OSD-137:FLT4;OSD-379:FLT5;OSD-379:FLT3;OSD-463:FLT2;OSD-48:FLT5;OSD-245:FLT3;OSD-245:FLT1
GC	REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	9.947979925901845e-05	11	OSD-463:GC3;OSD-137:GC1;OSD-245:GC2;OSD-48:GC7;OSD-379:GC7;OSD-168:GC3;OSD-137:GC4;OSD-168:GC7
GC	REACTOME_SIGNALING_BY_ILS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	16	0.00010023846675433243	27	OSD-379:GC5;OSD-48:GC3;OSD-168:GC5;OSD-463:GC7;OSD-245:GC5;OSD-168:GC4;OSD-245:GC9;OSD-137:GC9
FLT	REACTOME_GAB1_SIGNALOSOME	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	0.00010450472481437714	13	OSD-463:FLT2;OSD-48:FLT5;OSD-379:FLT5;OSD-168:FLT2;OSD-245:FLT3;OSD-137:FLT3;OSD-48:FLT11;OSD-379:FLT3
GC	REACTOME_METABOLISM_OF_NON_CODING_RNA	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	13	0.00011693404975556309	16	OSD-48:GC7;OSD-245:GC2;OSD-137:GC1;OSD-168:GC3;OSD-168:GC7;OSD-379:GC4;OSD-48:GC2;OSD-463:GC2
FLT	REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	0.0001180340522874818	14	OSD-463:FLT1;OSD-379:FLT9;OSD-245:FLT1;OSD-137:FLT7;OSD-48:FLT3;OSD-168:FLT5;OSD-137:FLT2;OSD-379:FLT3
FLT	REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	0.00011878167389443102	13	OSD-168:FLT4;OSD-379:FLT6;OSD-48:FLT5;OSD-137:FLT3;OSD-463:FLT4;OSD-168:FLT2;OSD-245:FLT3;OSD-463:FLT2
FLT	REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	15	0.00012882673996135187	57	OSD-137:FLT2;OSD-463:FLT1;OSD-48:FLT3;OSD-379:FLT1;OSD-168:FLT2;OSD-245:FLT1;OSD-245:FLT4;OSD-379:FLT9
FLT	REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	0.00012917546287183844	11	OSD-463:FLT2;OSD-245:FLT3;OSD-48:FLT5;OSD-379:FLT5;OSD-137:FLT4;OSD-168:FLT2;OSD-137:FLT3;OSD-379:FLT3
GC	REACTOME_G2_M_CHECKPOINTS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	0.00013649660627267635	15	OSD-137:GC2;OSD-379:GC3;OSD-168:GC3;OSD-245:GC3;OSD-48:GC6;OSD-463:GC8;OSD-463:GC2;OSD-48:GC4
FLT	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	6	0.0001369330796401973	30	OSD-137:FLT0;OSD-463:FLT0;OSD-379:FLT2;OSD-48:FLT6;OSD-168:FLT0;OSD-245:FLT6
GC	REACTOME_SIGNALING_BY_SCF_KIT	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	16	0.00013708998771220476	27	OSD-379:GC5;OSD-168:GC5;OSD-48:GC2;OSD-245:GC9;OSD-48:GC3;OSD-168:GC4;OSD-463:GC7;OSD-137:GC8
GC	REACTOME_SPHINGOLIPID_METABOLISM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	0.000141601521044251	15	OSD-137:GC5;OSD-379:GC6;OSD-168:GC4;OSD-245:GC9;OSD-463:GC7;OSD-168:GC5;OSD-463:GC3;OSD-379:GC5
GC	REACTOME_APOPTOTIC_EXECUTION_PHASE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	0.00014895684492434804	20	OSD-48:GC2;OSD-245:GC9;OSD-379:GC5;OSD-379:GC6;OSD-137:GC7;OSD-168:GC5;OSD-168:GC4;OSD-463:GC4
GC	REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	0.00015026412417236523	11	OSD-168:GC8;OSD-137:GC10;OSD-48:GC3;OSD-245:GC7;OSD-379:GC9;OSD-379:GC5;OSD-245:GC5;OSD-463:GC4
FLT	REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	0.000152970912428078	9	OSD-168:FLT4;OSD-48:FLT11;OSD-245:FLT3;OSD-379:FLT6;OSD-137:FLT3;OSD-463:FLT4;OSD-463:FLT2;OSD-379:FLT5
FLT	REACTOME_SIGNALING_BY_NOTCH	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	14	0.00015647169746630497	24	OSD-48:FLT5;OSD-245:FLT3;OSD-379:FLT5;OSD-463:FLT2;OSD-168:FLT2;OSD-137:FLT3;OSD-463:FLT1;OSD-137:FLT8
GC	REACTOME_SEMAPHORIN_INTERACTIONS	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	8	0.00015736057838938125	15	OSD-137:GC6;OSD-463:GC4;OSD-245:GC7;OSD-168:GC8;OSD-48:GC9;OSD-379:GC5;OSD-168:GC5;OSD-379:GC9
FLT	REACTOME_TRNA_AMINOACYLATION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	0.00015864594741891747	13	OSD-245:FLT1;OSD-463:FLT1;OSD-48:FLT8;OSD-379:FLT9;OSD-168:FLT2;OSD-379:FLT3;OSD-137:FLT2;OSD-137:FLT4
FLT	REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.00015936550224162282	12	OSD-245:FLT1;OSD-168:FLT2;OSD-48:FLT3;OSD-379:FLT3;OSD-463:FLT1;OSD-463:FLT2;OSD-137:FLT4
FLT	REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	7	0.00016378755136055816	7	OSD-168:FLT7;OSD-379:FLT8;OSD-48:FLT10;OSD-137:FLT3;OSD-463:FLT4;OSD-245:FLT8;OSD-168:FLT4
GC	REACTOME_RNA_POL_I_TRANSCRIPTION	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	9	0.00016382193751865033	11	OSD-137:GC1;OSD-463:GC3;OSD-245:GC2;OSD-48:GC7;OSD-379:GC7;OSD-137:GC4;OSD-168:GC3;OSD-379:GC4
FLT	REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	0.0001782190666995402	20	OSD-463:FLT2;OSD-168:FLT4;OSD-379:FLT5;OSD-168:FLT2;OSD-245:FLT9;OSD-379:FLT3;OSD-245:FLT3;OSD-137:FLT3
FLT	REACTOME_PI_METABOLISM	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	12	0.00018081773775470498	18	OSD-168:FLT2;OSD-379:FLT5;OSD-137:FLT4;OSD-463:FLT2;OSD-137:FLT3;OSD-168:FLT4;OSD-245:FLT1;OSD-379:FLT3
GC	REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	6	OSD-137,OSD-168,OSD-245,OSD-379,OSD-463,OSD-48	10	0.00018259039220752806	20	OSD-245:GC5;OSD-463:GC3;OSD-168:GC5;OSD-379:GC5;OSD-48:GC9;OSD-137:GC6;OSD-48:GC3;OSD-137:GC2
