term	reactome_id	name	url	n_genes
R-MMU-9018678_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS	R-MMU-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	https://reactome.org/PathwayBrowser/#/R-MMU-9018678	26
R-MMU-9018679_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS	R-MMU-9018679	Biosynthesis of EPA-derived SPMs	https://reactome.org/PathwayBrowser/#/R-MMU-9018679	6
R-MMU-9018681_BIOSYNTHESIS_OF_PROTECTINS	R-MMU-9018681	Biosynthesis of protectins	https://reactome.org/PathwayBrowser/#/R-MMU-9018681	4
R-MMU-9018682_BIOSYNTHESIS_OF_MARESINS	R-MMU-9018682	Biosynthesis of maresins	https://reactome.org/PathwayBrowser/#/R-MMU-9018682	16
R-MMU-9018683_BIOSYNTHESIS_OF_DPA_DERIVED_SPMS	R-MMU-9018683	Biosynthesis of DPA-derived SPMs	https://reactome.org/PathwayBrowser/#/R-MMU-9018683	4
R-MMU-9018896_BIOSYNTHESIS_OF_E_SERIES_18_S_RESOLVINS	R-MMU-9018896	Biosynthesis of E-series 18(S)-resolvins	https://reactome.org/PathwayBrowser/#/R-MMU-9018896	5
R-MMU-9020265_BIOSYNTHESIS_OF_ASPIRIN_TRIGGERED_D_SERIES_RESOLVINS	R-MMU-9020265	Biosynthesis of aspirin-triggered D-series resolvins	https://reactome.org/PathwayBrowser/#/R-MMU-9020265	3
R-MMU-9020558_INTERLEUKIN_2_SIGNALING	R-MMU-9020558	Interleukin-2 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9020558	10
R-MMU-9020591_INTERLEUKIN_12_SIGNALING	R-MMU-9020591	Interleukin-12 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9020591	7
R-MMU-9020702_INTERLEUKIN_1_SIGNALING	R-MMU-9020702	Interleukin-1 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9020702	91
R-MMU-9020933_INTERLEUKIN_23_SIGNALING	R-MMU-9020933	Interleukin-23 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9020933	8
R-MMU-9020956_INTERLEUKIN_27_SIGNALING	R-MMU-9020956	Interleukin-27 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9020956	9
R-MMU-9020958_INTERLEUKIN_21_SIGNALING	R-MMU-9020958	Interleukin-21 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9020958	6
R-MMU-9022692_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY	R-MMU-9022692	Regulation of MECP2 expression and activity	https://reactome.org/PathwayBrowser/#/R-MMU-9022692	5
R-MMU-9023661_BIOSYNTHESIS_OF_E_SERIES_18_R_RESOLVINS	R-MMU-9023661	Biosynthesis of E-series 18(R)-resolvins	https://reactome.org/PathwayBrowser/#/R-MMU-9023661	4
R-MMU-9024446_NR1H2_AND_NR1H3_MEDIATED_SIGNALING	R-MMU-9024446	NR1H2 and NR1H3-mediated signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9024446	12
R-MMU-9025094_BIOSYNTHESIS_OF_DPAN_3_SPMS	R-MMU-9025094	Biosynthesis of DPAn-3 SPMs	https://reactome.org/PathwayBrowser/#/R-MMU-9025094	4
R-MMU-9025106_BIOSYNTHESIS_OF_DPAN_6_SPMS	R-MMU-9025106	Biosynthesis of DPAn-6 SPMs	https://reactome.org/PathwayBrowser/#/R-MMU-9025106	2
R-MMU-9026286_BIOSYNTHESIS_OF_DPAN_3_DERIVED_PROTECTINS_AND_RESOLVINS	R-MMU-9026286	Biosynthesis of DPAn-3-derived protectins and resolvins	https://reactome.org/PathwayBrowser/#/R-MMU-9026286	2
R-MMU-9026290_BIOSYNTHESIS_OF_DPAN_3_DERIVED_MARESINS	R-MMU-9026290	Biosynthesis of DPAn-3-derived maresins	https://reactome.org/PathwayBrowser/#/R-MMU-9026290	2
R-MMU-9026395_BIOSYNTHESIS_OF_DHA_DERIVED_SULFIDO_CONJUGATES	R-MMU-9026395	Biosynthesis of DHA-derived sulfido conjugates	https://reactome.org/PathwayBrowser/#/R-MMU-9026395	2
R-MMU-9026403_BIOSYNTHESIS_OF_DPAN_3_DERIVED_13_SERIES_RESOLVINS	R-MMU-9026403	Biosynthesis of DPAn-3-derived 13-series resolvins	https://reactome.org/PathwayBrowser/#/R-MMU-9026403	1
R-MMU-9026527_ACTIVATED_NTRK2_SIGNALS_THROUGH_PLCG1	R-MMU-9026527	Activated NTRK2 signals through PLCG1	https://reactome.org/PathwayBrowser/#/R-MMU-9026527	4
R-MMU-9026762_BIOSYNTHESIS_OF_MARESIN_CONJUGATES_IN_TISSUE_REGENERATION_MCTR	R-MMU-9026762	Biosynthesis of maresin conjugates in tissue regeneration (MCTR)	https://reactome.org/PathwayBrowser/#/R-MMU-9026762	2
R-MMU-9026766_BIOSYNTHESIS_OF_PROTECTIN_AND_RESOLVIN_CONJUGATES_IN_TISSUE_REGENERATION_PCTR_AND_RCTR	R-MMU-9026766	Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR)	https://reactome.org/PathwayBrowser/#/R-MMU-9026766	1
R-MMU-9027276_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K	R-MMU-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	https://reactome.org/PathwayBrowser/#/R-MMU-9027276	12
R-MMU-9027284_ERYTHROPOIETIN_ACTIVATES_RAS	R-MMU-9027284	Erythropoietin activates RAS	https://reactome.org/PathwayBrowser/#/R-MMU-9027284	10
R-MMU-9027307_BIOSYNTHESIS_OF_MARESIN_LIKE_SPMS	R-MMU-9027307	Biosynthesis of maresin-like SPMs	https://reactome.org/PathwayBrowser/#/R-MMU-9027307	14
R-MMU-9027604_BIOSYNTHESIS_OF_ELECTROPHILIC_3_PUFA_OXO_DERIVATIVES	R-MMU-9027604	Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives	https://reactome.org/PathwayBrowser/#/R-MMU-9027604	2
R-MMU-9028731_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	R-MMU-9028731	Activated NTRK2 signals through FRS2 and FRS3	https://reactome.org/PathwayBrowser/#/R-MMU-9028731	6
R-MMU-9029569_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	R-MMU-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	https://reactome.org/PathwayBrowser/#/R-MMU-9029569	12
R-MMU-9031628_NGF_STIMULATED_TRANSCRIPTION	R-MMU-9031628	NGF-stimulated transcription	https://reactome.org/PathwayBrowser/#/R-MMU-9031628	6
R-MMU-9032500_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN	R-MMU-9032500	Activated NTRK2 signals through FYN	https://reactome.org/PathwayBrowser/#/R-MMU-9032500	4
R-MMU-9032759_NTRK2_ACTIVATES_RAC1	R-MMU-9032759	NTRK2 activates RAC1	https://reactome.org/PathwayBrowser/#/R-MMU-9032759	4
R-MMU-9033241_PEROXISOMAL_PROTEIN_IMPORT	R-MMU-9033241	Peroxisomal protein import	https://reactome.org/PathwayBrowser/#/R-MMU-9033241	66
R-MMU-9033500_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS	R-MMU-9033500	TYSND1 cleaves peroxisomal proteins	https://reactome.org/PathwayBrowser/#/R-MMU-9033500	1
R-MMU-9033658_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS	R-MMU-9033658	Blood group systems biosynthesis	https://reactome.org/PathwayBrowser/#/R-MMU-9033658	15
R-MMU-9033807_ABO_BLOOD_GROUP_BIOSYNTHESIS	R-MMU-9033807	ABO blood group biosynthesis	https://reactome.org/PathwayBrowser/#/R-MMU-9033807	3
R-MMU-9034013_NTF3_ACTIVATES_NTRK3_SIGNALING	R-MMU-9034013	NTF3 activates NTRK3 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9034013	2
R-MMU-9034015_SIGNALING_BY_NTRK3_TRKC	R-MMU-9034015	Signaling by NTRK3 (TRKC)	https://reactome.org/PathwayBrowser/#/R-MMU-9034015	4
R-MMU-9034793_ACTIVATED_NTRK3_SIGNALS_THROUGH_PLCG1	R-MMU-9034793	Activated NTRK3 signals through PLCG1	https://reactome.org/PathwayBrowser/#/R-MMU-9034793	3
R-MMU-9035034_RHOF_GTPASE_CYCLE	R-MMU-9035034	RHOF GTPase cycle	https://reactome.org/PathwayBrowser/#/R-MMU-9035034	39
R-MMU-9036866_EXPRESSION_AND_PROCESSING_OF_NEUROTROPHINS	R-MMU-9036866	Expression and Processing of Neurotrophins	https://reactome.org/PathwayBrowser/#/R-MMU-9036866	4
R-MMU-9037629_LEWIS_BLOOD_GROUP_BIOSYNTHESIS	R-MMU-9037629	Lewis blood group biosynthesis	https://reactome.org/PathwayBrowser/#/R-MMU-9037629	13
R-MMU-909733_INTERFERON_ALPHA_BETA_SIGNALING	R-MMU-909733	Interferon alpha/beta signaling	https://reactome.org/PathwayBrowser/#/R-MMU-909733	35
R-MMU-912446_MEIOTIC_RECOMBINATION	R-MMU-912446	Meiotic recombination	https://reactome.org/PathwayBrowser/#/R-MMU-912446	4
R-MMU-912526_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	R-MMU-912526	Interleukin receptor SHC signaling	https://reactome.org/PathwayBrowser/#/R-MMU-912526	22
R-MMU-912631_REGULATION_OF_SIGNALING_BY_CBL	R-MMU-912631	Regulation of signaling by CBL	https://reactome.org/PathwayBrowser/#/R-MMU-912631	22
R-MMU-912694_REGULATION_OF_IFNA_IFNB_SIGNALING	R-MMU-912694	Regulation of IFNA/IFNB signaling	https://reactome.org/PathwayBrowser/#/R-MMU-912694	23
R-MMU-913531_INTERFERON_SIGNALING	R-MMU-913531	Interferon Signaling	https://reactome.org/PathwayBrowser/#/R-MMU-913531	145
R-MMU-913709_O_LINKED_GLYCOSYLATION_OF_MUCINS	R-MMU-913709	O-linked glycosylation of mucins	https://reactome.org/PathwayBrowser/#/R-MMU-913709	57
R-MMU-916853_DEGRADATION_OF_GABA	R-MMU-916853	Degradation of GABA	https://reactome.org/PathwayBrowser/#/R-MMU-916853	2
R-MMU-917729_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	R-MMU-917729	Endosomal Sorting Complex Required For Transport (ESCRT)	https://reactome.org/PathwayBrowser/#/R-MMU-917729	31
R-MMU-917937_IRON_UPTAKE_AND_TRANSPORT	R-MMU-917937	Iron uptake and transport	https://reactome.org/PathwayBrowser/#/R-MMU-917937	57
R-MMU-917977_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	R-MMU-917977	Transferrin endocytosis and recycling	https://reactome.org/PathwayBrowser/#/R-MMU-917977	31
R-MMU-918233_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	R-MMU-918233	TRAF3-dependent IRF activation pathway	https://reactome.org/PathwayBrowser/#/R-MMU-918233	2
R-MMU-927802_NONSENSE_MEDIATED_DECAY_NMD	R-MMU-927802	Nonsense-Mediated Decay (NMD)	https://reactome.org/PathwayBrowser/#/R-MMU-927802	116
R-MMU-933541_TRAF6_MEDIATED_IRF7_ACTIVATION	R-MMU-933541	TRAF6 mediated IRF7 activation	https://reactome.org/PathwayBrowser/#/R-MMU-933541	3
R-MMU-933542_TRAF6_MEDIATED_NF_KB_ACTIVATION	R-MMU-933542	TRAF6 mediated NF-kB activation	https://reactome.org/PathwayBrowser/#/R-MMU-933542	14
R-MMU-936440_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	R-MMU-936440	Negative regulators of DDX58/IFIH1 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-936440	15
R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	R-MMU-936837	Ion transport by P-type ATPases	https://reactome.org/PathwayBrowser/#/R-MMU-936837	55
R-MMU-936964_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE	R-MMU-936964	Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)	https://reactome.org/PathwayBrowser/#/R-MMU-936964	19
R-MMU-937039_IRAK1_RECRUITS_IKK_COMPLEX	R-MMU-937039	IRAK1 recruits IKK complex	https://reactome.org/PathwayBrowser/#/R-MMU-937039	15
R-MMU-937041_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	R-MMU-937041	IKK complex recruitment mediated by RIP1	https://reactome.org/PathwayBrowser/#/R-MMU-937041	24
R-MMU-937042_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX	R-MMU-937042	IRAK2 mediated activation of TAK1 complex	https://reactome.org/PathwayBrowser/#/R-MMU-937042	11
R-MMU-937061_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	R-MMU-937061	TRIF (TICAM1)-mediated TLR4 signaling 	https://reactome.org/PathwayBrowser/#/R-MMU-937061	102
R-MMU-937072_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	R-MMU-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex	https://reactome.org/PathwayBrowser/#/R-MMU-937072	17
R-MMU-947581_MOLYBDENUM_COFACTOR_BIOSYNTHESIS	R-MMU-947581	Molybdenum cofactor biosynthesis	https://reactome.org/PathwayBrowser/#/R-MMU-947581	5
R-MMU-948021_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	R-MMU-948021	Transport to the Golgi and subsequent modification	https://reactome.org/PathwayBrowser/#/R-MMU-948021	176
R-MMU-9603381_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K	R-MMU-9603381	Activated NTRK3 signals through PI3K	https://reactome.org/PathwayBrowser/#/R-MMU-9603381	3
R-MMU-9603798_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT	R-MMU-9603798	Class I peroxisomal membrane protein import	https://reactome.org/PathwayBrowser/#/R-MMU-9603798	19
R-MMU-9604323_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	R-MMU-9604323	Negative regulation of NOTCH4 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9604323	2
R-MMU-9607240_FLT3_SIGNALING	R-MMU-9607240	FLT3 Signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9607240	30
R-MMU-9609507_PROTEIN_LOCALIZATION	R-MMU-9609507	Protein localization	https://reactome.org/PathwayBrowser/#/R-MMU-9609507	104
R-MMU-9609523_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE	R-MMU-9609523	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	https://reactome.org/PathwayBrowser/#/R-MMU-9609523	15
R-MMU-9609736_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	R-MMU-9609736	Assembly and cell surface presentation of NMDA receptors	https://reactome.org/PathwayBrowser/#/R-MMU-9609736	5
R-MMU-9612973_AUTOPHAGY	R-MMU-9612973	Autophagy	https://reactome.org/PathwayBrowser/#/R-MMU-9612973	129
R-MMU-9614085_FOXO_MEDIATED_TRANSCRIPTION	R-MMU-9614085	FOXO-mediated transcription	https://reactome.org/PathwayBrowser/#/R-MMU-9614085	21
R-MMU-9614399_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	R-MMU-9614399	Regulation of localization of FOXO transcription factors	https://reactome.org/PathwayBrowser/#/R-MMU-9614399	12
R-MMU-9615017_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	R-MMU-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	https://reactome.org/PathwayBrowser/#/R-MMU-9615017	2
R-MMU-9615933_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION	R-MMU-9615933	Postmitotic nuclear pore complex (NPC) reformation	https://reactome.org/PathwayBrowser/#/R-MMU-9615933	22
R-MMU-9616222_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	R-MMU-9616222	Transcriptional regulation of granulopoiesis	https://reactome.org/PathwayBrowser/#/R-MMU-9616222	6
R-MMU-9617629_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	R-MMU-9617629	Regulation of FOXO transcriptional activity by acetylation	https://reactome.org/PathwayBrowser/#/R-MMU-9617629	6
R-MMU-9617828_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	R-MMU-9617828	FOXO-mediated transcription of cell cycle genes	https://reactome.org/PathwayBrowser/#/R-MMU-9617828	7
R-MMU-9619229_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS	R-MMU-9619229	Activation of RAC1 downstream of NMDARs	https://reactome.org/PathwayBrowser/#/R-MMU-9619229	6
R-MMU-9619665_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	R-MMU-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	https://reactome.org/PathwayBrowser/#/R-MMU-9619665	1
R-MMU-9623433_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS	R-MMU-9623433	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	https://reactome.org/PathwayBrowser/#/R-MMU-9623433	6
R-MMU-9627069_REGULATION_OF_THE_APOPTOSOME_ACTIVITY	R-MMU-9627069	Regulation of the apoptosome activity	https://reactome.org/PathwayBrowser/#/R-MMU-9627069	10
R-MMU-9629569_PROTEIN_HYDROXYLATION	R-MMU-9629569	Protein hydroxylation	https://reactome.org/PathwayBrowser/#/R-MMU-9629569	18
R-MMU-9634597_GPER1_SIGNALING	R-MMU-9634597	GPER1 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9634597	28
R-MMU-9634600_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM	R-MMU-9634600	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-9634600	4
R-MMU-9634635_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ	R-MMU-9634635	Estrogen-stimulated signaling through PRKCZ	https://reactome.org/PathwayBrowser/#/R-MMU-9634635	5
R-MMU-9634638_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	R-MMU-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9634638	9
R-MMU-9634815_TRANSCRIPTIONAL_REGULATION_BY_NPAS4	R-MMU-9634815	Transcriptional Regulation by NPAS4	https://reactome.org/PathwayBrowser/#/R-MMU-9634815	5
R-MMU-9639288_AMINO_ACIDS_REGULATE_MTORC1	R-MMU-9639288	Amino acids regulate mTORC1	https://reactome.org/PathwayBrowser/#/R-MMU-9639288	55
R-MMU-9640463_WAX_BIOSYNTHESIS	R-MMU-9640463	Wax biosynthesis	https://reactome.org/PathwayBrowser/#/R-MMU-9640463	4
R-MMU-9645460_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY	R-MMU-9645460	Alpha-protein kinase 1 signaling pathway	https://reactome.org/PathwayBrowser/#/R-MMU-9645460	12
R-MMU-9646399_AGGREPHAGY	R-MMU-9646399	Aggrephagy	https://reactome.org/PathwayBrowser/#/R-MMU-9646399	36
R-MMU-964739_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI	R-MMU-964739	N-glycan trimming and elongation in the cis-Golgi	https://reactome.org/PathwayBrowser/#/R-MMU-964739	5
R-MMU-9648002_RAS_PROCESSING	R-MMU-9648002	RAS processing	https://reactome.org/PathwayBrowser/#/R-MMU-9648002	25
R-MMU-9648025_EML4_AND_NUDC_IN_MITOTIC_SPINDLE_FORMATION	R-MMU-9648025	EML4 and NUDC in mitotic spindle formation	https://reactome.org/PathwayBrowser/#/R-MMU-9648025	109
R-MMU-964827_PROGRESSIVE_TRIMMING_OF_ALPHA_1_2_LINKED_MANNOSE_RESIDUES_FROM_MAN9_8_7GLCNAC2_TO_PRODUCE_MAN5GLCNAC2	R-MMU-964827	Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2	https://reactome.org/PathwayBrowser/#/R-MMU-964827	3
R-MMU-964975_VITAMIN_B6_ACTIVATION_TO_PYRIDOXAL_PHOSPHATE	R-MMU-964975	Vitamin B6 activation to pyridoxal phosphate	https://reactome.org/PathwayBrowser/#/R-MMU-964975	3
R-MMU-9652282_DRUG_MEDIATED_INHIBITION_OF_ERBB2_SIGNALING	R-MMU-9652282	Drug-mediated inhibition of ERBB2 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9652282	4
R-MMU-9663891_SELECTIVE_AUTOPHAGY	R-MMU-9663891	Selective autophagy	https://reactome.org/PathwayBrowser/#/R-MMU-9663891	72
R-MMU-9664873_PEXOPHAGY	R-MMU-9664873	Pexophagy	https://reactome.org/PathwayBrowser/#/R-MMU-9664873	11
R-MMU-9668328_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III	R-MMU-9668328	Sealing of the nuclear envelope (NE) by ESCRT-III	https://reactome.org/PathwayBrowser/#/R-MMU-9668328	26
R-MMU-9670095_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	R-MMU-9670095	Inhibition of DNA recombination at telomere	https://reactome.org/PathwayBrowser/#/R-MMU-9670095	63
R-MMU-9673163_OLEOYL_PHE_METABOLISM	R-MMU-9673163	Oleoyl-phe metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-9673163	1
R-MMU-9674555_SIGNALING_BY_CSF3_G_CSF	R-MMU-9674555	Signaling by CSF3 (G-CSF)	https://reactome.org/PathwayBrowser/#/R-MMU-9674555	23
R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	R-MMU-9675108	Nervous system development	https://reactome.org/PathwayBrowser/#/R-MMU-9675108	257
R-MMU-9686114_NON_CANONICAL_INFLAMMASOME_ACTIVATION	R-MMU-9686114	Non-canonical inflammasome activation	https://reactome.org/PathwayBrowser/#/R-MMU-9686114	6
R-MMU-9696264_RND3_GTPASE_CYCLE	R-MMU-9696264	RND3 GTPase cycle	https://reactome.org/PathwayBrowser/#/R-MMU-9696264	42
R-MMU-9696270_RND2_GTPASE_CYCLE	R-MMU-9696270	RND2 GTPase cycle	https://reactome.org/PathwayBrowser/#/R-MMU-9696270	43
R-MMU-9696273_RND1_GTPASE_CYCLE	R-MMU-9696273	RND1 GTPase cycle	https://reactome.org/PathwayBrowser/#/R-MMU-9696273	42
R-MMU-9701898_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING	R-MMU-9701898	STAT3 nuclear events downstream of ALK signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9701898	4
R-MMU-9705462_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	R-MMU-9705462	Inactivation of CSF3 (G-CSF) signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9705462	19
R-MMU-9706019_RHOBTB3_ATPASE_CYCLE	R-MMU-9706019	RHOBTB3 ATPase cycle	https://reactome.org/PathwayBrowser/#/R-MMU-9706019	10
R-MMU-9706369_NEGATIVE_REGULATION_OF_FLT3	R-MMU-9706369	Negative regulation of FLT3	https://reactome.org/PathwayBrowser/#/R-MMU-9706369	15
R-MMU-9706374_FLT3_SIGNALING_THROUGH_SRC_FAMILY_KINASES	R-MMU-9706374	FLT3 signaling through SRC family kinases	https://reactome.org/PathwayBrowser/#/R-MMU-9706374	3
R-MMU-9706574_RHOBTB_GTPASE_CYCLE	R-MMU-9706574	RHOBTB GTPase Cycle	https://reactome.org/PathwayBrowser/#/R-MMU-9706574	34
R-MMU-9707564_CYTOPROTECTION_BY_HMOX1	R-MMU-9707564	Cytoprotection by HMOX1	https://reactome.org/PathwayBrowser/#/R-MMU-9707564	50
R-MMU-9707587_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY	R-MMU-9707587	Regulation of HMOX1 expression and activity	https://reactome.org/PathwayBrowser/#/R-MMU-9707587	2
R-MMU-9707616_HEME_SIGNALING	R-MMU-9707616	Heme signaling	https://reactome.org/PathwayBrowser/#/R-MMU-9707616	13
R-MMU-9708530_REGULATION_OF_BACH1_ACTIVITY	R-MMU-9708530	Regulation of BACH1 activity	https://reactome.org/PathwayBrowser/#/R-MMU-9708530	12
R-MMU-9709957_SENSORY_PERCEPTION	R-MMU-9709957	Sensory Perception	https://reactome.org/PathwayBrowser/#/R-MMU-9709957	208
R-MMU-9711097_CELLULAR_RESPONSE_TO_STARVATION	R-MMU-9711097	Cellular response to starvation	https://reactome.org/PathwayBrowser/#/R-MMU-9711097	55
R-MMU-9711123_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	R-MMU-9711123	Cellular response to chemical stress	https://reactome.org/PathwayBrowser/#/R-MMU-9711123	146
R-MMU-9715370_MIRO_GTPASE_CYCLE	R-MMU-9715370	Miro GTPase Cycle	https://reactome.org/PathwayBrowser/#/R-MMU-9715370	7
R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	R-MMU-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	https://reactome.org/PathwayBrowser/#/R-MMU-9716542	611
R-MMU-9717189_SENSORY_PERCEPTION_OF_TASTE	R-MMU-9717189	Sensory perception of taste	https://reactome.org/PathwayBrowser/#/R-MMU-9717189	26
R-MMU-9717207_SENSORY_PERCEPTION_OF_SWEET_BITTER_AND_UMAMI_GLUTAMATE_TASTE	R-MMU-9717207	Sensory perception of sweet, bitter, and umami (glutamate) taste	https://reactome.org/PathwayBrowser/#/R-MMU-9717207	23
R-MMU-9730414_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT	R-MMU-9730414	MITF-M-regulated melanocyte development	https://reactome.org/PathwayBrowser/#/R-MMU-9730414	45
R-MMU-9730628_SENSORY_PERCEPTION_OF_SALTY_TASTE	R-MMU-9730628	Sensory perception of salty taste	https://reactome.org/PathwayBrowser/#/R-MMU-9730628	3
R-MMU-9732724_IFNG_SIGNALING_ACTIVATES_MAPKS	R-MMU-9732724	IFNG signaling activates MAPKs	https://reactome.org/PathwayBrowser/#/R-MMU-9732724	7
R-MMU-9734091_DRUG_MEDIATED_INHIBITION_OF_MET_ACTIVATION	R-MMU-9734091	Drug-mediated inhibition of MET activation	https://reactome.org/PathwayBrowser/#/R-MMU-9734091	2
R-MMU-9748784_DRUG_ADME	R-MMU-9748784	Drug ADME	https://reactome.org/PathwayBrowser/#/R-MMU-9748784	117
R-MMU-9748787_AZATHIOPRINE_ADME	R-MMU-9748787	Azathioprine ADME	https://reactome.org/PathwayBrowser/#/R-MMU-9748787	26
R-MMU-9749641_ASPIRIN_ADME	R-MMU-9749641	Aspirin ADME	https://reactome.org/PathwayBrowser/#/R-MMU-9749641	47
R-MMU-975110_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	R-MMU-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-975110	1
R-MMU-975138_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	R-MMU-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	https://reactome.org/PathwayBrowser/#/R-MMU-975138	89
